,time,gait,gazebo_r,gazebo_p,gazebo_y,gazebo_x,gazebo_y,gazebo_z,gazebo_wx,gazebo_wy,gazebo_wz,gazebo_vx,gazebo_vy,gazebo_vz,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.859,0.0,0.0,0.0,0.0,-0.00014271710409139102,0.012883994649833974,0.05665070759647352,0.0,0.0,0.0,-0.0010726700119433707,-3.2105875530847134e-05,0.0005600169828842534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.868,0.0,0.0,0.0,0.0,-0.00014472099477280535,0.012884025726808402,0.05665138404921731,0.0,0.0,0.0,0.0005542442067565957,-0.0005202166468527723,-0.0011192351239161405,-1.4561377336829098e-08,1.7016820375539803e-05,-0.00042132735903869557,-2.122916151030274e-07,4.4792958418804485e-08,0.03500942536429855,-0.0010941677202881282,-0.0020783732877598595,-1.573166787211042e-05,-8.879812117290717e-05,6.443250644004918e-05,0.0008543148938860452
3,2.878,0.0,5.536038844548255e-06,-9.597275341778015e-06,-0.00042233819996695816,-0.00013986248784713973,0.012883288260385694,0.05665033160513461,0.005559704155273344,-0.030460318308508455,0.0012452992275496322,0.00037017730578569604,-0.0011061854804765873,0.0007724740009912191,5.536038844548255e-06,-9.597275341778015e-06,-0.00042233819996695816,-1.581387720186317e-06,-2.0109041819899032e-07,0.03500789105574083,0.005559704155273344,-0.030460318308508455,0.0012452992275496322,-0.0002999446112126633,-6.018857015829509e-05,-0.00020912567495579243
4,2.888,0.0,-4.004648828154554e-09,1.7731362086469833e-08,-0.0004258193729173811,-0.00014154154453971236,0.012883497978729182,0.05665115431830724,-0.004533027342472074,0.008458304861189918,9.018667982956665e-06,0.0012530975264142463,0.00046926443389173027,0.0008659774046146742,-4.004648828154554e-09,1.7731362086469833e-08,-0.0004258193729173811,-5.303743161842733e-07,-3.1303615061206713e-07,0.03500738370221876,-0.004533027342472074,0.008458304861189918,9.018667982956665e-06,0.00019818890285257544,5.426893467591601e-05,0.00021615882514881517
5,2.898,0.0,3.163962707303867e-09,-2.818358028554819e-05,-0.00042267610330822073,-0.00014231124911119898,0.012884710873237845,0.05665051113313943,-0.01982004484357678,0.02086178282771928,0.0017245058494326955,-0.0006543731930910856,-0.00130198605971727,-0.0024132746762308833,3.163962707303867e-09,-2.818358028554819e-05,-0.00042267610330822073,-1.971588324885254e-06,4.0627910844609483e-07,0.03501093081766203,-0.01982004484357678,0.02086178282771928,0.0017245058494326955,2.49353581365016e-05,0.00012047253736126079,0.00016176872337906562
6,2.908,0.0,-5.0274835755404595e-06,1.679462667039277e-05,-0.0004228484019758523,-0.00014281058832278222,0.01288330380585761,0.05665411251817888,-0.011163560864804264,0.000269618493662908,-0.0015793167570806938,0.001732196554967341,-4.800674503978785e-05,0.003950864688654492,-5.0274835755404595e-06,1.679462667039277e-05,-0.0004228484019758523,-3.979761724372255e-07,5.817430340018803e-07,0.0350109659844693,-0.011163560864804264,0.000269618493662908,-0.0015793167570806938,-0.00010783615982075724,-3.767334535733061e-05,-6.899084675597816e-05
7,2.918,0.0,1.0543818711097808e-05,9.257035626078374e-06,-0.0004182422801971517,-0.00014239515949690185,0.012883707650018424,0.05664965739077776,0.015171709036061073,-0.004559635661205451,0.0005039724166125373,0.003498477971359171,-0.0014701723620594567,0.005640793936361885,1.0543818711097808e-05,9.257035626078374e-06,-0.0004182422801971517,-7.139770105794863e-07,2.3038087872129243e-07,0.035011727156366385,0.015171709036061073,-0.004559635661205451,0.0005039724166125373,-3.253961126336826e-05,-0.00017694419924783192,3.410194658078138e-06
8,2.928,0.0,7.753586801934614e-06,4.386832553935256e-06,-0.0004243855242662805,-0.00014282410579342082,0.012883309848360823,0.056650799827728124,0.0004937727975285493,-0.026205344344111703,-8.405719930590507e-05,0.00163135966833411,-0.0006770248443836583,-0.0019822862193410104,7.753586801934614e-06,4.386832553935256e-06,-0.0004243855242662805,-8.34464420958192e-07,-1.0985232835672432e-06,0.03499989159950403,0.0004937727975285493,-0.026205344344111703,-8.405719930590507e-05,-0.00011668202771723173,2.7138167982635374e-05,-0.0006901540232871199
9,2.9379999999999997,0.0,-6.157043782055883e-06,-2.091583597752011e-05,-0.0004234836944393648,-0.00014037392127854158,0.012883323113730064,0.05665230250344136,0.006085548782819167,0.005955641134397754,-0.0003934203280580497,-0.0012409563234784852,0.00037551985656213464,0.0019389676132069514,-6.157043782055883e-06,-2.091583597752011e-05,-0.0004234836944393648,-1.2180578908213557e-06,1.0009578595843172e-07,0.035010058942996254,0.006085548782819167,0.005955641134397754,-0.0003934203280580497,0.00018180519399741405,1.9908195678821717e-06,0.0009228164919648217
10,2.948,0.0,-1.7024999868674032e-08,1.7119725288080262e-05,-0.00042624013370584553,-0.00014318860204709389,0.012883313914702975,0.0566526746333869,-0.001858378073995963,-0.001621496534583078,-4.227702485695826e-05,0.000983962190972441,0.00039040066576293914,0.0014809290511830237,-1.7024999868674032e-08,1.7119725288080262e-05,-0.00042624013370584553,5.088765023808506e-07,-3.734855561626782e-08,0.035009604183163484,-0.001858378073995963,-0.001621496534583078,-4.227702485695826e-05,-1.2295060877896772e-05,3.9979156645039236e-05,-0.00021701281413115514
