,time,gait,gazebo_r,gazebo_p,gazebo_y,gazebo_x,gazebo_y,gazebo_z,gazebo_wx,gazebo_wy,gazebo_wz,gazebo_vx,gazebo_vy,gazebo_vz,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz,raw_vx,raw_vy,raw_vz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.127,0.0,0.0,0.0,0.0,-0.00014145784827774394,0.012888871196773465,0.056653440821188034,0.0,0.0,0.0,-0.0010960974128379577,7.897031826152099e-05,0.004748429159474922,-1.6661759450776866e-06,4.5740828896709096e-05,-0.0004162110192620447,-3.2274143741545247e-07,-5.214168047676382e-07,0.035009477968687384,0.005766794301881291,0.0457104049743299,-0.001280027766617787,0.0003711896620613114,-0.00019678207804290097,-0.0002914125739326455,-8.068535935387201e-05,-0.0001303542011919239,-0.0015674119893378446
2,4.1370000000000005,0.0,5.373383948677525e-06,1.4871979787111053e-05,-0.0004293969138932481,-0.00014186897280030273,0.01288781749005992,0.05665300989579637,-0.001935967358880662,0.02402647466811587,1.0586705085127653e-05,0.0014135954258247315,0.0001616009356962972,0.00304495483639764,5.373383948677525e-06,1.4871979787111053e-05,-0.0004293969138932481,-6.19441974391427e-07,-1.1029290564179561e-06,0.035009000645886676,-0.001935967358880662,0.02402647466811587,1.0586705085127653e-05,-0.0002552483140396546,-1.408886169280585e-07,0.00041345727536548285,-4.424585531367262e-05,-7.878064688699555e-05,-0.0004819264827185055
3,4.147,0.0,1.0506148410388702e-05,-1.635982644301785e-05,-0.0004250039587861362,-0.00014414649941164108,0.012884291021072601,0.05665262478022727,-0.0021546961186227585,0.001224905059460849,0.0016612418025021938,-0.0026103519619212648,-0.0009155268405510977,0.0038156215465387625,1.0506148410388702e-05,-1.635982644301785e-05,-0.0004250039587861362,-2.0187510265425035e-06,-1.624698298452465e-06,0.03500084843529835,-0.0021546961186227585,0.001224905059460849,0.0016612418025021938,-0.0003563700591815784,-4.687564293129141e-05,-0.0010891791787709323,-8.48004794563506e-05,-5.5164074684240064e-05,-0.00043147666945185905
4,4.157,0.0,-1.8377421666938366e-05,3.839517275373884e-06,-0.0004227455265995946,-0.00014219128059700633,0.012887415693605457,0.05665168324554515,-0.018294078085650367,0.02301465969538599,0.0001288883410574007,0.001609789908145239,0.00014715056804947277,0.0002753119439308146,-1.8377421666938366e-05,3.839517275373884e-06,-0.0004227455265995946,-1.2107387516724355e-06,-1.7436114522345614e-07,0.035009778558622535,-0.018294078085650367,0.02301465969538599,0.0001288883410574007,0.000190428468047054,0.00023224091822052561,-0.000959118981187032,-2.9564838864051055e-05,4.642839555972599e-05,3.889563679297741e-05
5,4.167,0.0,5.178846568435219e-09,-1.0278234353125117e-05,-0.00042312574519602343,-0.00014322480766565247,0.012886067350565777,0.056650084217832075,-0.0043996943462085904,-0.025162851090261038,7.756201923246546e-05,0.0005330072839608618,-0.0008149636435134222,0.00029761595010808887,5.178846568435219e-09,-1.0278234353125117e-05,-0.00042312574519602343,-2.219159319312436e-06,-8.06325432423094e-07,0.03500670648289482,-0.0043996943462085904,-0.025162851090261038,7.756201923246546e-05,-0.00046646866962268564,-0.00013559274861619323,0.0009252444529624764,-1.0020414638496835e-05,4.091864330146942e-05,0.00029290237982364866
6,4.177,0.0,1.1868703658656537e-06,-7.536171752518645e-08,-0.0004237044374229678,-0.00014195742644513312,0.012886749166031572,0.05665022731408981,0.0071687894636602145,-0.00013638449859845156,0.0007946398806052997,-3.3983362871518264e-05,-0.0007486988930172093,-0.001178979642817628,1.1868703658656537e-06,-7.536171752518645e-08,-0.0004237044374229678,-1.8130270871760668e-06,-1.0900030371074898e-06,0.035006148913716645,0.0071687894636602145,-0.00013638449859845156,0.0007946398806052997,0.00022285943804553122,-0.0001662939951452991,-0.00013236468807634045,-3.0114416775182203e-05,-4.578209459420266e-05,-0.00018148224529453526
7,4.187,0.0,4.949523228823157e-09,-2.771411230953866e-05,-0.0004240725208923402,-0.00013790997077360852,0.012886743260516606,0.05665274782424945,-0.005386295110856037,-0.02942164273858586,9.17563452734297e-05,-8.516783063165943e-05,-0.00019890288546014134,-0.00035346798371855057,4.949523228823157e-09,-2.771411230953866e-05,-0.0004240725208923402,-2.0389958282039655e-06,-1.2049919777407103e-06,0.0350052413849345,-0.005386295110856037,-0.02942164273858586,9.17563452734297e-05,-0.0002979674289414203,0.00010418103562768499,-4.186653129550312e-05,9.008174555423312e-06,-1.9933327265880357e-05,-7.325489801597415e-05
8,4.197,0.0,9.253232429153302e-07,-2.017274035188878e-06,-0.0004246579404750224,-0.0001411291810752618,0.012886010359262278,0.05665100549813595,0.0009515726646809611,0.009457586376125832,-0.00038706764062407977,-2.3809490403963764e-05,0.0001909934837672625,0.0003036722856392153,9.253232429153302e-07,-2.017274035188878e-06,-0.0004246579404750224,-1.6408082640188837e-06,-1.103265878037163e-06,0.035007562592526235,0.0009515726646809611,0.009457586376125832,-0.00038706764062407977,0.0003912505739743009,-6.434891418667283e-05,8.881988074597063e-05,8.610941157858955e-06,-6.631420464836404e-07,7.06839404795279e-05
9,4.207,0.0,-4.791704476954804e-06,4.1260899883113294e-08,-0.0004273183190284744,-0.0001406607055605403,0.01288574491924465,0.056650699677524036,0.0015466021217737822,-0.004049987299871844,0.00034552021796628585,0.0002058205627870801,0.00021035053392363484,0.00043350981966587294,-4.791704476954804e-06,4.1260899883113294e-08,-0.0004273183190284744,-1.3404081364229437e-06,-1.2571380786571829e-06,0.035007345102939104,0.0015466021217737822,-0.004049987299871844,0.00034552021796628585,-7.835117719276477e-05,-8.350399916519396e-06,0.0003390809041196383,3.492938458905184e-05,-2.6073050458236824e-06,0.00010518590023017806
10,4.217,0.0,-3.356907032546121e-09,-1.4881678728123664e-05,-0.0004263916635703981,-0.00013871166950071278,0.012885832520765802,0.05664959553631364,-0.0007106624821008146,-0.014783528891296189,7.419072263467498e-05,0.0018096331471130537,0.00042300532856238526,-0.0005850097756323443,-3.356907032546121e-09,-1.4881678728123664e-05,-0.0004263916635703981,-1.4923005309183668e-06,-1.3390258159357016e-06,0.035007405008518414,-0.0007106624821008146,-0.014783528891296189,7.419072263467498e-05,-0.00011158639337104938,1.065625373727391e-05,-0.00021375185787193861,7.4253866550260036e-06,-1.1787996894927184e-05,-7.879200391095077e-06
11,4.227,0.0,-7.1055970220892635e-06,3.4443720755673016e-08,-0.0004245113217853052,-0.00014092718392126987,0.012885269219583509,0.05664945367786507,0.0008448534783078214,0.005780849664464971,0.00024180514371720875,-0.0004380643707674966,-0.0008330351042785268,-0.0015376626456054952,-7.1055970220892635e-06,3.4443720755673016e-08,-0.0004245113217853052,-9.858233173259956e-07,-9.416084355076682e-07,0.03500800371669642,0.0008448534783078214,0.005780849664464971,0.00024180514371720875,0.0002282216333767904,4.464747496994667e-07,0.00031518476354965166,1.7729240954846993e-05,1.577648215747537e-05,3.293068786581956e-05
12,4.237,0.0,-1.859600735694977e-06,-1.2595242458211061e-05,-0.000427161395708982,-0.00014173900323641642,0.012886425034480762,0.056650203186264916,0.006035304563764948,-0.012591047304879687,0.0012051109275089387,-0.0020305758115489797,-0.0005042095337559824,-0.00193650665056747,-1.859600735694977e-06,-1.2595242458211061e-05,-0.000427161395708982,-6.436734630646535e-07,-1.3936098678113407e-06,0.03500719715033904,0.006035304563764948,-0.012591047304879687,0.0012051109275089387,-0.0001275838977341713,-6.266167586569631e-05,-0.0003635727497138534,4.2431353392684684e-05,-2.729202593781891e-06,-1.0392908968842355e-05
