,time,gait,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz
0,1621786874.227208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1621786979.5466564,0.0,0.014872423373162746,-0.0015062069287523627,-0.0440652072429657,0.0,0.0,0.0,0.00029507779981940985,-0.002135222777724266,-0.005360410548746586,-2.0417496912943157e-05,-4.2533906386894365e-06,-6.12808745096335e-06
2,1621786979.5567632,0.0,0.014877387322485447,-0.0015229047276079655,-0.04408778250217438,0.0,0.0,0.0,-0.0018354511121287942,-0.00426575168967247,0.005292234010994434,-3.52355286640707e-05,-8.19158538938069e-06,-1.4350502579590507e-05
3,1621786979.567277,0.0,0.01487784180790186,-0.0014863379765301943,-0.044048577547073364,0.0,0.0,0.0,-0.0018354511121287942,0.005321628414094448,0.00848802737891674,-3.6791878665963835e-05,-9.218121845888707e-06,-1.6376184338001688e-05
4,1621786979.5766637,0.0,0.014896501787006855,-0.0014903777046129107,-0.04403136670589447,0.0,0.0,0.0,0.0013603422557935119,-0.001069958321750164,0.004226969555020332,-3.1825729687492755e-05,-8.059048953550322e-06,-1.5447105930302256e-05
5,1621786979.5868974,0.0,0.014879741705954075,-0.0014839895302429795,-0.04401719570159912,0.0,0.0,0.0,-0.0029007154516875744,-4.693865776062012e-06,0.0031617048662155867,-1.621724675241687e-05,-4.515262691509113e-06,-7.901534511300312e-06
6,1621786979.596653,0.0,0.014874650165438652,-0.0014888554578647017,-0.04400424659252167,0.0,0.0,0.0,-0.003965979907661676,0.003191099502146244,0.0020964404102414846,-2.8999090918808985e-05,-7.869376311093684e-06,-1.5438394874726118e-05
7,1621786979.606698,0.0,0.014884964562952518,-0.0014942006673663855,-0.044000983238220215,0.0,0.0,0.0,0.0024256068281829357,0.00106057059019804,-0.0010993529576808214,-2.5900363125023316e-05,-7.511838686154466e-06,-1.470844725331584e-05
8,1621786979.6177776,0.0,0.01492199208587408,-0.001476170844398439,-0.04401122033596039,0.0,0.0,0.0,-0.0029007154516875744,-0.006396280601620674,0.0010311759542673826,-3.6602283487910826e-05,-1.5230969707127157e-05,-2.133223405548541e-05
9,1621786979.626802,0.0,0.01491603720933199,-0.0015009916387498379,-0.04402419924736023,0.0,0.0,0.0,0.00029507779981940985,-0.00426575168967247,-0.0032298818696290255,-2.408856815019853e-05,-1.190510638781414e-05,-1.4114472480129174e-05
