,time,gait,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz
0,1618066100.1413982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1618066100.1651473,0.0,0.022913839668035507,-0.023557567968964577,0.0055777933448553085,0.0,0.0,0.0,0.0003279948141425848,-0.0012083372566848993,0.0011855324264615774,0.0,0.0,0.0
2,1618066100.1782324,0.0,0.022906381636857986,-0.02355363219976425,0.005561207886785269,-1.566911496664325e-06,7.776526191834165e-06,0.275712217052898,0.003523788182064891,0.0030527205672115088,-0.006271318532526493,-0.00024598035624317556,0.0012207917850331166,-0.0005165435499810387
3,1618066100.1885333,0.0,0.02291974239051342,-0.023546747863292694,0.005548820830881596,-1.4877011607350443e-07,2.1880746710056798e-06,0.2757127774805571,0.003523788182064891,-0.006534659303724766,-0.0020102609414607286,-8.945666751646007e-06,0.00013157069007638104,-0.00016415647493390345
4,1618066100.1987963,0.0,0.022930869832634926,-0.023528175428509712,0.005561350844800472,8.398062893627545e-06,-2.1060941306008663e-06,0.2757113495403928,0.0013932592701166868,0.004117985256016254,-0.0020102609414607286,0.0003142281130359741,-7.880317079275748e-05,-0.00015557616831038734
5,1618066100.208271,0.0,0.02295253798365593,-0.02356739528477192,0.005556589458137751,5.545126997644201e-07,-3.3213035240883815e-06,0.27571125499497595,-0.0028677985537797213,-0.015056774951517582,-0.008401847444474697,1.522874489060466e-05,-9.121393269098501e-05,-0.0001167869749291297
6,1618066100.218809,0.0,0.022921480238437653,-0.02359580248594284,0.005527560133486986,-8.942028291734905e-06,-2.565681078738058e-06,0.27571537937873314,-0.004998327232897282,-0.00866518821567297,-0.004140789620578289,-0.00018273235867766825,-0.0002562475932243058,7.835255695859107e-05
7,1618066100.2283788,0.0,0.022901460528373718,-0.023572444915771484,0.005553208291530609,-4.153342510887503e-06,1.6027109171409815e-06,0.27571352725204584,-0.0007372696418315172,-0.0022736017126590014,0.004381326027214527,-0.00010063204508958735,-1.4709773195512042e-05,1.8841222188493462e-05
8,1618066100.2396533,0.0,0.022911546751856804,-0.023596877232193947,0.005545749794691801,-1.4115913184183093e-05,4.373763271767195e-06,0.2757139320799734,0.0003279948141425848,-0.0012083372566848993,0.0001202679704874754,-0.0005515443512336559,0.00015874267320547142,6.326670653871276e-05
9,1618066100.2491922,0.0,0.022919166833162308,-0.02360840141773224,0.005533011630177498,-1.5035842054242354e-05,2.0800564599424143e-06,0.27571482191898156,0.003523788182064891,-0.005469394847750664,-0.0020102609414607286,-0.00038898022286952213,0.00013476423362636104,8.899495338950928e-05
10,1618066100.2584205,0.0,0.02291395515203476,-0.023561837151646614,0.0055291601456701756,4.2505824043165275e-07,7.474936961765488e-07,0.27571457566077795,-0.0018025340978056192,0.0062485141679644585,0.004381326027214527,0.00023555755181823933,8.331761813502949e-05,-2.0211389446071966e-05
11,1618066100.2687788,0.0,0.02291371300816536,-0.023539122194051743,0.005529054440557957,6.681677516801043e-06,8.47377592004539e-07,0.27571429152316396,-0.0018025340978056192,-0.005469394847750664,0.006511854939162731,0.000268907502024936,-1.874613956776971e-05,1.8967960992850055e-05
12,1618066100.2789156,0.0,0.02288985438644886,-0.023541610687971115,0.005517658777534962,5.328955374125921e-06,4.16745183880185e-06,0.27571522596051234,-0.0018025340978056192,-0.0001430728007107973,0.0022507968824356794,0.0004940614624390567,-5.242027118007934e-06,3.287533208926969e-05
13,1618066100.288193,0.0,0.022886360064148903,-0.02353285625576973,0.005526829045265913,5.371224754753545e-06,1.1153252863375929e-05,0.2757151752026412,-0.0007372696418315172,-0.0012083372566848993,0.009707648307085037,0.0005135134084378562,0.00022831345896801575,8.889856534273495e-06
14,1618066100.3036933,0.0,0.02289699576795101,-0.023555554449558258,0.005503214430063963,9.652209912586196e-07,2.2258646071582344e-06,0.2757128125839997,0.002458523726090789,-0.0001430728007107973,0.0011855324264615774,1.2027748182754495e-05,3.2918732383479565e-05,-3.925824852426089e-05
15,1618066100.3139434,0.0,0.022897692397236824,-0.02357313595712185,0.005496013443917036,-4.291983854855241e-06,7.917423760224473e-06,0.2757136802657303,-0.004998327232897282,0.0019874561112374067,0.0033160613384097815,-0.00024243426116934386,0.00015619412347210498,-1.3504129505819815e-05
16,1618066100.3228216,0.0,0.022906720638275146,-0.02358197420835495,0.005514324177056551,-1.1680688185883303e-05,5.619522530669885e-06,0.275713643363658,0.007784846238791943,0.0030527205672115088,0.006511854939162731,-0.000387501173320158,3.308000516633824e-05,-3.605355607761141e-05
17,1618066100.339816,0.0,0.022880928590893745,-0.023527000099420547,0.005525636486709118,9.817041880640087e-06,8.678205440822151e-06,0.2757165790291287,0.002458523726090789,-0.004404130391776562,0.006511854939162731,8.711281833518374e-05,-4.8496901781333944e-05,2.750704275884096e-05
18,1618066100.3490212,0.0,0.022892139852046967,-0.0235517006367445,0.005519343540072441,2.813833624715212e-06,6.681822929198444e-06,0.2757137056175839,0.0045890528708696365,0.004117985256016254,0.005446590483188629,4.058776638167823e-05,9.783412279472e-05,1.9607265378488475e-05
19,1618066100.35923,0.0,0.022899014875292778,-0.02354579232633114,0.005538116209208965,-5.250619566909975e-07,3.5962174265019575e-06,0.2757142552491979,-0.0018025340978056192,-0.0012083372566848993,0.004381326027214527,8.320579497781764e-05,-9.54491274257064e-05,1.2700543790253202e-05
