,time,gait,gazebo_r,gazebo_p,gazebo_y,gazebo_x,gazebo_y,gazebo_z,gazebo_wx,gazebo_wy,gazebo_wz,gazebo_vx,gazebo_vy,gazebo_vz,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.469,0.0,0.0,0.0,0.0,-0.00014116024874247357,0.012884832794138351,0.05665083656125121,0.0,0.0,0.0,0.0005896704071270016,0.0001468934485023211,0.0007857478899685542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.475,0.0,0.0,0.0,0.0,-0.00014000139936502472,0.012884083727876366,0.05664909866696606,0.0,0.0,0.0,0.0016420145833111058,-0.0006350644013099589,-0.0019105015243876893,1.3503255820490638e-06,-7.428617313655592e-06,-0.0004182223968122749,0.0,0.0,0.035006190565459214,0.0013732869039923914,-0.01577122413389204,0.000631064794123019,0.0,0.0,0.0
3,4.48,0.0,5.155883707033377e-06,4.968071560390315e-06,-0.000420338790264971,-0.00014125664900929702,0.01288459251989783,0.0566507024538752,0.005184829750022022,0.015630499291895663,-0.0005857646760937476,-0.000511159465104765,0.0005544534192003243,0.0011541670770960628,5.155883707033377e-06,4.968071560390315e-06,-0.000420338790264971,5.300524062029632e-07,-2.5636907049347846e-07,0.03500820393551142,0.005184829750022022,0.015630499291895663,-0.0005857646760937476,5.8894711800327016e-05,-2.8485452277052082e-05,0.00022370778357846415
4,4.485,0.0,5.155883707033377e-06,4.968071560390315e-06,-0.000420338790264971,-0.00014125626491340854,0.012884423261195502,0.05665097120674818,0.005184829750022022,0.015630499291895663,-0.0005857646760937476,3.8700909064514595e-06,0.0006318314672990085,0.0014837748662927463,5.155883707033377e-06,4.968071560390315e-06,-0.000420338790264971,5.300524062029632e-07,-2.5636907049347846e-07,0.03500820393551142,0.005184829750022022,0.015630499291895663,-0.0005857646760937476,3.7860886157353884e-05,-1.8312076463819583e-05,0.00014381214658615857
5,4.49,0.0,1.748233121646922e-05,-1.5361877523463898e-05,-0.0004223922092376158,-0.0001427928869876672,0.012882540218186833,0.05664619080042285,-0.0015449314820956002,-0.0008637042498464429,7.5704823873477e-05,6.574018014618259e-05,-0.000348891919092683,-0.00837914230935136,1.748233121646922e-05,-1.5361877523463898e-05,-0.0004223922092376158,-1.960465694679503e-07,-6.875734010203249e-07,0.03500811851474478,-0.0015449314820956002,-0.0008637042498464429,7.5704823873477e-05,-1.0318240498313103e-05,-3.6188073737911596e-05,0.00010147101502976831
6,4.495,0.0,1.748233121646922e-05,-1.5361877523463898e-05,-0.0004223922092376158,-0.0001418049201513752,0.012885292776588134,0.05665295386488346,-0.0015449314820956002,-0.0008637042498464429,7.5704823873477e-05,0.00043240905559106195,-0.0009561951899282129,-0.000939965046464626,1.748233121646922e-05,-1.5361877523463898e-05,-0.0004223922092376158,1.4775015666143587e-07,-2.444642280066689e-07,0.035011275711301186,-0.0015449314820956002,-0.0008637042498464429,7.5704823873477e-05,7.387507833071623e-06,-1.2223211400333162e-05,0.00025425729209861106
7,4.5,0.0,4.873395142280135e-05,-3.7043941747332404e-05,-0.0004243390082834153,-0.0001450306867292445,0.012878023280122414,0.056655885211203225,0.006567921489635208,-0.01361870519817505,-0.0010419052351855682,-0.001181171275126737,-0.0006934610140273603,-0.005211874312735017,4.873395142280135e-05,-3.7043941747332404e-05,-0.0004243390082834153,1.4775015666143587e-07,-2.444642280066689e-07,0.035011275711301186,0.006567921489635208,-0.01361870519817505,-0.0010419052351855682,-1.9115112477076775e-05,5.952421243404909e-07,0.0001535887894883075
8,4.505,0.0,4.873395142280135e-05,-3.7043941747332404e-05,-0.0004243390082834153,-0.00014006915456438328,0.0128859467583319,0.056654011604324095,0.006567921489635208,-0.01361870519817505,-0.0010419052351855682,0.0001265310644812621,-0.00019417137487831452,0.009696289426539585,4.873395142280135e-05,-3.7043941747332404e-05,-0.0004243390082834153,-2.1876701013223698e-08,-1.171100484108345e-06,0.03501528014027733,0.006567921489635208,-0.01361870519817505,-0.0010419052351855682,-2.7596455360809936e-05,-4.57365706807443e-05,0.00035381023829537316
9,4.51,0.0,4.970068447784967e-06,2.4472566288273217e-06,-0.00041832324662066113,-0.0001397585896091611,0.012884951421628231,0.05665040752929247,-0.0010949422163406435,0.01589131301526429,0.0023952916898978163,0.0002033663630348568,0.0008937422318170801,-0.0009825235546445422,4.970068447784967e-06,2.4472566288273217e-06,-0.00041832324662066113,-4.800230112116111e-07,-1.6473926150659124e-06,0.03500808470186724,-0.0010949422163406435,0.01589131301526429,0.0023952916898978163,-1.4198822087183342e-05,-4.7990960702280396e-05,-1.6906438769781844e-06
10,4.515,0.0,4.970068447784967e-06,2.4472566288273217e-06,-0.00041832324662066113,-0.00013892012890683944,0.012884692954793685,0.05665005437273003,-0.0010949422163406435,0.01589131301526429,0.0023952916898978163,0.0021853951028859156,0.0001109745976834333,-0.0010606856519001175,4.970068447784967e-06,2.4472566288273217e-06,-0.00041832324662066113,9.447478897840755e-07,-1.159429511982113e-07,0.03500838774057484,-0.0010949422163406435,0.01589131301526429,0.0023952916898978163,3.984988665613283e-05,6.426063840423017e-06,-0.0001443985363173309
11,4.52,0.0,1.3272395574653415e-06,2.4771565045085233e-08,-0.0004183551895790732,-0.00014210884482641223,0.012884675736186754,0.056649679270613665,0.0069046728868698126,3.072103997446339e-05,-0.0003887547729157842,-0.0017981393326839549,0.00014002617183734813,-0.0007971183832122771,1.3272395574653415e-06,2.4771565045085233e-08,-0.0004183551895790732,7.610169826983981e-07,-7.401773465670614e-08,0.03500827135822849,0.0069046728868698126,3.072103997446339e-05,-0.0003887547729157842,3.066334130184876e-05,8.522324667498319e-06,-0.00015021765363485193
12,4.525,0.0,1.3272395574653415e-06,2.4771565045085233e-08,-0.0004183551895790732,-0.00014016790366722172,0.01288479590619712,0.05664289176319777,0.0069046728868698126,3.072103997446339e-05,-0.0003887547729157842,0.00012729660082192416,-0.0001589901197942466,-0.008505803116386774,1.3272395574653415e-06,2.4771565045085233e-08,-0.0004183551895790732,7.610169826983981e-07,-7.401773465670614e-08,0.03500827135822849,0.0069046728868698126,3.072103997446339e-05,-0.0003887547729157842,3.914468418558019e-05,5.4854137472580676e-05,-0.00035043910244190204
13,4.53,0.0,2.7837875106783785e-05,-3.6329980730833645e-05,-0.0004228519549199261,-0.00014089122012511088,0.012883364774300562,0.05665278805403108,0.0001891271526680712,-0.007442781022975987,-0.00013206679769590886,0.002497717473590972,0.002145160409789175,0.002507258768013464,2.7837875106783785e-05,-3.6329980730833645e-05,-0.0004228519549199261,9.574997496611393e-08,-5.138992295386502e-07,0.03501236716023639,0.0001891271526680712,-0.007442781022975987,-0.00013206679769590886,2.8788649308885585e-05,5.66746692763618e-05,0.00021412291845746895
14,4.535,0.0,2.7837875106783785e-05,-3.6329980730833645e-05,-0.0004228519549199261,-0.00014000706625227522,0.012883614081759347,0.056652470546763464,0.0001891271526680712,-0.007442781022975987,-0.00013206679769590886,0.0013792975353218938,4.19698893804238e-05,0.0027391160626928195,2.7837875106783785e-05,-3.6329980730833645e-05,-0.0004228519549199261,9.574997496611393e-08,-5.138992295386502e-07,0.03501236716023639,0.0001891271526680712,-0.007442781022975987,-0.00013206679769590886,-4.24498957408971e-05,-1.9897813917021484e-05,0.00019897098307748257
