,time,gait,r,p,y,x,yy,z,wx,wy,wz,vx,vy,vz
0,1627302862.1714954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1627302862.2125387,0.0,0.022832859307527542,0.009778316132724285,-1.6601800918579102,-2.4487569168923917e-06,8.114868606804576e-06,0.12608687038469799,0.002849688520655036,-0.0018742361571639776,0.007714538834989071,0.0009986625757476672,0.0007343933508086647,0.0006443537280728048
2,1627302862.2225761,0.0,0.022810254245996475,0.00978582538664341,-1.6601752042770386,3.695130038755545e-07,4.837693000133564e-06,0.12608356034789367,-0.0014113693032413721,0.0002562927547842264,-0.005068634636700153,0.0006060231763682624,0.0002546487257109238,0.00022477397483353865
3,1627302862.233578,0.0,0.022780654951930046,0.009789942763745785,-1.6601747274398804,5.246884117578177e-06,5.8747498746063165e-06,0.1260846108851241,0.000719159550499171,0.0002562927547842264,-0.005068634636700153,0.0003215288541351625,0.00014267726870886307,-5.14519196748157e-05
4,1627302862.2428052,0.0,0.022794559597969055,0.009783027693629265,-1.6601595878601074,2.4927014962358718e-06,7.674447526879319e-06,0.12608644678676223,0.004980217199772596,-0.009331087581813335,-0.0018728412687778473,0.00013186719541542904,-1.646694581756622e-05,6.955585183207723e-05
5,1627302862.2528267,0.0,0.022791936993598938,0.009775491431355476,-1.6601711511611938,2.840881987320465e-06,5.941497411433849e-06,0.12608350076649003,0.003914952743798494,-0.0029395006131380796,0.002388216555118561,-8.229916598580986e-05,4.454750369051425e-05,4.4399620448663834e-05
6,1627302862.2625525,0.0,0.02279408648610115,0.009774766862392426,-1.6602050065994263,4.290262444785198e-06,5.0353739082416304e-06,0.1260846744879218,0.000719159550499171,-0.007200558669865131,0.0013229520991444588,0.00016004240310546123,-5.338217558368191e-05,-0.00023183985253084617
7,1627302862.2727072,0.0,0.022785190492868423,0.009760738350450993,-1.6602317094802856,4.0115094074658075e-06,5.73861731876027e-06,0.12608563837842807,-0.002476633759215474,0.004517350345849991,-0.0029381057247519493,0.00018128384052174245,0.00010964426007712915,-0.0001889810731457302
8,1627302862.282747,0.0,0.022773003205657005,0.009752991609275341,-1.660209059715271,3.862800736997851e-06,7.907362983807648e-06,0.12608655423302684,-0.005672427359968424,-0.0018742361571639776,-0.0029381057247519493,1.9927785919743436e-05,0.00028975641514578484,6.119627938715416e-05
9,1627302862.293424,0.0,0.02277356944978237,0.009748060256242752,-1.6602258682250977,5.79392311356175e-06,8.666715001721947e-06,0.1260863779359636,0.000719159550499171,0.0013215572107583284,0.002388216555118561,0.00010246098964457517,0.00013691568300880792,3.397156276939722e-05
10,1627302862.3031936,0.0,0.022770093753933907,0.009733053855597973,-1.6602203845977783,5.197291452645192e-06,8.992912111004114e-06,0.12608750848904687,-0.003541898215189576,-0.009331087581813335,-0.0018728412687778473,7.90368647443225e-05,0.00010109563212058197,-8.05312948394941e-05
11,1627302862.3195674,0.0,0.022777315229177475,0.009751345962285995,-1.6602236032485962,6.562818748306887e-06,9.827299719624566e-06,0.12608667014296618,-0.003541898215189576,0.0034520861227065325,0.005584009923040867,-0.0002096625663777585,-9.242141828607028e-05,4.2152627757969826e-05
12,1627302862.3301804,0.0,0.02276163548231125,0.009733143262565136,-1.6602203845977783,7.58217892155022e-06,1.0307959710680048e-05,0.12608472381639424,-0.002476633759215474,-0.0018742361571639776,0.003453481011092663,-7.173673876927308e-05,-0.00011626893825285932,-7.731158145211163e-05
13,1627302862.339247,0.0,0.022756807506084442,0.009726249612867832,-1.6602373123168945,9.21136620860713e-06,1.2150744840327271e-05,0.12608567132049947,-0.000346104905474931,-0.0018742361571639776,0.00025768758496269584,0.0001921614959502268,7.350548688813068e-05,-4.0819244094605575e-05
14,1627302862.3495708,0.0,0.022746723145246506,0.009743820875883102,-1.6602365970611572,9.448204983553143e-06,1.1737847499079107e-05,0.12608475757799475,-0.0014113693032413721,0.0013215572107583284,-0.005068634636700153,0.00011080465338842245,5.755181785899861e-05,0.0001824706910148053
15,1627302862.3592396,0.0,0.02274947054684162,0.00972963310778141,-1.6602472066879272,9.060834660921946e-06,1.2105067431045224e-05,0.12608639884805137,0.003914952743798494,0.0034520861227065325,-0.0018728412687778473,-0.00018555156456928813,-7.710109992157102e-05,0.00018066931580790533
16,1627302862.3691108,0.0,0.022730126976966858,0.009771334938704967,-1.6602414846420288,1.0895253850784492e-05,6.0362093348420576e-06,0.12608717276287995,-0.0014113693032413721,0.008778408169746399,0.002388216555118561,-0.00023097481106169982,-0.00028905996299125145,6.212010880173468e-05
17,1627302862.379301,0.0,0.022717293351888657,0.009779972955584526,-1.6602483987808228,1.2673883887481807e-05,6.566434415402472e-06,0.1260848669579417,0.002849688520655036,-0.004004765301942825,-0.004003370180726051,6.080335897509607e-05,-0.0003576234015263936,-0.00011305836587419944
18,1627302862.389083,0.0,0.022723427042365074,0.009778840467333794,-1.6602566242218018,1.3776940905416146e-05,5.899862665185995e-06,0.12608539088574722,-0.000346104905474931,-0.004004765301942825,0.004518745467066765,4.9986682684796205e-05,-3.806846341200114e-05,2.036587443552712e-05
19,1627302862.4001286,0.0,0.022739822044968605,0.009786032140254974,-1.6602495908737183,8.454710103328322e-06,4.326390685073511e-06,0.12608364887555373,0.001784424064680934,0.005582614801824093,0.008779803290963173,-0.00011940133913534899,-7.880540045099706e-05,-1.9273015752765374e-05
20,1627302862.4099777,0.0,0.022732602432370186,0.009766126982867718,-1.6602827310562134,1.1378664683918405e-05,6.441229090475148e-06,0.12608508413355202,0.004980217199772596,-0.005070029757916927,-0.005068634636700153,-2.716955459606607e-05,-4.9823505297779144e-05,-3.4642530295187846e-05
21,1627302862.4244068,0.0,0.022750278934836388,0.009761055000126362,-1.6602693796157837,8.240500021565456e-06,7.3436649498798134e-06,0.12608667459658762,0.000719159550499171,0.0002562927547842264,0.005584009923040867,4.5274959331591936e-05,0.00015953652312348225,9.813636372340432e-05
22,1627302862.4370556,0.0,0.022760063409805298,0.009781323373317719,-1.6602749824523926,6.911020287679592e-06,4.596624512669817e-06,0.12608340094312093,-0.002476633759215474,0.004517350345849991,0.003453481011092663,-0.00019144784491956966,9.496561303198094e-05,5.2567546172950845e-06
23,1627302862.4440084,0.0,0.02274182066321373,0.009793578647077084,-1.6602678298950195,9.080524365517872e-06,4.623400496631125e-06,0.1260856942638737,0.000719159550499171,-0.004004765301942825,-0.007199163548648357,0.00021182026800433957,-0.00019164725687465485,-0.0001107975096348684
24,1627302862.4541616,0.0,0.022755704820156097,0.009777209721505642,-1.6602774858474731,7.238531791783909e-06,5.291642617238218e-06,0.12608863214535543,0.000719159550499171,-0.009331087581813335,0.004518745467066765,0.00023668684508228586,-0.000419990139745402,0.00012119561946129238
25,1627302862.464055,0.0,0.02275283820927143,0.009776848368346691,-1.660264253616333,6.762182505289094e-06,5.625145971528689e-06,0.1260854133077659,0.003914952743798494,0.0002562927547842264,-0.0018728412687778473,0.00014476442993096393,4.7781389125057286e-05,-0.0001099867461236752
26,1627302862.47375,0.0,0.02274433523416519,0.009777767583727837,-1.6602531671524048,7.957531301783227e-06,7.024326494887989e-06,0.1260861781533562,0.004980217199772596,0.004517350345849991,0.006649274379014969,0.00015280185208148918,0.00018865650557480808,-0.0003495513665292005
27,1627302862.4834864,0.0,0.0227693822234869,0.009775261394679546,-1.6602250337600708,5.130219064487795e-06,5.880237091616947e-06,0.12608141166032608,0.002849688520655036,-0.0029395006131380796,0.003453481011092663,-0.0002296109234700432,-0.00017504559218266277,-0.00015799334780442455
28,1627302862.493427,0.0,0.02276724763214588,0.009782033041119576,-1.6602342128753662,6.260055547019361e-06,5.467906048158694e-06,0.1260850199715025,0.002849688520655036,0.0023868216667324305,0.003453481011092663,-0.0001511787321807368,-9.764963699335872e-05,-0.00020711188948445284
29,1627302862.5034711,0.0,0.022761819884181023,0.009810151532292366,-1.6602171659469604,5.75416103890114e-06,3.0392969309102347e-06,0.1260854860133654,-0.0014113693032413721,-0.0018742361571639776,0.0013229520991444588,-8.453046198699041e-06,-0.00011683522999354233,-5.026717634895596e-05
30,1627302862.5134273,0.0,0.022758053615689278,0.009828707203269005,-1.6602164506912231,6.1901334365080385e-06,2.47475838707073e-07,0.12608245457145756,-0.003541898215189576,-0.004004765301942825,0.004518745467066765,6.281220478588112e-06,-0.00024639537290630783,-6.565503752671556e-05
31,1627302862.5237458,0.0,0.02276083268225193,0.009850019589066505,-1.6602113246917725,6.345722244539831e-06,-3.6732413282621057e-06,0.12608524294330797,0.001784424064680934,0.007713143713772297,-0.0018728412687778473,3.259640239329065e-05,-0.00015533186793770097,-3.6589645342744614e-05
32,1627302862.5336804,0.0,0.022759491577744484,0.009880553930997849,-1.6602176427841187,6.334789995211809e-06,-6.954547107768799e-06,0.12608240502687937,-0.003541898215189576,-0.0008089717011898756,0.0013229520991444588,-2.6007214821738035e-05,-0.0002858786938566806,-4.111441825419447e-05
