,time,gait,gazebo_r,gazebo_p,gazebo_y,gazebo_x,gazebo_y,gazebo_z,gazebo_wx,gazebo_wy,gazebo_wz,gazebo_vx,gazebo_vy,gazebo_vz,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz,raw_vx,raw_vy,raw_vz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15.405,0.0,0.0,0.0,0.0,-0.0014069444502177078,0.021175432472092356,0.056650939887915266,0.0,0.0,0.0,0.0010108845769775197,0.0005742129783612886,0.0019032508822294828,-1.6363638025665948e-06,-7.44637042397131e-08,0.010662465432025559,0.0,0.0,0.036736929540322615,-0.007067121067593239,-0.0013322689206247689,0.00031681167888797477,0.00011163120635477593,6.748281824161047e-05,-1.1266974517600228e-05,0.0,0.0,0.0
2,15.415,0.0,9.837345151060965e-10,-7.53842662317175e-08,0.010663422191246118,-0.00140605272060555,0.021175320833922907,0.05665101775769034,-0.004478024367347303,0.0021786194342582835,-2.1543334231008637e-05,-0.000593591823527509,8.221708876551855e-05,0.0011009526854838152,9.837345151060965e-10,-7.53842662317175e-08,0.010663422191246118,-9.893702217558809e-08,-2.8191899190815883e-07,0.03673658325480327,-0.004478024367347303,0.0021786194342582835,-2.1543334231008637e-05,3.867190917618917e-05,-4.386541820435864e-05,9.70284930529948e-06,-7.0669301554030634e-06,-2.013707085059393e-05,-2.4734679953054464e-05
3,15.425,0.0,-1.1049678652033328e-08,4.947068947721965e-06,0.010663588785918637,-0.0014067543021418433,0.021175190095119048,0.05665083468391795,-1.0205382330873329e-05,-0.0045308233013143205,-3.335582217497113e-05,0.0006235014043596225,0.0005226997562087173,0.001391843538356552,-1.1049678652033328e-08,4.947068947721965e-06,0.010663588785918637,-4.3599437214020265e-07,-3.6718988581652123e-07,0.036736824698470436,-1.0205382330873329e-05,-0.0045308233013143205,-3.335582217497113e-05,-8.879746923078149e-05,-6.59966227290833e-05,4.52435534465003e-06,-2.179971860699896e-05,-1.8359494290832343e-05,-5.242092608964217e-06
4,15.435,0.0,-9.841581554529106e-09,-9.560771070169384e-08,0.010663869674304688,-0.0014059029873615323,0.02117509063658788,0.05665109874929121,-0.005156201327185834,0.005895559631968072,-7.1472500381894054e-06,-0.000775892086210199,0.00027751504663645174,0.0016705491561994034,-9.841581554529106e-09,-9.560771070169384e-08,0.010663869674304688,-3.6375440047933805e-07,-1.9908204107466076e-07,0.036737320033852106,-0.005156201327185834,0.005895559631968072,-7.1472500381894054e-06,9.075548130876348e-05,5.5501968741148554e-05,7.798244230360032e-05,-1.3240868915171586e-05,4.141847541681084e-06,3.683895244168835e-05
5,15.445,0.0,4.432863480708269e-10,7.407332090654049e-08,0.010662929046351972,-0.001407837984271729,0.02117542253686601,0.05665142443940807,-0.0029850350920816965,-0.006750320511868361,-2.0596818024168613e-05,-0.0009510384266194152,6.942315105055663e-05,0.0006606062727153435,4.432863480708269e-10,7.407332090654049e-08,0.010662929046351972,-4.98027250401406e-07,-4.198064321031536e-07,0.03673765069794408,-0.0029850350920816965,-0.006750320511868361,-2.0596818024168613e-05,-0.00012729265265069736,-2.407655513032982e-05,1.7175733031729342e-05,-3.10164391307614e-06,-2.630827314320678e-06,4.129997368236432e-05
6,15.455,0.0,2.558160750207766e-05,-1.235005705562223e-07,0.01066343687377198,-0.0014066349702565241,0.021176862387972797,0.056654510325124224,0.002074470488870878,-0.0005131363046947942,-0.001109366191755227,-0.0028236995633104693,-0.0008248021270638148,0.0028754084126880316,2.558160750207766e-05,-1.235005705562223e-07,0.01066343687377198,-4.937409147434679e-07,-1.140143435371388e-06,0.036732093606603476,0.002074470488870878,-0.0005131363046947942,-0.001109366191755227,7.143204850406601e-05,-9.210391728575615e-05,-0.0002726839367658453,-6.4993257132247206e-06,-4.705306971480828e-05,-0.00026132136243154134
7,15.465,0.0,2.0567415762704024e-05,3.4914418964448525e-06,0.01066056964256666,-0.0014069613201894452,0.021177360330393975,0.056653682105796854,0.0027296753306451545,0.0030770447965191797,-0.0011547445197076117,0.0016860615415788009,-0.0010173806907957952,0.002817470885707471,2.0567415762704024e-05,3.4914418964448525e-06,0.01066056964256666,7.594714803577096e-07,-1.1113335441279015e-06,0.03673617779787644,0.0027296753306451545,0.0030770447965191797,-0.0011547445197076117,9.543455044965769e-05,-4.20347590492772e-05,-5.306219957752627e-05,6.287493653798586e-05,-3.457635560122314e-05,-7.364500338207244e-05
8,15.475,0.0,2.2785984723692724e-05,-5.378870087132997e-05,0.01065509826258958,-0.001403684662024836,0.021177045630467024,0.05665648482414977,-0.001710072857425301,-0.01765315443532593,-2.6553635964540962e-05,0.00037347741521517386,-0.0013645008607820778,0.005736474659070081,2.2785984723692724e-05,-5.378870087132997e-05,0.01065509826258958,-3.794199219257083e-06,-1.4374715096646118e-06,0.036740605138558174,-0.001710072857425301,-0.01765315443532593,-2.6553635964540962e-05,-0.0003520683233781504,2.4781264188221926e-05,0.0007583765801213665,-0.00016502291522568042,-1.4866403714673358e-05,0.00042557659773515065
9,15.485,0.0,2.8317389270753483e-05,-3.613221462627819e-05,0.010651980773176651,-0.0014107452316582563,0.02117442454564692,0.05665195849526304,0.004484655617659272,-0.03987723950888345,-0.0006382881040225551,-0.0014775606119693354,-0.0005900292712008236,0.002478155116053855,2.8317389270753483e-05,-3.613221462627819e-05,0.010651980773176651,-3.6690654911068765e-06,-1.8932337152305356e-06,0.0367319606006564,0.004484655617659272,-0.03987723950888345,-0.0006382881040225551,-0.00039286365640089633,-6.553664910815632e-05,-0.0010224150972934776,-0.00022142684857328316,-3.909500855514034e-05,-0.00021085986100209697
