,time,gait,gazebo_r,gazebo_p,gazebo_y,gazebo_x,gazebo_y,gazebo_z,gazebo_wx,gazebo_wy,gazebo_wz,gazebo_vx,gazebo_vy,gazebo_vz,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz,raw_vx,raw_vy,raw_vz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.019,0.0,0.0,0.0,0.0,0.00013156062663121168,0.012712362839808443,0.05665213069890575,0.0,0.0,0.0,-0.0002953523023213465,-0.0002553296707277198,-0.0005742161557890543,1.643968150218432e-05,-1.8677619790096993e-05,0.0004440925079428024,0.0,0.0,0.03496475809502122,0.016026212399914284,-0.008389885793465786,0.0012738710187050217,-5.694182242870764e-05,-0.00010648657863002792,0.000505001847259247,0.0,0.0,0.0
2,3.029,0.0,-5.163971904612289e-06,-1.2281390032737825e-05,0.0004489428394343438,0.00013140760845007464,0.01271001606894311,0.05664855941194416,0.005225899757947526,-0.012439453080264522,0.00030163717965730997,8.721649338675886e-05,-0.001954561138282623,0.006978025636351719,-5.163971904612289e-06,-1.2281390032737825e-05,0.0004489428394343438,7.23574971182861e-07,1.4567016245331521e-06,0.034966170577821976,0.005225899757947526,-0.012439453080264522,0.00030163717965730997,5.430641405002931e-06,0.0001969773160605683,-0.0004214578760344767,6.029791426523724e-05,0.00012139180204442602,0.00011770690006308899
3,3.039,0.0,-4.560068552676234e-06,3.551388705153047e-05,0.0004455320347802572,0.00012672453602783823,0.012711729542273129,0.05665382666027227,-0.00812660197896591,0.01562984286150408,-0.00014461398270037353,-0.001992791263870334,0.0009864489291660495,0.003580992420659098,-4.560068552676234e-06,3.551388705153047e-05,0.0004455320347802572,2.459132683547971e-06,3.140473674861921e-08,0.03495263872108875,-0.00812660197896591,0.01562984286150408,-0.00014461398270037353,0.000394221141648701,0.00014625560467966452,-9.966477789302861e-05,0.00011177875834308014,1.4274880340335797e-06,-0.000550880633293847
4,3.049,0.0,1.9492314678005715e-05,1.4871059721624747e-05,0.00044153655777852977,0.00013464694177753778,0.01271168168866403,0.056649747737420444,-0.0005520691813417801,0.014184966972800417,-0.0025347098988840956,0.0007838805403810831,-0.001949809635796756,0.005462535213943218,1.9492314678005715e-05,1.4871059721624747e-05,0.00044153655777852977,4.192985456206305e-06,1.7748986821941592e-08,0.03496273980856922,-0.0005520691813417801,0.014184966972800417,-0.0025347098988840956,0.00015682594735818707,-7.358273534687515e-05,0.00020232279507682125,0.0001249357423515517,-2.4576646863012878e-05,0.00043152927123688174
5,3.059,0.0,-1.639730817413777e-05,-3.431420889486821e-05,0.00043480292066298837,0.00013638669356394806,0.0127139413535434,0.05665026463653945,-0.007464193566845496,0.008180980917402615,0.0004255865555863389,-0.0010266342859490667,0.0008044985865092655,-0.0018414416323556393,-1.639730817413777e-05,-3.431420889486821e-05,0.00043480292066298837,3.182655897337322e-06,1.7741302999751962e-06,0.03496479825476588,-0.007464193566845496,0.008180980917402615,0.0004255865555863389,-2.7603449133118737e-05,0.00012192405318908216,0.0008719368362162519,3.8080169146801384e-05,9.172239806455782e-05,0.0006399754566909287
6,3.069,0.0,1.4209191285599101e-06,1.207252758931835e-07,0.00043305780532899813,0.0001362574518589495,0.012714007793068522,0.05664996843349694,0.0055688290721441465,7.487991258027582e-05,0.0007256335257831349,-1.730444510903956e-06,0.0005779065450933185,-0.0005844306375762196,1.4209191285599101e-06,1.207252758931835e-07,0.00043305780532899813,4.8478752053722485e-06,1.6135395800725982e-06,0.03496446898234121,0.0055688290721441465,7.487991258027582e-05,0.0007256335257831349,-4.2690798441694054e-05,-5.605906431046256e-05,-0.0002922124771209683,3.4467881535030655e-05,8.398897859215047e-05,9.100914589413703e-05
7,3.079,0.0,1.7788772836738908e-06,1.0878683831983587e-07,0.0004356319901642997,0.00013664792300054144,0.012714027534827107,0.056649980943970404,0.005235768645764808,1.6599192330486872e-05,0.0004166160723717974,3.845847248140761e-06,0.0005253302880229016,-0.0006406726880063736,1.7788772836738908e-06,1.0878683831983587e-07,0.0004356319901642997,5.0136013352644615e-06,1.7057618545007758e-06,0.034963647704693256,0.005235768645764808,1.6599192330486872e-05,0.0004166160723717974,7.839239575833977e-05,2.5815608851169705e-06,-7.431539139709073e-05,9.636554936458299e-05,-3.5983392354889274e-06,-6.055526698025308e-05
8,3.089,0.0,1.3246862502353279e-06,1.0591630360598196e-07,0.0004374010718177404,0.00013701155281325717,0.012713990501960442,0.05665007901078552,0.004734150119795791,1.4806941693980796e-05,0.0003169637256574481,-6.584324897316658e-06,0.0004915088404514656,-0.0004997204859323222,1.3246862502353279e-06,1.0591630360598196e-07,0.0004374010718177404,5.243562066506446e-06,1.7480636734373833e-06,0.034964487391248876,0.004734150119795791,1.4806941693980796e-05,0.0003169637256574481,2.6429814819130985e-05,9.296580888799863e-06,1.457427797547515e-05,2.0825624270220554e-05,7.0802154402521334e-06,9.688898773101006e-07
9,3.099,0.0,7.412472340244001e-07,1.0613293746991835e-07,0.00043910186711760966,0.00013731824320528538,0.012713968091115283,0.056650143195766986,0.004688021761955465,1.440288143429944e-05,0.00028301699322969573,1.0369854835108268e-05,0.0005179234623133802,-0.00032691273895888736,7.412472340244001e-07,1.0613293746991835e-07,0.00043910186711760966,5.415363588289618e-06,1.8358301003343347e-06,0.034964396710509944,0.004688021761955465,1.440288143429944e-05,0.00028301699322969573,2.050669885901465e-05,7.29566150985887e-06,6.71677045943739e-05,2.114538173816562e-05,6.845697149134699e-06,3.942135877308322e-05
