,time,gait,gazebo_r,gazebo_p,gazebo_y,gazebo_x,gazebo_y,gazebo_z,gazebo_wx,gazebo_wy,gazebo_wz,gazebo_vx,gazebo_vy,gazebo_vz,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz,raw_vx,raw_vy,raw_vz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.151,0.0,0.0,0.0,0.0,-0.0001429083618374006,0.012884255619005193,0.05664927201424265,0.0,0.0,0.0,3.984063269073468e-05,-0.0008330809557269393,-0.004807294990770749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.152,0.0,0.0,0.0,0.0,-0.00014287017430993218,0.012885463006002101,0.05665346454267432,0.0,0.0,0.0,1.8956212448229665e-05,0.0012150972699708194,0.004176829390999734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.154,0.0,0.0,0.0,0.0,-0.00014302732754275838,0.012887436658104521,0.05665070064693646,0.0,0.0,0.0,7.43681044516651e-06,0.0005211580281659909,0.003191534345257565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.470052354206147e-07,2.355516356737558e-08,-0.0004142991431506076,0.0,0.0,0.03500970005621322,0.000728225464932752,-0.00011548894207739422,0.000139817634569911,0.0,0.0,0.0,0.0,0.0,0.0
5,3.158,0.0,0.0,0.0,0.0,-0.00014433853010947125,0.012887085704452418,0.056649449962091245,0.0,0.0,0.0,-0.0011986800472427858,-0.0008681764782212479,-0.0020410710089916726,6.470052354206147e-07,2.355516356737558e-08,-0.0004142991431506076,0.0,0.0,0.03500970005621322,0.000728225464932752,-0.00011548894207739422,0.000139817634569911,0.0001118028367748109,-2.2321528579227102e-05,-6.227557207951542e-05,0.0,0.0,0.0
6,3.16,0.0,0.0,0.0,0.0,-0.00014320618246243668,0.01288747971331584,0.05665070704682515,0.0,0.0,0.0,6.008914289043957e-06,3.218975139954711e-07,5.689763079902117e-06,6.470052354206147e-07,2.355516356737558e-08,-0.0004142991431506076,0.0,0.0,0.03500970005621322,0.000728225464932752,-0.00011548894207739422,0.000139817634569911,0.00013986730968054695,-2.7924623742975837e-05,-7.790783290340658e-05,0.0,0.0,0.0
7,3.162,0.0,0.0,0.0,0.0,-0.00014436991190557271,0.012886424135698222,0.056649714958000405,0.0,0.0,0.0,0.0005346502931342329,-0.001023192938535664,-0.00012059409714596146,6.470052354206147e-07,2.355516356737558e-08,-0.0004142991431506076,0.0,0.0,0.03500970005621322,0.000728225464932752,-0.00011548894207739422,0.000139817634569911,0.00014691295249259718,-2.9331292141783744e-05,-8.183234367116204e-05,-3.2660025252838313e-06,-1.5365266953747112e-05,-0.0003149034554072308
8,3.164,0.0,0.0,0.0,0.0,-0.00014318340016341856,0.012887943855864389,0.05665000209913039,0.0,0.0,0.0,0.0001011779317569869,0.001169106975525028,-0.0017617490168049324,6.470052354206147e-07,2.355516356737558e-08,-0.0004142991431506076,-2.6128020202270674e-08,-1.22922135629977e-07,0.03500718082856996,0.000728225464932752,-0.00011548894207739422,0.000139817634569911,0.00014624884115686332,-4.1196655979815196e-05,-0.0003187070015062192,-3.835432731483317e-06,-2.396710281626964e-07,-0.0002495422960727187
9,3.166,0.0,-2.795241135265476e-06,5.5900762219350037e-08,-0.0004162381124778265,-0.00014316189523526436,0.012886956612739647,0.05664985870255239,0.001435674143247894,0.00019821884490647568,0.00018082615401489806,5.7859371276948546e-05,-0.0008396625797715155,-0.0013151833494048524,-2.795241135265476e-06,5.5900762219350037e-08,-0.0004162381124778265,-3.835432731483235e-08,-2.3967102816269126e-09,0.03500720463325249,0.001435674143247894,0.00019821884490647568,0.00018082615401489806,3.5846282778326575e-05,-1.4293545894465879e-05,-0.00019814750422173375,-3.196193942902693e-06,-1.9972585680224254e-07,-0.00020795191339392763
