,time,gait,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz
0,1625317139.5430062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1625317139.5854037,0.0,-0.041054774075746536,-0.026160966604948044,0.007682411000132561,3.1091694456739094e-06,6.519422407202935e-07,0.08567869907694325,-0.002543106209486723,0.0009339083917438984,0.00238821585662663,0.00018808308046484667,-1.0770710708260169e-05,-3.853382152390892e-05
2,1625317139.5951655,0.0,-0.041051995009183884,-0.026141922920942307,0.007703688926994801,4.534777604814355e-06,4.0490451955893514e-07,0.08567874395231677,0.005979009438306093,-0.004392413888126612,0.0002576870028860867,0.00015726527276796375,-3.070911652917175e-05,-4.761106917650887e-05
3,1625317139.6051466,0.0,-0.041035156697034836,-0.026148151606321335,0.007707470096647739,4.8103715587013984e-06,-2.0162498694936692e-06,0.08568037192472082,0.004913744982331991,-0.011849265545606613,0.003453480312600732,-0.00011361285910765554,3.3560685703720845e-05,0.0002794436099278899
4,1625317139.6150684,0.0,-0.04105519875884056,-0.02615642547607422,0.007684529758989811,2.4390762254564158e-06,7.017696189992595e-07,0.08567572284999228,-0.003608370665460825,-0.010784000158309937,0.003453480312600732,-0.00019702381090437054,0.00014133132252155877,3.053841877327308e-05
5,1625317139.62535,0.0,-0.04105069860816002,-0.026153014972805977,0.0076985107734799385,2.9077891832915426e-06,-8.068846599207369e-07,0.08567589811992471,0.003848480526357889,-0.006522942800074816,0.0066492739133536816,-0.00010678734973507187,8.958444957194646e-05,-0.00013058611969838697
6,1625317139.6354196,0.0,-0.04104477912187576,-0.02614336833357811,0.007702535018324852,4.425095935178813e-06,-2.1309361328269993e-07,0.08567881286309456,0.0006526872748509049,-0.004392413888126612,0.00238821585662663,5.753390587568595e-05,-1.368992931011029e-05,7.357191374638687e-05
7,1625317139.64549,0.0,-0.04102411866188049,-0.0261231679469347,0.007722159847617149,5.9732016726710135e-06,-1.9896000441957384e-06,0.08567903287616083,0.001717951730825007,0.0030644373036921024,0.0066492739133536816,6.977554582115073e-05,-5.96160957462264e-05,9.834606279862636e-05
8,1625317139.6550376,0.0,-0.04102090373635292,-0.02613019570708275,0.007726604118943214,5.341492625113298e-06,-3.3241891059937467e-06,0.08567918102731986,0.0006526872748509049,-0.0033271494321525097,0.0045187450014054775,3.6547835298522503e-06,-0.00018847934654585632,5.73302165854916e-05
9,1625317139.665149,0.0,-0.041004687547683716,-0.026124609634280205,0.00770640280097723,5.725581351055664e-06,-4.5708768580954295e-06,0.0856760100654578,-0.001477841637097299,-0.0011966205202043056,0.00238821585662663,-1.5383738717664687e-05,-0.00024716184761631977,-7.457975815886608e-05
10,1625317139.6753252,0.0,-0.04100310802459717,-0.026080163195729256,0.007716494612395763,1.046774685543872e-05,-3.623809621343399e-06,0.08567891320483143,-0.001477841637097299,-0.0011966205202043056,-0.0018728419672697783,0.00014388658753036407,-4.48091533525703e-05,-8.970980764842633e-05
11,1625317139.6862056,0.0,-0.04100697860121727,-0.026096057146787643,0.007693757303059101,8.75571433753275e-06,-5.5940099839973945e-06,0.0856768926163207,-0.002543106209486723,-0.004392413888126612,0.0002576870028860867,0.0001699517815317899,4.570282451215865e-05,0.0007531679110632718
12,1625317139.6950848,0.0,-0.04099401831626892,-0.02614373154938221,0.007725760340690613,4.370326667384183e-06,-5.461300398815205e-06,0.08567610797839359,0.002783216070383787,-0.004392413888126612,0.013040860183537006,-0.0002338982291845433,-6.333822692749072e-06,0.0007015539061526802
13,1625317139.7052972,0.0,-0.040980711579322815,-0.026124099269509315,0.007715300656855106,6.816771162071467e-06,-5.642486533119495e-06,0.08568077404532635,0.001717951730825007,-0.0033271494321525097,-0.0018728419672697783,-0.00017158153563221227,2.5539221185070077e-05,6.642066587312888e-05
14,1625317139.715403,0.0,-0.04098045080900192,-0.026131492108106613,0.007712257094681263,4.538401753115262e-06,-5.807284902889509e-06,0.08567815577469548,0.003848480526357889,-0.004392413888126612,0.0013229514006525278,-3.438402762256009e-06,1.2296555385306033e-05,3.577002109573696e-05
15,1625317139.7250874,0.0,-0.04099033772945404,-0.026128455996513367,0.007704447954893112,6.584747303084448e-06,-5.798206919906124e-06,0.08567738522319282,-0.003608370665460825,-0.0022618849761784077,0.0013229514006525278,-2.678536897999206e-05,-1.0174648327313682e-05,-3.0256056015251444e-05
16,1625317139.7369776,0.0,-0.040969908237457275,-0.026154646649956703,0.007735344581305981,3.44612091131985e-06,-7.589891617774958e-06,0.08567801138883602,-0.001477841637097299,-0.009718736633658409,-0.0018728419672697783,-7.725626100216408e-05,-8.853195390921088e-05,-4.770516752486897e-05
