,time,gait,gazebo_r,gazebo_p,gazebo_y,gazebo_x,gazebo_y,gazebo_z,gazebo_wx,gazebo_wy,gazebo_wz,gazebo_vx,gazebo_vy,gazebo_vz,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz,raw_vx,raw_vy,raw_vz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.804913454239793e-06,5.077921285246462e-08,-0.0004160935531471996,0.0,0.0,0.03501018013734488,0.000445686754770815,-0.01051227149524267,0.0005772552019364712,0.0,0.0,0.0,0.0,0.0,0.0
2,2.2800000000000002,0.0,0.0,0.0,0.0,-0.00014457814862344707,0.012887419034492491,0.056652398908271825,0.0,0.0,0.0,0.0010114175165931326,-1.1847965823015928e-05,0.002818349351120377,-4.804913454239793e-06,5.077921285246462e-08,-0.0004160935531471996,1.8982376139356494e-07,-3.9870055518892444e-07,0.035006959625787516,0.000445686754770815,-0.01051227149524267,0.0005772552019364712,0.00012738961196608254,-2.038989389251577e-06,-0.000619280837277903,2.1091529043728637e-05,-4.430006168765659e-05,-0.0003578346174848905
3,2.29,0.0,-1.0141366508737015e-05,1.0273462603352236e-08,-0.00041701526517813554,-0.00014121613841788224,0.012886796352009086,0.05665341132293743,0.00011610043273218333,0.009415561067854458,4.3238225762368966e-05,-0.0014206534834181037,0.00044062283931517747,0.0005509930887054782,-1.0141366508737015e-05,1.0273462603352236e-08,-0.00041701526517813554,6.947670990950505e-08,-7.402427153885283e-08,0.035003868216890555,0.00011610043273218333,0.009415561067854458,4.3238225762368966e-05,0.00014194456527536728,-4.272803193855691e-06,-0.00017176131984381017,3.6566689426055043e-06,-3.896014291518543e-06,-0.0003322063397013541
4,2.302,0.0,-9.20654095505079e-06,3.968243532666328e-06,-0.00042172425087289494,-0.00014351481717225968,0.012885752134236416,0.05665067994556604,-0.004126115936845821,-0.013686598716220145,0.0018541917055322535,0.0010291437149325456,-0.0015436966100631296,0.004668045003144093,-9.20654095505079e-06,3.968243532666328e-06,-0.00042172425087289494,2.001927890144667e-06,-9.87498783369678e-07,0.035005925249417855,-0.004126115936845821,-0.013686598716220145,0.0018541917055322535,4.251199444624606e-05,-3.0471913169676503e-05,3.9982967307194994e-05,6.673092967148834e-05,-3.291662611232233e-05,-0.00014182959756752278
5,2.31,0.0,-9.20654095505079e-06,3.968243532666328e-06,-0.00042172425087289494,-0.00014345919881135737,0.012886263235301103,0.05665117270614985,-0.004126115936845821,-0.013686598716220145,0.0018541917055322535,0.0004329803924111341,-0.00023506945733373555,0.0011345990901608196,-9.20654095505079e-06,3.968243532666328e-06,-0.00042172425087289494,8.113491892849933e-07,-5.689296883396033e-07,0.03500600755969645,-0.004126115936845821,-0.013686598716220145,0.0018541917055322535,3.390361187633866e-05,-2.0111134804899842e-05,4.6176016458253644e-05,2.0803825366281804e-05,-1.458794072665644e-05,-0.00010698917047263453
6,2.32,0.0,-2.828839498935831e-06,7.571039373585164e-08,-0.00042159090313639814,-0.0001436493638898192,0.012886045933171197,0.056650744056907176,0.0022769825542673307,0.002971153063715885,0.0006943561601040612,-0.0011090823045960304,0.0005526773904887521,0.00016487979760671819,-2.828839498935831e-06,7.571039373585164e-08,-0.00042159090313639814,1.1044148291450284e-06,-5.762405355935751e-07,0.03500766121577127,0.0022769825542673307,0.002971153063715885,0.0006943561601040612,0.0001292732026909843,-4.287143027305492e-05,-0.00015147814804953308,2.286477669378682e-05,-4.438499510116313e-06,1.7539749593877176e-05
7,2.33,0.0,-1.0721965729850876e-08,6.69809508291451e-07,-0.0004217064058474966,-0.00014471522357755175,0.012885212618960057,0.05664898552542032,-0.004963410476987166,-0.010985504286885984,-0.000379985436010033,-0.0012331570917993497,-0.0007750686778687855,-0.0018923265886751982,-1.0721965729850876e-08,6.69809508291451e-07,-0.0004217064058474966,9.94057819940497e-07,-5.072105935810534e-07,0.03500743125194189,-0.004963410476987166,-0.010985504286885984,-0.000379985436010033,-8.071433625853209e-05,4.267695207762811e-05,1.1083694035611868e-05,2.311452775077478e-05,-1.0829658051055003e-05,8.907587628337313e-05
8,2.34,0.0,6.512272872594173e-06,-1.0691477702310251e-05,-0.00041886440526809265,-0.00014280687364907603,0.01288668146437631,0.05665011457579534,0.006546060374261573,-0.013565078574609278,0.0012937220546177864,-0.00033553661226052206,0.001074515734295202,-0.0005956072417775876,6.512272872594173e-06,-1.0691477702310251e-05,-0.00041886440526809265,6.697676420315546e-07,-1.0967978273518364e-06,0.03500607286892541,0.006546060374261573,-0.013565078574609278,0.0012937220546177864,-3.821499558542058e-05,-9.444656469497367e-05,-0.00011380735962220958,-3.415795507982365e-05,-2.8025395892861343e-06,3.7851155783415376e-06
9,2.35,0.0,-5.333074901814516e-06,4.831340803422977e-06,-0.00042027839167245435,-0.00014352350245857057,0.012885332174375316,0.05665017650825617,-0.009230634260875363,-0.005445926170949192,-0.0014837881536505588,-0.001648261758241214,-0.00037820891274083056,-0.0017453391559299292,-5.333074901814516e-06,4.831340803422977e-06,-0.00042027839167245435,1.1040187168319393e-06,-4.140843552144502e-07,0.035006602899120984,-0.009230634260875363,-0.005445926170949192,-0.0014837881536505588,6.729698335693252e-05,0.00012756676125436702,0.00010830568045710985,7.3167381886736426e-06,3.871133328128825e-06,1.48834856134039e-05
