,time,gait,r,p,y,x,yy,z,wx,wy,wz,vx,vy,vz
0,1625472327.9887376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1625472328.0600297,0.0,-0.05422111600637436,-0.03634536638855934,0.006710737012326717,4.54186948616736e-06,5.634714765265225e-07,0.08778822969021202,-0.004875608719885349,0.003072743071243167,-0.0008983382722362876,0.0006352519282558437,0.00018323663671298762,-0.000160043699850455
2,1625472328.07,0.0,-0.054197899997234344,-0.03634801134467125,0.006717851385474205,4.1556586986360444e-06,-1.5934524916078052e-06,0.08778638869271452,0.003646506927907467,0.002007478615269065,0.0022974549792706966,0.00026793566717285165,3.2873898791276613e-06,-0.00016994761472047658
3,1625472328.0800045,0.0,-0.054183170199394226,-0.03630339354276657,0.006751365028321743,7.2087411714383265e-06,-2.8976639885811006e-06,0.08778739682590306,0.004711771383881569,0.0009422141592949629,0.007623777259141207,0.00011048295288573614,-0.0001309806717181574,-8.72510450097221e-05
4,1625472328.0900645,0.0,-0.054207488894462585,-0.03629613667726517,0.006729028187692165,8.441175631417053e-06,-1.3265800212075574e-06,0.08779209924477799,-0.005940873175859451,0.003072743071243167,0.0022974549792706966,0.00016022157812093667,-5.595306386087399e-05,0.00018397625120891524
5,1625472328.1001084,0.0,-0.05420718342065811,-0.03629756346344948,0.006748804822564125,7.922440546391518e-06,-2.760535409630782e-06,0.08778660124250892,-0.0027450798079371452,-0.0043841078877449036,0.0033627194352447987,-4.886871751299603e-06,1.8791161424768314e-05,-7.329341548704796e-05
6,1625472328.1100385,0.0,-0.054210685193538666,-0.03631950169801712,0.006751394830644131,5.996582473383194e-06,-1.130632243676044e-06,0.08779037183175815,-0.007006137631833553,-0.005449372343719006,0.004427983891218901,-7.394713224608298e-05,2.3945835728077398e-05,-7.84656467403846e-05
7,1625472328.120078,0.0,-0.05420751869678497,-0.03630877286195755,0.00677252933382988,6.470824816945386e-06,-1.3980408098135388e-06,0.087790438110199,-0.005940873175859451,-0.005449372343719006,0.004427983891218901,-6.955912693400983e-05,4.941705410507201e-05,0.0001319903905753565
8,1625472328.1301105,0.0,-0.05422312021255493,-0.03631237521767616,0.0067783547565341,4.985191751565032e-06,-1.3040106999415157e-06,0.08778741135018533,0.0015159780159592628,0.002007478615269065,0.005493248347193003,-0.00010643887360078042,3.8613871707196705e-05,-0.00013126595516000278
9,1625472328.1399906,0.0,-0.054190102964639664,-0.036325618624687195,0.006811485625803471,4.04740614075999e-06,-3.2550870847566915e-06,0.0877867383188925,-0.0006145509541966021,-0.0011883147526532412,0.0033627194352447987,-0.00018834519385082602,-3.5884771449646e-05,-0.0001315996734439824
