,time,gait,r,p,y,x,yy,z,wx,wy,wz,vx,vy,vz
0,1626944501.360826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1626944501.4396753,0.0,-0.031968116760253906,-0.0387045256793499,0.006394226104021072,-1.1641718422328307e-06,1.423472511488666e-06,0.06533985750354249,0.0017483120318502188,0.003079454181715846,0.002342196647077799,-0.00010045445762961848,-7.816324300446672e-05,-0.0003626094146487924
2,1626944501.4472432,0.0,-0.031968433409929276,-0.03871190920472145,0.006374888122081757,-1.1588089143185765e-06,4.1632155925452885e-07,0.0653415354832298,-0.0014474813360720873,-0.001181603642180562,0.0012769323075190187,-6.133005942306929e-05,-0.00012634527945392412,-6.515774241500705e-05
3,1626944501.4570937,0.0,-0.03197161853313446,-0.03872106969356537,0.006415577605366707,-1.186051775105279e-06,1.626075013860806e-06,0.06534289325793727,-0.0035780102480202913,-0.008638454601168633,0.0012769323075190187,3.137721555971955e-05,0.00011449107258919186,5.825925133518815e-05
4,1626944501.4669852,0.0,-0.03199189156293869,-0.038710203021764755,0.0064003802835941315,-6.689727785613719e-07,8.056260981104124e-07,0.06534322059684361,0.0006830475176684558,-0.003312132554128766,0.00021166785154491663,9.361379617816812e-06,6.354328812002764e-05,7.764164927938958e-05
5,1626944501.4772186,0.0,-0.03199657052755356,-0.03871039301156998,0.006393915973603725,-7.753321486780873e-07,1.9270817669947427e-06,0.06534304744300726,-0.005708539392799139,-0.0075731901451945305,-0.006179919000715017,-2.554261634346382e-05,2.755408686172966e-06,5.3119196008765036e-05
6,1626944501.4873943,0.0,-0.032025035470724106,-0.0387398935854435,0.0063552819192409515,-3.4359263901412307e-06,2.973602528655306e-06,0.06534299928289383,0.002813576487824321,-0.008638454601168633,0.004472725559026003,-0.000165500244795047,9.207420947953013e-05,-7.244012760281329e-05
7,1626944501.4970672,0.0,-0.03200545161962509,-0.03876443952322006,0.006347516551613808,-5.860094855529574e-06,1.8121673121401782e-06,0.06534121946735995,0.002813576487824321,-0.009703719057142735,0.00021166785154491663,-0.0002465092634527554,5.189417719276147e-05,-0.00011120048633232342
8,1626944501.5072448,0.0,-0.03201339766383171,-0.038763321936130524,0.006370982155203819,-5.880471070994486e-06,4.392517444121169e-06,0.06534113657030423,-0.0003822169383056462,-0.008638454601168633,0.005537990015000105,-0.00014086821293772008,5.195458577583949e-05,-8.645609282421934e-05
9,1626944501.5172534,0.0,-0.032006338238716125,-0.038789041340351105,0.006361867301166058,-7.486359819522392e-06,2.87990806785432e-06,0.06534106535442874,-0.0003822169383056462,0.005209983326494694,0.002342196647077799,-4.483080328809267e-05,-3.568199866146495e-05,0.00010718180526208025
10,1626944501.5274704,0.0,-0.03198879212141037,-0.038765426725149155,0.006363159976899624,-4.182349927238371e-06,3.0560589122236026e-06,0.06533825642041555,0.0006830475176684558,-0.00011633918620646,0.002342196647077799,4.8752531925116174e-05,-0.00010100093397896379,-7.855936682596269e-05
11,1626944501.542634,0.0,-0.03199205920100212,-0.03874160349369049,0.006361356005072594,-3.7931093183132814e-06,2.0238501745872828e-06,0.06534279126731604,-0.0003822169383056462,0.003079454181715846,0.00021166785154491663,0.00017449851651535388,-0.0001230196831300919,-0.0003199307586161726
12,1626944501.5523498,0.0,-0.03198642656207085,-0.038717884570360184,0.006380531936883926,-2.7564213859881947e-06,2.8694342946583573e-06,0.06534117625564406,0.0017483120318502188,0.000948925269767642,0.00021166785154491663,0.0001641633101824019,-6.593152990555986e-05,-6.632232384500061e-05
13,1626944501.5625637,0.0,-0.03199424967169762,-0.03871612250804901,0.006347257643938065,-1.3091339362628074e-06,1.1030410842355343e-06,0.06534158790900572,-0.0035780102480202913,-0.008638454601168633,-0.0008535966044291854,0.00011419395078174113,-3.640825457680868e-05,-5.670951911164398e-05
14,1626944501.5723684,0.0,-0.031998321413993835,-0.038703229278326035,0.006327366456389427,-1.1334889549949323e-06,1.4655270661467767e-06,0.06534301573906054,0.003878840943798423,-0.0054426612332463264,-0.005114654544740915,6.140269816148981e-05,1.0451268113498915e-05,-3.648587397471572e-05
15,1626944501.582501,0.0,-0.031998876482248306,-0.03868453949689865,0.006320093758404255,7.415594889537136e-08,2.596075496727468e-06,0.06534290890097959,-0.0003822169383056462,-0.0054426612332463264,0.007668518926948309,2.8707393554552467e-05,6.283292546067551e-05,-6.71180661867162e-06
16,1626944501.5923235,0.0,-0.031995989382267,-0.03871023654937744,0.006296056322753429,-8.161223124941719e-07,2.59769390009712e-06,0.06534144601626246,-0.0035780102480202913,-0.011834247969090939,-0.0029841256327927113,-2.3289034668474302e-05,4.6953893633544424e-05,-9.124782865546626e-05
