sim_time, big_dog?world_pose/orientation/pitch
208.639, 0.00887949
208.64, 0.0089118
208.641, 0.00894536
208.642, 0.00898004
208.643, 0.00901587
208.644, 0.00905288
208.645, 0.00909094
208.646, 0.00913008
208.647, 0.00917023
208.648, 0.00921143
208.649, 0.00925372
208.65, 0.00929711
208.651, 0.00934145
208.652, 0.00938679
208.653, 0.00943317
208.654, 0.00948041
208.655, 0.00952784
208.656, 0.00957665
208.657, 0.00962685
208.658, 0.00967845
208.659, 0.00973142
208.66, 0.00978408
208.661, 0.00983663
208.662, 0.00988919
208.663, 0.00994182
208.664, 0.0099946
208.665, 0.0100476
208.666, 0.0101007
208.667, 0.0101508
208.668, 0.0101985
208.669, 0.0102437
208.67, 0.0102856
208.671, 0.010326
208.672, 0.0103644
208.673, 0.0104006
208.674, 0.010435
208.675, 0.010468
208.676, 0.0104997
208.677, 0.0105303
208.678, 0.0105599
208.679, 0.0105887
208.68, 0.0106166
208.681, 0.0106436
208.682, 0.0106698
208.683, 0.0106955
208.684, 0.0107206
208.685, 0.010745
208.686, 0.0107687
208.687, 0.0107918
208.688, 0.0108144
208.689, 0.0108161
208.69, 0.010809
208.691, 0.0107884
208.692, 0.0107509
208.693, 0.010703
208.694, 0.0106456
208.695, 0.0105787
208.696, 0.0105022
208.697, 0.0104165
208.698, 0.0103216
208.699, 0.0102176
208.7, 0.0101047
208.701, 0.00998286
208.702, 0.00985153
208.703, 0.00971067
208.704, 0.00956041
208.705, 0.00940095
208.706, 0.00923209
208.707, 0.00905425
208.708, 0.00886763
208.709, 0.00867239
208.71, 0.00846871
208.711, 0.00825674
208.712, 0.00803621
208.713, 0.00780725
208.714, 0.00757005
208.715, 0.00732478
208.716, 0.00707259
208.717, 0.00681344
208.718, 0.00654729
208.719, 0.0062803
208.72, 0.00601195
208.721, 0.00574203
208.722, 0.00547015
208.723, 0.00519626
208.724, 0.00492035
208.725, 0.00464238
208.726, 0.00436234
208.727, 0.00408002
208.728, 0.00379544
208.729, 0.00350862
208.73, 0.00321959
208.731, 0.00292839
208.732, 0.00263502
208.733, 0.00233953
208.734, 0.00204192
208.735, 0.00174223
208.736, 0.00144047
208.737, 0.00113643
208.738, 0.000830126
208.739, 0.000521598
208.74, 0.000210004
208.741, -0.000104489
208.742, -0.000421741
208.743, -0.000741633
208.744, -0.00106406
208.745, -0.00138895
208.746, -0.00171621
208.747, -0.00204579
208.748, -0.00237762
208.749, -0.00271166
208.75, -0.00304787
208.751, -0.00338619
208.752, -0.00372661
208.753, -0.00406908
208.754, -0.00441515
208.755, -0.00475151
208.756, -0.00507914
208.757, -0.00539904
208.758, -0.00571133
208.759, -0.00601611
208.76, -0.00631353
208.761, -0.0066037
208.762, -0.00688639
208.763, -0.00716182
208.764, -0.00743027
208.765, -0.00769197
208.766, -0.00794711
208.767, -0.00819587
208.768, -0.00843847
208.769, -0.00867502
208.77, -0.00890578
208.771, -0.00913084
208.772, -0.00935026
208.773, -0.00956428
208.774, -0.00977292
208.775, -0.00997624
208.776, -0.0101743
208.777, -0.0103671
208.778, -0.0105547
208.779, -0.0107373
208.78, -0.0109149
208.781, -0.0110875
208.782, -0.0112552
208.783, -0.0114134
208.784, -0.0115626
208.785, -0.0117029
208.786, -0.0118345
208.787, -0.0119582
208.788, -0.0120741
208.789, -0.0121824
208.79, -0.0122831
208.791, -0.0123766
208.792, -0.012463
208.793, -0.0125422
208.794, -0.0126144
208.795, -0.0126796
208.796, -0.012738
208.797, -0.0127895
208.798, -0.0128344
208.799, -0.0128727
208.8, -0.0129044
208.801, -0.0129297
208.802, -0.0129485
208.803, -0.0129611
208.804, -0.0129675
208.805, -0.0129677
208.806, -0.0129614
208.807, -0.012949
208.808, -0.0129309
208.809, -0.0129099
208.81, -0.0128859
208.811, -0.0128588
208.812, -0.0128287
208.813, -0.0127957
208.814, -0.0127599
208.815, -0.0127213
208.816, -0.01268
208.817, -0.0126361
208.818, -0.0125896
208.819, -0.0125405
208.82, -0.0124889
208.821, -0.0124348
208.822, -0.0123783
208.823, -0.0123193
208.824, -0.0122579
208.825, -0.0121942
208.826, -0.0121282
208.827, -0.0120599
208.828, -0.0119894
208.829, -0.0119166
208.83, -0.0118418
208.831, -0.0117649
208.832, -0.011686
208.833, -0.0116052
208.834, -0.0115225
208.835, -0.0114379
208.836, -0.0113514
208.837, -0.0112632
208.838, -0.0111731
208.839, -0.0110812
208.84, -0.0109876
208.841, -0.0108922
208.842, -0.0107951
208.843, -0.0106963
208.844, -0.0105957
208.845, -0.0104935
208.846, -0.0103896
208.847, -0.010284
208.848, -0.0101768
208.849, -0.010068
208.85, -0.00995746
208.851, -0.00985173
208.852, -0.00975005
208.853, -0.00965222
208.854, -0.00955812
208.855, -0.0094677
208.856, -0.00938089
208.857, -0.00929754
208.858, -0.00921753
208.859, -0.00914246
208.86, -0.00907233
208.861, -0.00900571
208.862, -0.00894246
208.863, -0.00888243
208.864, -0.00882553
208.865, -0.00877167
208.866, -0.00872079
208.867, -0.00867282
208.868, -0.00862732
208.869, -0.00858457
208.87, -0.00854455
208.871, -0.00850723
208.872, -0.0084726
208.873, -0.00844057
208.874, -0.00841113
208.875, -0.00838421
208.876, -0.00835981
208.877, -0.00833793
208.878, -0.00831854
208.879, -0.00830164
208.88, -0.00828856
208.881, -0.00828138
208.882, -0.00827963
208.883, -0.00828323
208.884, -0.00829216
208.885, -0.00830636
208.886, -0.00832579
208.887, -0.00835042
208.888, -0.00838016
208.889, -0.00841498
208.89, -0.00845484
208.891, -0.0084997
208.892, -0.0085495
208.893, -0.00860417
208.894, -0.00866364
208.895, -0.00872788
208.896, -0.00879685
208.897, -0.0088705
208.898, -0.00894879
208.899, -0.00903168
208.9, -0.00911985
208.901, -0.00921321
208.902, -0.00931127
208.903, -0.00941399
208.904, -0.00952132
208.905, -0.00963312
208.906, -0.00974937
208.907, -0.00987001
208.908, -0.00999501
208.909, -0.0101243
208.91, -0.0102525
208.911, -0.0103823
208.912, -0.0105137
208.913, -0.0106468
208.914, -0.0107816
208.915, -0.0109177
208.916, -0.0110554
208.917, -0.0111949
208.918, -0.0113113
208.919, -0.0114223
208.92, -0.0115287
208.921, -0.0116308
208.922, -0.0117291
208.923, -0.0118243
208.924, -0.0119158
208.925, -0.0120043
208.926, -0.0120906
208.927, -0.0121749
208.928, -0.0122575
208.929, -0.0123385
208.93, -0.0124182
208.931, -0.0124968
208.932, -0.0125751
208.933, -0.0126535
208.934, -0.012732
208.935, -0.0128103
208.936, -0.0128885
208.937, -0.0129491
208.938, -0.0129934
208.939, -0.013023
208.94, -0.0130391
208.941, -0.0130432
208.942, -0.0130392
208.943, -0.0130281
208.944, -0.0130106
208.945, -0.0129876
208.946, -0.0129683
208.947, -0.0129393
208.948, -0.0128963
208.949, -0.0128345
208.95, -0.0127552
208.951, -0.0126584
208.952, -0.0125439
208.953, -0.0124114
208.954, -0.0122609
208.955, -0.0120923
208.956, -0.0119055
208.957, -0.0116998
208.958, -0.0114704
208.959, -0.0112253
208.96, -0.0109682
208.961, -0.010701
208.962, -0.0104241
208.963, -0.0101377
208.964, -0.00984203
208.965, -0.00953707
208.966, -0.00922278
208.967, -0.00889927
208.968, -0.00856666
208.969, -0.00822506
208.97, -0.00787456
208.971, -0.00751526
208.972, -0.00714727
208.973, -0.00677067
208.974, -0.00638555
208.975, -0.005992
208.976, -0.0055901
208.977, -0.00517994
208.978, -0.00476572
208.979, -0.00434697
208.98, -0.00392359
208.981, -0.00349564
208.982, -0.00306317
208.983, -0.00262626
208.984, -0.00218496
208.985, -0.00173933
208.986, -0.00128941
208.987, -0.000833156
208.988, -0.00037082
208.989, 9.74022e-05
208.99, 0.000571422
208.991, 0.00105107
208.992, 0.00153618
208.993, 0.00202677
208.994, 0.00252274
208.995, 0.00302394
208.996, 0.00353021
208.997, 0.00404145
208.998, 0.00455753
208.999, 0.00507836
209, 0.00560383
209.001, 0.00613386
209.002, 0.00666837
209.003, 0.00720734
209.004, 0.00775074
209.005, 0.00829848
209.006, 0.00885048
209.007, 0.00940669
209.008, 0.00996702
209.009, 0.0105316
209.01, 0.0111003
209.011, 0.0116731
209.012, 0.0122499
209.013, 0.0128302
209.014, 0.0134149
209.015, 0.0140039
209.016, 0.0145972
209.017, 0.0151948
209.018, 0.0157966
209.019, 0.0164026
209.02, 0.0170197
209.021, 0.0176073
209.022, 0.0181685
209.023, 0.0187046
209.024, 0.0192161
209.025, 0.0197035
209.026, 0.0201675
209.027, 0.0206086
209.028, 0.0210272
209.029, 0.0214236
209.03, 0.0217984
209.031, 0.0221518
209.032, 0.0224837
209.033, 0.0227955
209.034, 0.0230874
209.035, 0.0233594
209.036, 0.0236124
209.037, 0.0238466
209.038, 0.0240619
209.039, 0.0242593
209.04, 0.0244393
209.041, 0.024602
209.042, 0.0247472
209.043, 0.0248743
209.044, 0.024986
209.045, 0.0250823
209.046, 0.0251638
209.047, 0.0252305
209.048, 0.0252826
209.049, 0.0253202
209.05, 0.0253436
209.051, 0.0253527
209.052, 0.0253479
209.053, 0.0253291
209.054, 0.0252967
209.055, 0.025249
209.056, 0.0251884
209.057, 0.025115
209.058, 0.0250288
209.059, 0.0249298
209.06, 0.0248185
209.061, 0.0246949
209.062, 0.0245591
209.063, 0.0244113
209.064, 0.0242517
209.065, 0.0240803
209.066, 0.023897
209.067, 0.0237017
209.068, 0.0234934
209.069, 0.0232728
209.07, 0.0230402
209.071, 0.022796
209.072, 0.0225404
209.073, 0.0222737
209.074, 0.0219961
209.075, 0.0217078
209.076, 0.021409
209.077, 0.0211067
209.078, 0.0208003
209.079, 0.0204897
209.08, 0.0201753
209.081, 0.0198571
209.082, 0.0195355
209.083, 0.0192112
209.084, 0.0188843
209.085, 0.0185547
209.086, 0.0182225
209.087, 0.0178875
209.088, 0.0175492
209.089, 0.0172076
209.09, 0.0168635
209.091, 0.0165168
209.092, 0.0161678
209.093, 0.0158158
209.094, 0.0154616
209.095, 0.0151051
209.096, 0.0147463
209.097, 0.0143853
209.098, 0.0140222
209.099, 0.0136569
209.1, 0.0132895
209.101, 0.0129199
209.102, 0.0125481
209.103, 0.0121741
209.104, 0.0117975
209.105, 0.0114192
209.106, 0.0110392
209.107, 0.0106569
209.108, 0.0102729
209.109, 0.00988707
209.11, 0.0094993
209.111, 0.00910959
209.112, 0.0087179
209.113, 0.00832418
209.114, 0.00792841
209.115, 0.00753056
209.116, 0.00713061
209.117, 0.00672853
209.118, 0.00632431
209.119, 0.00591794
209.12, 0.00550941
209.121, 0.0050987
209.122, 0.0046858
209.123, 0.00427072
209.124, 0.00385281
209.125, 0.00343282
209.126, 0.00301075
209.127, 0.00258659
209.128, 0.00216034
209.129, 0.001732
209.13, 0.00130156
209.131, 0.000869194
209.132, 0.000433028
209.133, -6.73603e-06
209.134, -0.00044992
209.135, -0.000896367
209.136, -0.00134595
209.137, -0.00179854
209.138, -0.00225407
209.139, -0.00269274
209.14, -0.00311651
209.141, -0.00352665
209.142, -0.00392228
209.143, -0.00430517
209.144, -0.00467486
209.145, -0.00503166
209.146, -0.00537557
209.147, -0.00570665
209.148, -0.00602477
209.149, -0.00633023
209.15, -0.00662351
209.151, -0.00690466
209.152, -0.00717381
209.153, -0.00743101
209.154, -0.00767638
209.155, -0.00791002
209.156, -0.00813203
209.157, -0.00834254
209.158, -0.00854165
209.159, -0.00872948
209.16, -0.00890786
209.161, -0.00907722
209.162, -0.00923715
209.163, -0.00938788
209.164, -0.00952929
209.165, -0.00966129
209.166, -0.00978384
209.167, -0.0098969
209.168, -0.0100014
209.169, -0.0100941
209.17, -0.0101769
209.171, -0.0102497
209.172, -0.0103125
209.173, -0.0103656
209.174, -0.0104069
209.175, -0.0104353
209.176, -0.0104652
209.177, -0.0104958
209.178, -0.0105264
209.179, -0.0105579
209.18, -0.010589
209.181, -0.0106203
209.182, -0.0106518
209.183, -0.0106837
209.184, -0.010716
209.185, -0.0107488
209.186, -0.0107819
209.187, -0.0108153
209.188, -0.0108635
209.189, -0.0109195
209.19, -0.0109825
209.191, -0.0110515
209.192, -0.0111277
209.193, -0.0112102
209.194, -0.0112978
209.195, -0.0113903
209.196, -0.011487
209.197, -0.011581
209.198, -0.0116815
209.199, -0.0117965
209.2, -0.0119255
209.201, -0.0120644
209.202, -0.0122113
209.203, -0.0123654
209.204, -0.0125263
209.205, -0.0126939
209.206, -0.0128676
209.207, -0.0130471
209.208, -0.0132313
209.209, -0.0134199
209.21, -0.0136127
209.211, -0.0138094
209.212, -0.0140099
209.213, -0.014214
209.214, -0.0144217
209.215, -0.0146328
209.216, -0.0148481
209.217, -0.0150673
209.218, -0.0152903
209.219, -0.015517
209.22, -0.0157396
209.221, -0.0159587
209.222, -0.0161745
209.223, -0.0163875
209.224, -0.0165978
209.225, -0.0168054
209.226, -0.0170056
209.227, -0.0171992
209.228, -0.0173869
209.229, -0.0175691
209.23, -0.0177465
209.231, -0.0179194
209.232, -0.0180889
209.233, -0.0182551
209.234, -0.0184183
209.235, -0.0185786
209.236, -0.0187363
209.237, -0.0188914
209.238, -0.0190441
209.239, -0.0191945
209.24, -0.0193427
209.241, -0.0194889
209.242, -0.0196331
209.243, -0.0197753
209.244, -0.0199164
209.245, -0.0200564
209.246, -0.0201953
209.247, -0.0203332
209.248, -0.02047
209.249, -0.0206058
209.25, -0.0207406
209.251, -0.0208744
209.252, -0.0210071
209.253, -0.021139
209.254, -0.0212705
209.255, -0.0214007
209.256, -0.0215299
209.257, -0.0216579
209.258, -0.0217848
209.259, -0.0219106
209.26, -0.0220351
209.261, -0.0221583
209.262, -0.0222804
209.263, -0.0224012
209.264, -0.022521
209.265, -0.0226402
209.266, -0.0227587
209.267, -0.0228765
209.268, -0.0229936
209.269, -0.0231099
209.27, -0.023232
209.271, -0.0233539
209.272, -0.0234757
209.273, -0.0235973
209.274, -0.0237187
209.275, -0.0238399
209.276, -0.0239609
209.277, -0.0240817
209.278, -0.0242026
209.279, -0.0243235
209.28, -0.0244444
209.281, -0.0245653
209.282, -0.0246861
209.283, -0.0248068
209.284, -0.0249275
209.285, -0.025048
209.286, -0.0251684
209.287, -0.0252871
209.288, -0.0254042
209.289, -0.0255202
209.29, -0.0256351
209.291, -0.0257492
209.292, -0.0258627
209.293, -0.0259755
209.294, -0.0260879
209.295, -0.0261998
209.296, -0.0263111
209.297, -0.0264216
209.298, -0.0265315
209.299, -0.0266409
209.3, -0.02675
209.301, -0.0268583
209.302, -0.026966
209.303, -0.0270728
209.304, -0.0271793
209.305, -0.0272856
209.306, -0.0273916
209.307, -0.0274975
209.308, -0.0276032
209.309, -0.0277084
209.31, -0.0278134
209.311, -0.0279182
209.312, -0.0280228
209.313, -0.0281273
209.314, -0.0282318
209.315, -0.0283362
209.316, -0.0284405
209.317, -0.0285448
209.318, -0.0286492
209.319, -0.0287536
209.32, -0.0288578
209.321, -0.0289622
209.322, -0.0290666
209.323, -0.0291712
209.324, -0.029276
209.325, -0.0293809
209.326, -0.0294861
209.327, -0.0295925
209.328, -0.0297003
209.329, -0.0298095
209.33, -0.0299187
209.331, -0.0300279
209.332, -0.0301396
209.333, -0.0302529
209.334, -0.0303677
209.335, -0.0304838
209.336, -0.0306011
209.337, -0.0307196
209.338, -0.0308391
209.339, -0.0309597
209.34, -0.0310814
209.341, -0.0312041
209.342, -0.0313277
209.343, -0.0314524
209.344, -0.0315779
209.345, -0.0317044
209.346, -0.0318318
209.347, -0.0319601
209.348, -0.0320893
209.349, -0.0322195
209.35, -0.0323505
209.351, -0.0324824
209.352, -0.0326152
209.353, -0.0327488
209.354, -0.0328832
209.355, -0.0330188
209.356, -0.0331556
209.357, -0.0332936
209.358, -0.0334325
209.359, -0.0335726
209.36, -0.0337139
209.361, -0.0338563
209.362, -0.0339999
209.363, -0.0341444
209.364, -0.0342898
209.365, -0.0344362
209.366, -0.0345835
209.367, -0.0347316
209.368, -0.0348806
209.369, -0.0350305
209.37, -0.0351812
209.371, -0.0353327
209.372, -0.0354851
209.373, -0.0356383
209.374, -0.0357923
209.375, -0.0359471
209.376, -0.0361026
209.377, -0.0362589
209.378, -0.036416
209.379, -0.0365738
209.38, -0.0367324
209.381, -0.0368917
209.382, -0.0370547
209.383, -0.037219
209.384, -0.0373843
209.385, -0.0375506
209.386, -0.0377178
209.387, -0.037886
209.388, -0.038055
209.389, -0.0382249
209.39, -0.0383957
209.391, -0.0385674
209.392, -0.0387398
209.393, -0.0389132
209.394, -0.0390873
209.395, -0.0392623
209.396, -0.0394381
209.397, -0.0396148
209.398, -0.0397923
209.399, -0.0399706
209.4, -0.0401497
209.401, -0.0403297
209.402, -0.0405105
209.403, -0.040692
209.404, -0.0408741
209.405, -0.041057
209.406, -0.0412406
209.407, -0.041425
209.408, -0.0416081
209.409, -0.0417899
209.41, -0.0419722
209.411, -0.0421549
209.412, -0.042338
209.413, -0.0425219
209.414, -0.0427061
209.415, -0.0428907
209.416, -0.0430758
209.417, -0.0432616
209.418, -0.0434479
209.419, -0.0436348
209.42, -0.0438223
209.421, -0.0440104
209.422, -0.0441991
209.423, -0.0443885
209.424, -0.0445785
209.425, -0.0447692
209.426, -0.0449605
209.427, -0.0451526
209.428, -0.0453454
209.429, -0.0455389
209.43, -0.0457116
209.431, -0.0458519
209.432, -0.0459624
209.433, -0.0460793
209.434, -0.0462013
209.435, -0.0463274
209.436, -0.0464539
209.437, -0.0465814
209.438, -0.0466894
209.439, -0.0467781
209.44, -0.0468483
209.441, -0.0469011
209.442, -0.0469374
209.443, -0.0469585
209.444, -0.0469696
209.445, -0.0469698
209.446, -0.0469551
209.447, -0.0469245
209.448, -0.0468775
209.449, -0.0468143
209.45, -0.0467349
209.451, -0.0466392
209.452, -0.0465276
209.453, -0.0463998
209.454, -0.046256
209.455, -0.0460962
209.456, -0.0459204
209.457, -0.0457288
209.458, -0.0455208
209.459, -0.0452967
209.46, -0.0450564
209.461, -0.0447999
209.462, -0.0445274
209.463, -0.0442392
209.464, -0.0439354
209.465, -0.043616
209.466, -0.0432811
209.467, -0.0429307
209.468, -0.0425649
209.469, -0.0421836
209.47, -0.041787
209.471, -0.0413743
209.472, -0.0409464
209.473, -0.0405032
209.474, -0.0400447
209.475, -0.039571
209.476, -0.0390822
209.477, -0.0385783
209.478, -0.0380592
209.479, -0.037525
209.48, -0.0369757
209.481, -0.0364145
209.482, -0.0358415
209.483, -0.0352554
209.484, -0.0346543
209.485, -0.0340379
209.486, -0.0334079
209.487, -0.0327647
209.488, -0.0321082
209.489, -0.0314383
209.49, -0.0307549
209.491, -0.0300577
209.492, -0.0293466
209.493, -0.0286215
209.494, -0.0278821
209.495, -0.0271284
209.496, -0.0263601
209.497, -0.0255772
209.498, -0.0247794
209.499, -0.0239668
209.5, -0.0231394
209.501, -0.022297
209.502, -0.0214393
209.503, -0.0205664
209.504, -0.0196781
209.505, -0.0187745
209.506, -0.0178555
209.507, -0.0169204
209.508, -0.0159695
209.509, -0.0149995
209.51, -0.0140107
209.511, -0.0129963
209.512, -0.0119716
209.513, -0.0109397
209.514, -0.00990226
209.515, -0.00885951
209.516, -0.00781159
209.517, -0.0067443
209.518, -0.00570127
209.519, -0.0046793
209.52, -0.00367734
209.521, -0.00269457
209.522, -0.00173062
209.523, -0.000784878
209.524, 0.000142864
209.525, 0.00105281
209.526, 0.00194518
209.527, 0.00282042
209.528, 0.00367885
209.529, 0.00452073
209.53, 0.00534626
209.531, 0.00615578
209.532, 0.00694978
209.533, 0.00772853
209.534, 0.00849296
209.535, 0.00924352
209.536, 0.0099806
209.537, 0.0107046
209.538, 0.0114157
209.539, 0.0121142
209.54, 0.0128011
209.541, 0.0134763
209.542, 0.0141399
209.543, 0.0147917
209.544, 0.0154325
209.545, 0.0160602
209.546, 0.0166777
209.547, 0.0172848
209.548, 0.0178815
209.549, 0.0184677
209.55, 0.0190411
209.551, 0.0196015
209.552, 0.0201494
209.553, 0.0206857
209.554, 0.0212118
209.555, 0.0217274
209.556, 0.0222321
209.557, 0.0227261
209.558, 0.02321
209.559, 0.0236837
209.56, 0.0241473
209.561, 0.0246011
209.562, 0.0250449
209.563, 0.0254789
209.564, 0.0259031
209.565, 0.0263176
209.566, 0.0267224
209.567, 0.0271175
209.568, 0.0275031
209.569, 0.0278782
209.57, 0.0282425
209.571, 0.0285963
209.572, 0.0289394
209.573, 0.0292737
209.574, 0.0295991
209.575, 0.0299157
209.576, 0.030224
209.577, 0.0305238
209.578, 0.0308109
209.579, 0.0310876
209.58, 0.0313541
209.581, 0.0316109
209.582, 0.0318584
209.583, 0.0320966
209.584, 0.0323259
209.585, 0.0325464
209.586, 0.0327584
209.587, 0.0329619
209.588, 0.033157
209.589, 0.0333439
209.59, 0.0335227
209.591, 0.0336929
209.592, 0.0338554
209.593, 0.0340102
209.594, 0.0341578
209.595, 0.0342983
209.596, 0.0344316
209.597, 0.0345578
209.598, 0.0346771
209.599, 0.0347894
209.6, 0.0348948
209.601, 0.0349932
209.602, 0.0350846
209.603, 0.03517
209.604, 0.0352491
209.605, 0.035322
209.606, 0.0353887
209.607, 0.0354491
209.608, 0.0355033
209.609, 0.0355497
209.61, 0.0355881
209.611, 0.0356184
209.612, 0.0356407
209.613, 0.0356554
209.614, 0.0356626
209.615, 0.0356625
209.616, 0.0356553
209.617, 0.035641
209.618, 0.0356198
209.619, 0.0355919
209.62, 0.0355573
209.621, 0.0355163
209.622, 0.0354687
209.623, 0.0354149
209.624, 0.0353538
209.625, 0.0352868
209.626, 0.035214
209.627, 0.0351355
209.628, 0.0350515
209.629, 0.0349607
209.63, 0.0348634
209.631, 0.0347599
209.632, 0.0346505
209.633, 0.0345354
209.634, 0.0344148
209.635, 0.0342889
209.636, 0.0341577
209.637, 0.0340213
209.638, 0.03388
209.639, 0.0337337
209.64, 0.0335826
209.641, 0.0334268
209.642, 0.0332662
209.643, 0.0331011
209.644, 0.0329314
209.645, 0.0327572
209.646, 0.0325785
209.647, 0.032396
209.648, 0.0322207
209.649, 0.0320514
209.65, 0.0318877
209.651, 0.0317294
209.652, 0.0315764
209.653, 0.0314288
209.654, 0.0312862
209.655, 0.0311487
209.656, 0.031016
209.657, 0.0308882
209.658, 0.0307652
209.659, 0.0306469
209.66, 0.0305332
209.661, 0.0304238
209.662, 0.0303191
209.663, 0.0302186
209.664, 0.0301221
209.665, 0.0300297
209.666, 0.0299419
209.667, 0.029858
209.668, 0.0297778
209.669, 0.0297015
209.67, 0.0296289
209.671, 0.0295602
209.672, 0.0294952
209.673, 0.0294319
209.674, 0.0293765
209.675, 0.02932
209.676, 0.0292641
209.677, 0.0292107
209.678, 0.0291585
209.679, 0.0291093
209.68, 0.0290619
209.681, 0.0290159
209.682, 0.028972
209.683, 0.0289293
209.684, 0.0288876
209.685, 0.0288469
209.686, 0.028807
209.687, 0.0287678
209.688, 0.0287293
209.689, 0.0286911
209.69, 0.0286507
209.691, 0.028609
209.692, 0.0285685
209.693, 0.0285253
209.694, 0.028479
209.695, 0.028429
209.696, 0.0283753
209.697, 0.028318
209.698, 0.0282571
209.699, 0.0281923
209.7, 0.0281239
209.701, 0.0280518
209.702, 0.027948
209.703, 0.027816
209.704, 0.027658
209.705, 0.0274748
209.706, 0.0272645
209.707, 0.0270272
209.708, 0.0267648
209.709, 0.0264771
209.71, 0.0261661
209.711, 0.0258318
209.712, 0.0254748
209.713, 0.0250954
209.714, 0.0246931
209.715, 0.0242677
209.716, 0.0238216
209.717, 0.0233565
209.718, 0.0228732
209.719, 0.0223718
209.72, 0.0218525
209.721, 0.0213157
209.722, 0.0207664
209.723, 0.020204
209.724, 0.0196384
209.725, 0.0190683
209.726, 0.018493
209.727, 0.017912
209.728, 0.0173251
209.729, 0.016732
209.73, 0.0161324
209.731, 0.015526
209.732, 0.0149128
209.733, 0.0142926
209.734, 0.0136654
209.735, 0.0130312
209.736, 0.0123902
209.737, 0.0117422
209.738, 0.011087
209.739, 0.0104246
209.74, 0.00975511
209.741, 0.00907867
209.742, 0.00839535
209.743, 0.0077043
209.744, 0.00701735
209.745, 0.00633366
209.746, 0.00565286
209.747, 0.00497466
209.748, 0.00429885
209.749, 0.00362523
209.75, 0.00295361
209.751, 0.00228385
209.752, 0.00161579
209.753, 0.000949326
209.754, 0.000284337
209.755, -0.00038012
209.756, -0.00104399
209.757, -0.00170746
209.758, -0.00237045
209.759, -0.00303291
209.76, -0.00369478
209.761, -0.00435603
209.762, -0.00501662
209.763, -0.00567677
209.764, -0.00633642
209.765, -0.00699565
209.766, -0.0076545
209.767, -0.00831292
209.768, -0.00897128
209.769, -0.00962945
209.77, -0.0102873
209.771, -0.0109448
209.772, -0.0116019
209.773, -0.0122591
209.774, -0.0129176
209.775, -0.0135773
209.776, -0.0142378
209.777, -0.0148993
209.778, -0.0155616
209.779, -0.0162249
209.78, -0.0168892
209.781, -0.017541
209.782, -0.0181811
209.783, -0.0188105
209.784, -0.0194292
209.785, -0.0200372
209.786, -0.0206351
209.787, -0.0212229
209.788, -0.0218007
209.789, -0.0223687
209.79, -0.0229269
209.791, -0.0234759
209.792, -0.0240156
209.793, -0.0245464
209.794, -0.0250683
209.795, -0.0255816
209.796, -0.0260867
209.797, -0.0265836
209.798, -0.0270725
209.799, -0.0275536
209.8, -0.028027
209.801, -0.0284929
209.802, -0.0289513
209.803, -0.0294024
209.804, -0.0298463
209.805, -0.030283
209.806, -0.0307127
209.807, -0.0311354
209.808, -0.0315512
209.809, -0.0319609
209.81, -0.0323643
209.811, -0.0327614
209.812, -0.0331524
209.813, -0.033537
209.814, -0.0339152
209.815, -0.0342872
209.816, -0.0346529
209.817, -0.0350124
209.818, -0.0353638
209.819, -0.0357094
209.82, -0.0360498
209.821, -0.0363851
209.822, -0.0367155
209.823, -0.0370328
209.824, -0.037346
209.825, -0.0376549
209.826, -0.0379597
209.827, -0.0382605
209.828, -0.0385575
209.829, -0.0388507
209.83, -0.0391402
209.831, -0.0394262
209.832, -0.0397088
209.833, -0.0399882
209.834, -0.0402657
209.835, -0.0405414
209.836, -0.0408152
209.837, -0.0410872
209.838, -0.0413572
209.839, -0.0416254
209.84, -0.0418917
209.841, -0.042156
209.842, -0.0424184
209.843, -0.0426789
209.844, -0.0429373
209.845, -0.0431938
209.846, -0.0434482
209.847, -0.0437005
209.848, -0.0439508
209.849, -0.0441991
209.85, -0.0444444
209.851, -0.0446864
209.852, -0.0449254
209.853, -0.0451613
209.854, -0.0453947
209.855, -0.0456257
209.856, -0.0458545
209.857, -0.046081
209.858, -0.0463053
209.859, -0.0465275
209.86, -0.0467475
209.861, -0.0469655
209.862, -0.0471815
209.863, -0.0473954
209.864, -0.0476074
209.865, -0.0478175
209.866, -0.0480257
209.867, -0.0482317
209.868, -0.0484358
209.869, -0.0486381
209.87, -0.0488385
209.871, -0.0490372
209.872, -0.0492341
209.873, -0.0494303
209.874, -0.0496264
209.875, -0.0498224
209.876, -0.0500183
209.877, -0.0502142
209.878, -0.0504099
209.879, -0.0506056
209.88, -0.0508011
209.881, -0.0509966
209.882, -0.0511918
209.883, -0.0513869
209.884, -0.0515819
209.885, -0.0517766
209.886, -0.0519711
209.887, -0.0521654
209.888, -0.0523595
209.889, -0.0525535
209.89, -0.0527473
209.891, -0.0529412
209.892, -0.0531349
209.893, -0.0533286
209.894, -0.0535222
209.895, -0.0537157
209.896, -0.0539099
209.897, -0.0541045
209.898, -0.0542994
209.899, -0.0544948
209.9, -0.0546906
209.901, -0.0548868
209.902, -0.0550833
209.903, -0.0552802
209.904, -0.0554773
209.905, -0.0556748
209.906, -0.0558726
209.907, -0.0560706
209.908, -0.0562688
209.909, -0.0564672
209.91, -0.0566659
209.911, -0.0568648
209.912, -0.057064
209.913, -0.0572634
209.914, -0.057465
209.915, -0.0576684
209.916, -0.0578735
