sim_time, big_dog?world_pose/orientation/yaw
208.746, 0.00365525
208.747, 0.00337896
208.748, 0.00309965
208.749, 0.00281735
208.75, 0.00253208
208.751, 0.00224385
208.752, 0.00195268
208.753, 0.00165859
208.754, 0.00136307
208.755, 0.00106786
208.756, 0.000772968
208.757, 0.000478101
208.758, 0.000183305
208.759, -0.000111391
208.76, -0.000405975
208.761, -0.000700411
208.762, -0.000994101
208.763, -0.00128719
208.764, -0.00157981
208.765, -0.00187203
208.766, -0.00216393
208.767, -0.00245558
208.768, -0.002747
208.769, -0.00303825
208.77, -0.00332928
208.771, -0.00362015
208.772, -0.00391089
208.773, -0.0042014
208.774, -0.00449173
208.775, -0.00478194
208.776, -0.00507205
208.777, -0.00536206
208.778, -0.00565198
208.779, -0.00594173
208.78, -0.00623134
208.781, -0.00652085
208.782, -0.00681029
208.783, -0.00709605
208.784, -0.00737828
208.785, -0.00765707
208.786, -0.00793247
208.787, -0.00820438
208.788, -0.00847291
208.789, -0.00873813
208.79, -0.00900012
208.791, -0.00925808
208.792, -0.00951219
208.793, -0.00976267
208.794, -0.0100093
208.795, -0.0102524
208.796, -0.0104921
208.797, -0.0107285
208.798, -0.0109614
208.799, -0.0111909
208.8, -0.0114172
208.801, -0.0116404
208.802, -0.0118605
208.803, -0.0120774
208.804, -0.0122914
208.805, -0.0125024
208.806, -0.0127104
208.807, -0.0129158
208.808, -0.0131184
208.809, -0.0133171
208.81, -0.0135115
208.811, -0.0137019
208.812, -0.0138882
208.813, -0.0140706
208.814, -0.0142491
208.815, -0.0144238
208.816, -0.0145949
208.817, -0.0147623
208.818, -0.0149261
208.819, -0.0150856
208.82, -0.0152412
208.821, -0.0153928
208.822, -0.0155406
208.823, -0.0156848
208.824, -0.0158251
208.825, -0.0159617
208.826, -0.0160945
208.827, -0.0162238
208.828, -0.0163509
208.829, -0.0164754
208.83, -0.0165972
208.831, -0.0167159
208.832, -0.0168314
208.833, -0.0169436
208.834, -0.0170525
208.835, -0.017158
208.836, -0.0172601
208.837, -0.0173587
208.838, -0.0174539
208.839, -0.0175456
208.84, -0.0176339
208.841, -0.0177187
208.842, -0.0178
208.843, -0.0178779
208.844, -0.0179523
208.845, -0.0180232
208.846, -0.0180907
208.847, -0.0181547
208.848, -0.0182154
208.849, -0.0182725
208.85, -0.0183263
208.851, -0.0183765
208.852, -0.0184232
208.853, -0.0184665
208.854, -0.0185064
208.855, -0.018543
208.856, -0.0185762
208.857, -0.0186053
208.858, -0.0186305
208.859, -0.0186526
208.86, -0.0186715
208.861, -0.0186873
208.862, -0.0186998
208.863, -0.0187092
208.864, -0.0187154
208.865, -0.0187184
208.866, -0.0187182
208.867, -0.0187148
208.868, -0.0187081
208.869, -0.018698
208.87, -0.0186846
208.871, -0.0186679
208.872, -0.018648
208.873, -0.0186248
208.874, -0.0185984
208.875, -0.0185687
208.876, -0.0185359
208.877, -0.0184999
208.878, -0.0184608
208.879, -0.0184186
208.88, -0.0183753
208.881, -0.0183304
208.882, -0.018284
208.883, -0.0182359
208.884, -0.0181861
208.885, -0.0181345
208.886, -0.0180811
208.887, -0.0180258
208.888, -0.0179686
208.889, -0.0179096
208.89, -0.0178487
208.891, -0.0177858
208.892, -0.017721
208.893, -0.0176544
208.894, -0.0175859
208.895, -0.0175156
208.896, -0.0174434
208.897, -0.0173693
208.898, -0.0172933
208.899, -0.0172154
208.9, -0.0171355
208.901, -0.0170536
208.902, -0.0169697
208.903, -0.0168838
208.904, -0.0167958
208.905, -0.0167061
208.906, -0.0166145
208.907, -0.016521
208.908, -0.0164257
208.909, -0.0163284
208.91, -0.0162297
208.911, -0.0161307
208.912, -0.0160313
208.913, -0.0159315
208.914, -0.0158312
208.915, -0.0157309
208.916, -0.0156304
208.917, -0.0155299
208.918, -0.015427
208.919, -0.0153241
208.92, -0.0152214
208.921, -0.015119
208.922, -0.0150168
208.923, -0.0149148
208.924, -0.0148129
208.925, -0.014711
208.926, -0.0146092
208.927, -0.0145077
208.928, -0.0144065
208.929, -0.0143054
208.93, -0.0142046
208.931, -0.014104
208.932, -0.0140036
208.933, -0.0139033
208.934, -0.0138031
208.935, -0.013702
208.936, -0.0136003
208.937, -0.0134919
208.938, -0.0133784
208.939, -0.0132609
208.94, -0.0131405
208.941, -0.013018
208.942, -0.0128943
208.943, -0.0127697
208.944, -0.0126445
208.945, -0.0125188
208.946, -0.0123971
208.947, -0.0122743
208.948, -0.0121497
208.949, -0.0120226
208.95, -0.011892
208.951, -0.0117581
208.952, -0.0116212
208.953, -0.0114813
208.954, -0.0113385
208.955, -0.0111932
208.956, -0.0110454
208.957, -0.0108953
208.958, -0.0107444
208.959, -0.0105893
208.96, -0.0104305
208.961, -0.0102679
208.962, -0.0101013
208.963, -0.00993085
208.964, -0.00975648
208.965, -0.00957821
208.966, -0.00939566
208.967, -0.00920892
208.968, -0.00901807
208.969, -0.00882317
208.97, -0.00862429
208.971, -0.00842146
208.972, -0.00821472
208.973, -0.00800411
208.974, -0.00778965
208.975, -0.00757136
208.976, -0.00734926
208.977, -0.00712337
208.978, -0.00689413
208.979, -0.00666174
208.98, -0.00642627
208.981, -0.00618781
208.982, -0.00594643
208.983, -0.0057022
208.984, -0.00545516
208.985, -0.00520536
208.986, -0.00495283
208.987, -0.00469878
208.988, -0.004443
208.989, -0.00418532
208.99, -0.00392554
208.991, -0.00366355
208.992, -0.00339928
208.993, -0.00313265
208.994, -0.00286353
208.995, -0.0025919
208.996, -0.00231774
208.997, -0.00204106
208.998, -0.00176185
208.999, -0.00148011
209, -0.00119583
209.001, -0.000909028
209.002, -0.000619697
209.003, -0.000327839
209.004, -3.3419e-05
209.005, 0.000263549
209.006, 0.000563051
209.007, 0.000865075
209.008, 0.00116961
209.009, 0.00147668
209.01, 0.00178629
209.011, 0.00209843
209.012, 0.00241307
209.013, 0.00273025
209.014, 0.00304933
209.015, 0.00337045
209.016, 0.0036937
209.017, 0.00401918
209.018, 0.00434692
209.019, 0.004677
209.02, 0.00500845
209.021, 0.00533653
209.022, 0.00566137
209.023, 0.00598307
209.024, 0.00630165
209.025, 0.00661709
209.026, 0.00692949
209.027, 0.00723888
209.028, 0.00754529
209.029, 0.00784874
209.03, 0.00814926
209.031, 0.0084469
209.032, 0.0087416
209.033, 0.00903332
209.034, 0.00932212
209.035, 0.00960809
209.036, 0.00989092
209.037, 0.0101707
209.038, 0.0104476
209.039, 0.0107214
209.04, 0.0109919
209.041, 0.0112595
209.042, 0.011524
209.043, 0.0117853
209.044, 0.0120442
209.045, 0.0123007
209.046, 0.0125549
209.047, 0.0128068
209.048, 0.0130565
209.049, 0.0133039
209.05, 0.0135493
209.051, 0.0137924
209.052, 0.0140335
209.053, 0.0142724
209.054, 0.0145093
209.055, 0.0147437
209.056, 0.0149752
209.057, 0.0152039
209.058, 0.01543
209.059, 0.0156534
209.06, 0.0158739
209.061, 0.0160919
209.062, 0.0163075
209.063, 0.0165204
209.064, 0.0167309
209.065, 0.016939
209.066, 0.0171448
209.067, 0.0173483
209.068, 0.0175503
209.069, 0.0177506
209.07, 0.017949
209.071, 0.0181455
209.072, 0.01834
209.073, 0.0185325
209.074, 0.0187228
209.075, 0.0189109
209.076, 0.0190968
209.077, 0.0192795
209.078, 0.0194587
209.079, 0.0196345
209.08, 0.0198068
209.081, 0.0199753
209.082, 0.0201402
209.083, 0.0203004
209.084, 0.0204562
209.085, 0.0206078
209.086, 0.0207552
209.087, 0.0208986
209.088, 0.0210381
209.089, 0.0211737
209.09, 0.0213053
209.091, 0.0214329
209.092, 0.0215567
209.093, 0.0216767
209.094, 0.0217928
209.095, 0.0219051
209.096, 0.0220136
209.097, 0.0221185
209.098, 0.0222195
209.099, 0.0223168
209.1, 0.0224104
209.101, 0.0225004
209.102, 0.0225868
209.103, 0.0226697
209.104, 0.0227491
209.105, 0.022825
209.106, 0.0228974
209.107, 0.0229662
209.108, 0.0230313
209.109, 0.0230928
209.11, 0.0231507
209.111, 0.0232051
209.112, 0.0232559
209.113, 0.0233032
209.114, 0.0233471
209.115, 0.0233875
209.116, 0.0234244
209.117, 0.0234578
209.118, 0.0234878
209.119, 0.0235143
209.12, 0.0235374
209.121, 0.023557
209.122, 0.0235731
209.123, 0.0235858
209.124, 0.0235949
209.125, 0.0236001
209.126, 0.0236017
209.127, 0.0235996
209.128, 0.0235939
209.129, 0.0235847
209.13, 0.0235719
209.131, 0.0235555
209.132, 0.0235365
209.133, 0.0235148
209.134, 0.02349
209.135, 0.023462
209.136, 0.0234308
209.137, 0.0233961
209.138, 0.023358
209.139, 0.0233187
209.14, 0.0232783
209.141, 0.0232369
209.142, 0.0231942
209.143, 0.0231505
209.144, 0.0231057
209.145, 0.0230598
209.146, 0.0230129
209.147, 0.022965
209.148, 0.0229162
209.149, 0.0228664
209.15, 0.0228159
209.151, 0.0227644
209.152, 0.0227121
209.153, 0.0226589
209.154, 0.0226049
209.155, 0.0225501
209.156, 0.0224945
209.157, 0.0224381
209.158, 0.0223809
209.159, 0.022323
209.16, 0.0222651
209.161, 0.0222076
209.162, 0.0221502
209.163, 0.0220928
209.164, 0.0220351
209.165, 0.0219771
209.166, 0.0219185
209.167, 0.0218594
209.168, 0.0217994
209.169, 0.0217384
209.17, 0.0216765
209.171, 0.021614
209.172, 0.0215508
209.173, 0.021487
209.174, 0.0214226
209.175, 0.0213572
209.176, 0.0212904
209.177, 0.0212222
209.178, 0.0211532
209.179, 0.0210832
209.18, 0.0210128
209.181, 0.0209421
209.182, 0.020871
209.183, 0.0207997
209.184, 0.0207283
209.185, 0.0206567
209.186, 0.0205852
209.187, 0.0205138
209.188, 0.0204397
209.189, 0.020359
209.19, 0.0202728
209.191, 0.0201823
209.192, 0.0200886
209.193, 0.0199926
209.194, 0.0198948
209.195, 0.0197953
209.196, 0.0196944
209.197, 0.0195961
209.198, 0.0194956
209.199, 0.0193961
209.2, 0.0192917
209.201, 0.0191817
209.202, 0.0190663
209.203, 0.0189453
209.204, 0.0188189
209.205, 0.0186868
209.206, 0.018549
209.207, 0.0184057
209.208, 0.0182586
209.209, 0.0181076
209.21, 0.0179525
209.211, 0.0177932
209.212, 0.0176295
209.213, 0.0174614
209.214, 0.0172889
209.215, 0.0171118
209.216, 0.0169295
209.217, 0.0167419
209.218, 0.0165492
209.219, 0.0163517
209.22, 0.016151
209.221, 0.0159472
209.222, 0.0157405
209.223, 0.0155303
209.224, 0.0153169
209.225, 0.0151003
209.226, 0.0148824
209.227, 0.0146629
209.228, 0.0144417
209.229, 0.0142186
209.23, 0.0139934
209.231, 0.0137659
209.232, 0.0135358
209.233, 0.0133029
209.234, 0.0130672
209.235, 0.0128287
209.236, 0.0125875
209.237, 0.0123435
209.238, 0.0120968
209.239, 0.0118474
209.24, 0.0115953
209.241, 0.0113405
209.242, 0.011083
209.243, 0.0108228
209.244, 0.0105594
209.245, 0.0102929
209.246, 0.0100237
209.247, 0.00975189
209.248, 0.00947739
209.249, 0.00920023
209.25, 0.00892043
209.251, 0.00863798
209.252, 0.00835289
209.253, 0.00806507
209.254, 0.00777421
209.255, 0.0074827
209.256, 0.0071905
209.257, 0.0068976
209.258, 0.00660405
209.259, 0.00630989
209.26, 0.00601512
209.261, 0.00571979
209.262, 0.00542387
209.263, 0.00512738
209.264, 0.0048303
209.265, 0.0045332
209.266, 0.00423595
209.267, 0.00393842
209.268, 0.00364055
209.269, 0.00334224
209.27, 0.00304439
209.271, 0.00274853
209.272, 0.00245456
209.273, 0.00216246
209.274, 0.00187219
209.275, 0.00158373
209.276, 0.00129703
209.277, 0.0010121
209.278, 0.000729068
209.279, 0.000447883
209.28, 0.00016848
209.281, -0.000109105
209.282, -0.000384921
209.283, -0.000658971
209.284, -0.000931292
209.285, -0.00120179
209.286, -0.00147053
209.287, -0.00173687
209.288, -0.00200103
209.289, -0.00226294
209.29, -0.00252278
209.291, -0.00278052
209.292, -0.00303631
209.293, -0.00329028
209.294, -0.00354252
209.295, -0.00379311
209.296, -0.00404101
209.297, -0.00428633
209.298, -0.00452887
209.299, -0.00476874
209.3, -0.005006
209.301, -0.00524077
209.302, -0.00547302
209.303, -0.00570251
209.304, -0.00592917
209.305, -0.00615313
209.306, -0.00637448
209.307, -0.00659329
209.308, -0.00680975
209.309, -0.00702402
209.31, -0.00723606
209.311, -0.00744503
209.312, -0.00765114
209.313, -0.00785427
209.314, -0.00805461
209.315, -0.00825213
209.316, -0.00844698
209.317, -0.00863928
209.318, -0.00882913
209.319, -0.00901659
209.32, -0.00920174
209.321, -0.00938427
209.322, -0.00956427
209.323, -0.00974186
209.324, -0.00991708
209.325, -0.01009
209.326, -0.0102606
209.327, -0.0104288
209.328, -0.0105949
209.329, -0.0107589
209.33, -0.0109204
209.331, -0.011079
209.332, -0.0112348
209.333, -0.0113875
209.334, -0.0115373
209.335, -0.0116842
209.336, -0.0118279
209.337, -0.0119686
209.338, -0.0121063
209.339, -0.0122411
209.34, -0.0123731
209.341, -0.0125023
209.342, -0.0126286
209.343, -0.012752
209.344, -0.0128728
209.345, -0.0129905
209.346, -0.0131054
209.347, -0.0132174
209.348, -0.0133267
209.349, -0.0134329
209.35, -0.0135361
209.351, -0.0136365
209.352, -0.0137341
209.353, -0.013829
209.354, -0.0139213
209.355, -0.0140117
209.356, -0.0141002
209.357, -0.0141865
209.358, -0.0142705
209.359, -0.0143519
209.36, -0.0144308
209.361, -0.0145072
209.362, -0.014581
209.363, -0.0146519
209.364, -0.01472
209.365, -0.0147852
209.366, -0.0148475
209.367, -0.0149069
209.368, -0.0149635
209.369, -0.0150173
209.37, -0.0150683
209.371, -0.0151165
209.372, -0.0151621
209.373, -0.0152049
209.374, -0.015245
209.375, -0.0152824
209.376, -0.015317
209.377, -0.0153489
209.378, -0.0153782
209.379, -0.0154049
209.38, -0.015429
209.381, -0.0154505
209.382, -0.0154699
209.383, -0.0154883
209.384, -0.0155052
209.385, -0.0155204
209.386, -0.0155337
209.387, -0.0155448
209.388, -0.0155537
209.389, -0.0155603
209.39, -0.0155645
209.391, -0.0155661
209.392, -0.0155653
209.393, -0.015562
209.394, -0.0155561
209.395, -0.0155476
209.396, -0.0155366
209.397, -0.015523
209.398, -0.0155068
209.399, -0.0154881
209.4, -0.0154669
209.401, -0.0154431
209.402, -0.0154168
209.403, -0.015388
209.404, -0.0153567
209.405, -0.015323
209.406, -0.0152868
209.407, -0.0152481
209.408, -0.0152071
209.409, -0.015164
209.41, -0.0151191
209.411, -0.0150721
209.412, -0.0150229
209.413, -0.0149716
209.414, -0.0149186
209.415, -0.0148638
209.416, -0.0148071
209.417, -0.0147485
209.418, -0.0146883
209.419, -0.0146264
209.42, -0.0145631
209.421, -0.0144982
209.422, -0.0144316
209.423, -0.0143635
209.424, -0.0142938
209.425, -0.0142226
209.426, -0.0141496
209.427, -0.0140749
209.428, -0.0139985
209.429, -0.0139202
209.43, -0.0138421
209.431, -0.0137617
209.432, -0.0136794
209.433, -0.0135964
209.434, -0.0135132
209.435, -0.0134297
209.436, -0.013346
209.437, -0.0132626
209.438, -0.0131761
209.439, -0.0130873
209.44, -0.0129971
209.441, -0.012906
209.442, -0.0128147
209.443, -0.0127233
209.444, -0.0126344
209.445, -0.012545
209.446, -0.0124544
209.447, -0.0123611
209.448, -0.0122652
209.449, -0.012167
209.45, -0.0120666
209.451, -0.011964
209.452, -0.0118594
209.453, -0.0117527
209.454, -0.0116441
209.455, -0.0115335
209.456, -0.0114211
209.457, -0.0113069
209.458, -0.0111909
209.459, -0.011073
209.46, -0.0109534
209.461, -0.0108319
209.462, -0.0107088
209.463, -0.0105837
209.464, -0.0104567
209.465, -0.0103279
209.466, -0.0101972
209.467, -0.0100647
209.468, -0.00993051
209.469, -0.00979451
209.47, -0.00965676
209.471, -0.00951714
209.472, -0.00937531
209.473, -0.00923067
209.474, -0.00908346
209.475, -0.0089339
209.476, -0.00878216
209.477, -0.00862836
209.478, -0.00847261
209.479, -0.008315
209.48, -0.00815561
209.481, -0.00799464
209.482, -0.00783206
209.483, -0.00766831
209.484, -0.00750348
209.485, -0.00733743
209.486, -0.00716767
209.487, -0.0069946
209.488, -0.0068185
209.489, -0.00663961
209.49, -0.0064581
209.491, -0.00627412
209.492, -0.00608779
209.493, -0.00589922
209.494, -0.00570848
209.495, -0.00551566
209.496, -0.00532081
209.497, -0.005124
209.498, -0.00492526
209.499, -0.00472465
209.5, -0.00452195
209.501, -0.00431719
209.502, -0.00411046
209.503, -0.00390184
209.504, -0.00369141
209.505, -0.00347925
209.506, -0.00326541
209.507, -0.00304952
209.508, -0.0028316
209.509, -0.00261428
209.51, -0.00239719
209.511, -0.00217679
209.512, -0.00195584
209.513, -0.00173399
209.514, -0.00151092
209.515, -0.00128649
209.516, -0.00106059
209.517, -0.000834639
209.518, -0.000611158
209.519, -0.000390049
209.52, -0.000171106
209.521, 4.57635e-05
209.522, 0.000260525
209.523, 0.000473311
209.524, 0.000684153
209.525, 0.000893098
209.526, 0.00110017
209.527, 0.00130538
209.528, 0.00150874
209.529, 0.0017103
209.53, 0.0019101
209.531, 0.00210794
209.532, 0.0023032
209.533, 0.00249605
209.534, 0.00268761
209.535, 0.00287781
209.536, 0.0030666
209.537, 0.00325397
209.538, 0.00343989
209.539, 0.00362435
209.54, 0.00380693
209.541, 0.00398774
209.542, 0.00416689
209.543, 0.00434452
209.544, 0.00452062
209.545, 0.00469497
209.546, 0.0048673
209.547, 0.0050378
209.548, 0.00520662
209.549, 0.00537386
209.55, 0.00553731
209.551, 0.00569693
209.552, 0.00585274
209.553, 0.00600505
209.554, 0.00615454
209.555, 0.00630113
209.556, 0.00644476
209.557, 0.00658521
209.558, 0.00672243
209.559, 0.00685654
209.56, 0.00698759
209.561, 0.00711547
209.562, 0.00724029
209.563, 0.00736211
209.564, 0.00748098
209.565, 0.00759694
209.566, 0.00771002
209.567, 0.00782024
209.568, 0.00792763
209.569, 0.008032
209.57, 0.00813343
209.571, 0.00823196
209.572, 0.00832765
209.573, 0.0084201
209.574, 0.00850945
209.575, 0.00859582
209.576, 0.00867904
209.577, 0.00875923
209.578, 0.00883778
209.579, 0.00891497
209.58, 0.00899074
209.581, 0.00906505
209.582, 0.00913786
209.583, 0.00920914
209.584, 0.00927889
209.585, 0.00934707
209.586, 0.00941367
209.587, 0.00947869
209.588, 0.00954213
209.589, 0.00960397
209.59, 0.00966421
209.591, 0.00972275
209.592, 0.00977938
209.593, 0.00983417
209.594, 0.00988651
209.595, 0.00993662
209.596, 0.00998458
209.597, 0.0100306
209.598, 0.0100744
209.599, 0.0101162
209.6, 0.0101561
209.601, 0.0101943
209.602, 0.0102307
209.603, 0.0102659
209.604, 0.0102997
209.605, 0.0103321
209.606, 0.0103631
209.607, 0.0103926
209.608, 0.0104207
209.609, 0.0104481
209.61, 0.0104748
209.611, 0.0105008
209.612, 0.0105262
209.613, 0.0105509
209.614, 0.0105749
209.615, 0.0105982
209.616, 0.0106209
209.617, 0.010643
209.618, 0.0106643
209.619, 0.010685
209.62, 0.0107051
209.621, 0.0107244
209.622, 0.0107431
209.623, 0.0107612
209.624, 0.0107783
209.625, 0.0107942
209.626, 0.0108089
209.627, 0.0108225
209.628, 0.0108351
209.629, 0.010848
209.63, 0.0108609
209.631, 0.0108736
209.632, 0.0108859
209.633, 0.0108978
209.634, 0.0109092
209.635, 0.01092
209.636, 0.0109301
209.637, 0.0109395
209.638, 0.0109482
209.639, 0.0109561
209.64, 0.0109633
209.641, 0.0109697
209.642, 0.0109753
209.643, 0.0109801
209.644, 0.0109841
209.645, 0.0109873
209.646, 0.0109896
209.647, 0.0109911
209.648, 0.0109919
209.649, 0.0109919
209.65, 0.0109918
209.651, 0.0109914
209.652, 0.0109906
209.653, 0.0109892
209.654, 0.0109874
209.655, 0.0109849
209.656, 0.0109819
209.657, 0.0109782
209.658, 0.0109737
209.659, 0.0109686
209.66, 0.0109628
209.661, 0.0109566
209.662, 0.0109498
209.663, 0.0109426
209.664, 0.0109349
209.665, 0.0109267
209.666, 0.0109179
209.667, 0.0109088
209.668, 0.0108992
209.669, 0.0108891
209.67, 0.0108784
209.671, 0.010867
209.672, 0.0108551
209.673, 0.0108426
209.674, 0.0108291
209.675, 0.0108146
209.676, 0.0107996
209.677, 0.0107837
209.678, 0.0107669
209.679, 0.0107498
209.68, 0.0107322
209.681, 0.0107143
209.682, 0.0106962
209.683, 0.0106781
209.684, 0.0106599
209.685, 0.0106417
209.686, 0.0106236
209.687, 0.0106057
209.688, 0.0105879
209.689, 0.0105703
209.69, 0.0105526
209.691, 0.0105342
209.692, 0.010516
209.693, 0.0104974
209.694, 0.0104783
209.695, 0.0104588
209.696, 0.0104386
209.697, 0.0104179
209.698, 0.0103964
209.699, 0.0103743
209.7, 0.0103515
209.701, 0.0103282
209.702, 0.0102976
209.703, 0.0102607
209.704, 0.0102185
209.705, 0.010171
209.706, 0.0101199
209.707, 0.0100651
209.708, 0.010007
209.709, 0.00994533
209.71, 0.00988031
209.711, 0.00981176
209.712, 0.00973983
209.713, 0.00966458
209.714, 0.00958999
209.715, 0.00951043
209.716, 0.00942566
209.717, 0.00933571
209.718, 0.00924062
209.719, 0.00914051
209.72, 0.00903489
209.721, 0.00892393
209.722, 0.00880976
209.723, 0.00869209
209.724, 0.00857175
209.725, 0.00844858
209.726, 0.00832228
209.727, 0.00819278
209.728, 0.00806007
209.729, 0.00792391
209.73, 0.00778433
209.731, 0.00764127
209.732, 0.00749466
209.733, 0.00734444
209.734, 0.0071907
209.735, 0.00703348
209.736, 0.00687286
209.737, 0.00670886
209.738, 0.00654126
209.739, 0.00637015
209.74, 0.0061956
209.741, 0.00601769
209.742, 0.00583646
209.743, 0.005654
209.744, 0.00547194
209.745, 0.00529024
209.746, 0.00510885
209.747, 0.00492772
209.748, 0.00474682
209.749, 0.00456612
209.75, 0.00438557
209.751, 0.00420517
209.752, 0.00402488
209.753, 0.00384468
209.754, 0.00366456
209.755, 0.00348409
209.756, 0.00330336
209.757, 0.00312233
209.758, 0.00294107
209.759, 0.00275963
209.76, 0.00257805
209.761, 0.00239637
209.762, 0.00221461
209.763, 0.00203271
209.764, 0.00185072
209.765, 0.00166864
209.766, 0.00148645
209.767, 0.00130416
209.768, 0.00112175
209.769, 0.000939241
209.77, 0.000756645
209.771, 0.000573977
209.772, 0.000391249
209.773, 0.000208545
209.774, 2.63231e-05
209.775, -0.000155591
209.776, -0.000337314
209.777, -0.000518937
209.778, -0.000700525
209.779, -0.0008821
209.78, -0.00106372
209.781, -0.00124188
209.782, -0.00141672
209.783, -0.00158827
209.784, -0.0017566
209.785, -0.00192168
209.786, -0.00208347
209.787, -0.00224204
209.788, -0.00239745
209.789, -0.00254974
209.79, -0.00269895
209.791, -0.00284481
209.792, -0.00298742
209.793, -0.003126
209.794, -0.00326086
209.795, -0.00339227
209.796, -0.00352042
209.797, -0.00364544
209.798, -0.00376747
209.799, -0.00388657
209.8, -0.00400282
209.801, -0.00411627
209.802, -0.00422695
209.803, -0.00433488
209.804, -0.0044401
209.805, -0.00454261
209.806, -0.00464243
209.807, -0.00473955
209.808, -0.004834
209.809, -0.00492446
209.81, -0.0050113
209.811, -0.00509414
209.812, -0.00517338
209.813, -0.0052493
209.814, -0.00532213
209.815, -0.00539184
209.816, -0.00545861
209.817, -0.00552256
209.818, -0.0055839
209.819, -0.00564342
209.82, -0.00570101
209.821, -0.00575654
209.822, -0.00580996
209.823, -0.00586221
209.824, -0.00591436
209.825, -0.00596641
209.826, -0.00601838
209.827, -0.00606993
209.828, -0.00612114
209.829, -0.00617207
209.83, -0.00622253
209.831, -0.00627262
209.832, -0.00632239
209.833, -0.00637187
209.834, -0.00642198
209.835, -0.00647251
209.836, -0.00652332
209.837, -0.00657428
209.838, -0.00662529
209.839, -0.00667629
209.84, -0.00672721
209.841, -0.00677802
209.842, -0.00682821
209.843, -0.00687787
209.844, -0.00692705
209.845, -0.0069758
209.846, -0.00702418
209.847, -0.00707224
209.848, -0.00712002
209.849, -0.00716736
209.85, -0.00721441
209.851, -0.00726127
209.852, -0.00730801
209.853, -0.00735458
209.854, -0.00740118
209.855, -0.00744763
209.856, -0.00749395
209.857, -0.00754018
209.858, -0.00758632
209.859, -0.00763242
209.86, -0.00767851
209.861, -0.0077246
209.862, -0.00777073
209.863, -0.00781682
209.864, -0.00786289
209.865, -0.00790897
209.866, -0.00795508
209.867, -0.00800108
209.868, -0.00804693
209.869, -0.0080927
209.87, -0.00813842
209.871, -0.00818413
209.872, -0.00822987
209.873, -0.00827511
209.874, -0.00832061
209.875, -0.00836623
209.876, -0.00841179
209.877, -0.00845721
209.878, -0.00850239
209.879, -0.00854728
209.88, -0.00859186
209.881, -0.00863604
209.882, -0.00867982
209.883, -0.00872318
209.884, -0.00876611
209.885, -0.00880862
209.886, -0.00885071
209.887, -0.00889237
209.888, -0.00893361
209.889, -0.00897444
209.89, -0.00901451
209.891, -0.00905385
209.892, -0.00909245
209.893, -0.00913032
209.894, -0.00916748
209.895, -0.00920391
209.896, -0.0092396
209.897, -0.00927465
209.898, -0.00930901
209.899, -0.00934267
209.9, -0.00937566
209.901, -0.00940793
209.902, -0.00943952
209.903, -0.00947051
209.904, -0.00950089
209.905, -0.0095306
209.906, -0.00955962
209.907, -0.00958805
209.908, -0.00961598
209.909, -0.00964335
209.91, -0.0096701
209.911, -0.0096962
209.912, -0.00972163
209.913, -0.00974636
209.914, -0.00977001
209.915, -0.00979291
209.916, -0.009815
209.917, -0.00983627
209.918, -0.00985667
209.919, -0.00987616
209.92, -0.00989469
209.921, -0.00991226
209.922, -0.00992883
209.923, -0.00994483
209.924, -0.00996014
209.925, -0.00997466
209.926, -0.00998842
209.927, -0.0100008
209.928, -0.0100123
209.929, -0.0100231
209.93, -0.0100335
209.931, -0.0100423
209.932, -0.0100505
209.933, -0.0100583
209.934, -0.0100633
209.935, -0.010067
209.936, -0.01007
209.937, -0.0100725
209.938, -0.0100748
209.939, -0.0100771
209.94, -0.0100798
209.941, -0.0100829
209.942, -0.0100913
209.943, -0.0101005
209.944, -0.0101095
209.945, -0.010118
209.946, -0.010126
209.947, -0.0101334
209.948, -0.0101403
209.949, -0.0101466
209.95, -0.0101516
209.951, -0.0101553
209.952, -0.010158
209.953, -0.0101597
209.954, -0.0101607
209.955, -0.010161
209.956, -0.0101606
209.957, -0.010161
209.958, -0.0101619
209.959, -0.0101631
209.96, -0.0101646
209.961, -0.0101663
209.962, -0.0101681
209.963, -0.0101674
209.964, -0.0101647
209.965, -0.0101595
209.966, -0.0101521
209.967, -0.0101426
209.968, -0.0101312
209.969, -0.0101182
209.97, -0.0101037
209.971, -0.0100879
209.972, -0.0100709
209.973, -0.0100529
209.974, -0.0100338
209.975, -0.0100139
209.976, -0.00999304
209.977, -0.00997116
209.978, -0.00994834
209.979, -0.00992465
209.98, -0.00990019
209.981, -0.00987502
209.982, -0.00984919
209.983, -0.00982277
209.984, -0.00979617
209.985, -0.00976996
209.986, -0.009744
209.987, -0.00971821
209.988, -0.00969254
209.989, -0.00966692
209.99, -0.00964134
209.991, -0.00961579
209.992, -0.00959021
209.993, -0.00956464
209.994, -0.00953707
209.995, -0.0095047
209.996, -0.00946833
209.997, -0.00942881
209.998, -0.00938677
209.999, -0.00934272
210, -0.00929679
210.001, -0.00924921
210.002, -0.00920006
210.003, -0.00914958
210.004, -0.00909837
210.005, -0.00904632
210.006, -0.00899283
210.007, -0.00893597
210.008, -0.00887525
210.009, -0.00881021
210.01, -0.00874082
210.011, -0.00866706
210.012, -0.008589
210.013, -0.00850664
210.014, -0.00842064
210.015, -0.00833102
210.016, -0.00823776
210.017, -0.00814087
210.018, -0.00804034
210.019, -0.00793616
210.02, -0.00782833
210.021, -0.00771695
210.022, -0.00760258
