sim_time, big_dog?world_pose/orientation/yaw
206.556, 0.0182413
206.557, 0.0182864
206.558, 0.0183287
206.559, 0.0183683
206.56, 0.0184052
206.561, 0.0184393
206.562, 0.0184706
206.563, 0.0184992
206.564, 0.0185251
206.565, 0.0185482
206.566, 0.0185685
206.567, 0.0185861
206.568, 0.018601
206.569, 0.0186133
206.57, 0.0186229
206.571, 0.0186298
206.572, 0.0186341
206.573, 0.0186357
206.574, 0.0186347
206.575, 0.0186311
206.576, 0.0186249
206.577, 0.0186161
206.578, 0.0186047
206.579, 0.0185907
206.58, 0.0185742
206.581, 0.018555
206.582, 0.0185334
206.583, 0.0185098
206.584, 0.018484
206.585, 0.0184559
206.586, 0.0184266
206.587, 0.0183959
206.588, 0.0183638
206.589, 0.0183304
206.59, 0.0182963
206.591, 0.0182612
206.592, 0.0182249
206.593, 0.0181872
206.594, 0.0181482
206.595, 0.0181078
206.596, 0.0180661
206.597, 0.0180232
206.598, 0.017979
206.599, 0.0179337
206.6, 0.0178871
206.601, 0.0178391
206.602, 0.0177898
206.603, 0.0177392
206.604, 0.0176871
206.605, 0.0176336
206.606, 0.0175787
206.607, 0.0175229
206.608, 0.0174661
206.609, 0.0174084
206.61, 0.0173507
206.611, 0.0172924
206.612, 0.0172337
206.613, 0.0171745
206.614, 0.0171169
206.615, 0.0170586
206.616, 0.0169998
206.617, 0.0169403
206.618, 0.0168807
206.619, 0.0168202
206.62, 0.0167592
206.621, 0.0166978
206.622, 0.0166362
206.623, 0.0165744
206.624, 0.0165126
206.625, 0.0164508
206.626, 0.0163889
206.627, 0.016327
206.628, 0.016265
206.629, 0.0162031
206.63, 0.0161412
206.631, 0.016073
206.632, 0.0159994
206.633, 0.0159209
206.634, 0.0158393
206.635, 0.0157519
206.636, 0.0156587
206.637, 0.0155612
206.638, 0.0154593
206.639, 0.0153528
206.64, 0.015241
206.641, 0.015124
206.642, 0.0150019
206.643, 0.0148748
206.644, 0.0147424
206.645, 0.0146048
206.646, 0.0144619
206.647, 0.0143137
206.648, 0.0141604
206.649, 0.014002
206.65, 0.0138396
206.651, 0.0136734
206.652, 0.0135035
206.653, 0.0133295
206.654, 0.0131516
206.655, 0.0129699
206.656, 0.0127844
206.657, 0.0125949
206.658, 0.0124016
206.659, 0.0122045
206.66, 0.0120037
206.661, 0.0118002
206.662, 0.0115941
206.663, 0.0113851
206.664, 0.0111732
206.665, 0.0109584
206.666, 0.0107405
206.667, 0.0105195
206.668, 0.0102951
206.669, 0.0100674
206.67, 0.00983615
206.671, 0.00960116
206.672, 0.00936255
206.673, 0.0091202
206.674, 0.00887419
206.675, 0.00862461
206.676, 0.00837151
206.677, 0.00811494
206.678, 0.00785476
206.679, 0.00759104
206.68, 0.00732383
206.681, 0.00705382
206.682, 0.00678084
206.683, 0.00650827
206.684, 0.0062361
206.685, 0.00596432
206.686, 0.00569296
206.687, 0.00542201
206.688, 0.00515144
206.689, 0.00488125
206.69, 0.00461145
206.691, 0.00434203
206.692, 0.00407301
206.693, 0.00380427
206.694, 0.00353583
206.695, 0.00326769
206.696, 0.00299977
206.697, 0.00273208
206.698, 0.00246466
206.699, 0.0021975
206.7, 0.00193064
206.701, 0.00166396
206.702, 0.00139748
206.703, 0.00113123
206.704, 0.000865219
206.705, 0.000599456
206.706, 0.000333951
206.707, 6.87095e-05
206.708, -0.000196329
206.709, -0.000461097
206.71, -0.000725599
206.711, -0.000989719
206.712, -0.00125276
206.713, -0.00151492
206.714, -0.0017764
206.715, -0.00203731
206.716, -0.00229777
206.717, -0.00255787
206.718, -0.00281766
206.719, -0.00307472
206.72, -0.00332914
206.721, -0.00358069
206.722, -0.00382922
206.723, -0.0040749
206.724, -0.00431783
206.725, -0.00455813
206.726, -0.00479581
206.727, -0.00503077
206.728, -0.00526309
206.729, -0.00549287
206.73, -0.0057201
206.731, -0.0059447
206.732, -0.00616675
206.733, -0.00638631
206.734, -0.00660343
206.735, -0.00681778
206.736, -0.00702969
206.737, -0.00723832
206.738, -0.00744377
206.739, -0.00764613
206.74, -0.00784543
206.741, -0.00804173
206.742, -0.00823505
206.743, -0.00842542
206.744, -0.00861286
206.745, -0.0087974
206.746, -0.00897903
206.747, -0.00915777
206.748, -0.00933364
206.749, -0.00950663
206.75, -0.00967588
206.751, -0.00984163
206.752, -0.0100034
206.753, -0.0101614
206.754, -0.0103157
206.755, -0.0104665
206.756, -0.0106139
206.757, -0.0107581
206.758, -0.0108992
206.759, -0.0110372
206.76, -0.0111722
206.761, -0.0113044
206.762, -0.0114339
206.763, -0.0115605
206.764, -0.0116844
206.765, -0.0118054
206.766, -0.0119236
206.767, -0.0120392
206.768, -0.0121524
206.769, -0.0122632
206.77, -0.0123715
206.771, -0.0124768
206.772, -0.0125794
206.773, -0.0126794
206.774, -0.0127767
206.775, -0.0128728
206.776, -0.0129675
206.777, -0.0130605
206.778, -0.0131515
206.779, -0.0132404
206.78, -0.0133272
206.781, -0.0134111
206.782, -0.0134923
206.783, -0.0135709
206.784, -0.0136466
206.785, -0.0137197
206.786, -0.01379
206.787, -0.0138578
206.788, -0.0139228
206.789, -0.0139852
206.79, -0.014045
206.791, -0.0141022
206.792, -0.014157
206.793, -0.0142093
206.794, -0.0142592
206.795, -0.0143067
206.796, -0.0143518
206.797, -0.0143945
206.798, -0.0144351
206.799, -0.0144733
206.8, -0.0145091
206.801, -0.0145427
206.802, -0.0145742
206.803, -0.0146036
206.804, -0.0146309
206.805, -0.0146563
206.806, -0.0146796
206.807, -0.014701
206.808, -0.0147205
206.809, -0.0147382
206.81, -0.014754
206.811, -0.0147679
206.812, -0.0147801
206.813, -0.0147905
206.814, -0.0147991
206.815, -0.0148057
206.816, -0.0148103
206.817, -0.0148131
206.818, -0.0148141
206.819, -0.0148132
206.82, -0.0148113
206.821, -0.0148083
206.822, -0.0148039
206.823, -0.0147988
206.824, -0.014793
206.825, -0.0147864
206.826, -0.0147789
206.827, -0.0147703
206.828, -0.0147608
206.829, -0.0147503
206.83, -0.0147388
206.831, -0.0147263
206.832, -0.0147128
206.833, -0.0146983
206.834, -0.0146829
206.835, -0.0146664
206.836, -0.0146489
206.837, -0.0146306
206.838, -0.0146112
206.839, -0.0145908
206.84, -0.0145695
206.841, -0.0145472
206.842, -0.0145238
206.843, -0.0144995
206.844, -0.0144742
206.845, -0.0144479
206.846, -0.0144206
206.847, -0.0143923
206.848, -0.014363
206.849, -0.0143328
206.85, -0.0143016
206.851, -0.0142696
206.852, -0.0142367
206.853, -0.014203
206.854, -0.0141684
206.855, -0.0141328
206.856, -0.014097
206.857, -0.0140608
206.858, -0.0140246
206.859, -0.0139881
206.86, -0.0139513
206.861, -0.013914
206.862, -0.0138763
206.863, -0.0138381
206.864, -0.0137994
206.865, -0.0137601
206.866, -0.0137202
206.867, -0.0136804
206.868, -0.0136406
206.869, -0.0136005
206.87, -0.0135601
206.871, -0.0135195
206.872, -0.0134786
206.873, -0.0134375
206.874, -0.0133961
206.875, -0.0133547
206.876, -0.013313
206.877, -0.0132711
206.878, -0.013229
206.879, -0.0131875
206.88, -0.0131385
206.881, -0.0130835
206.882, -0.013024
206.883, -0.0129608
206.884, -0.0128949
206.885, -0.012827
206.886, -0.0127576
206.887, -0.012687
206.888, -0.0126155
206.889, -0.0125436
206.89, -0.0124712
206.891, -0.0124027
206.892, -0.0123328
206.893, -0.0122606
206.894, -0.0121849
206.895, -0.0121055
206.896, -0.0120225
206.897, -0.0119361
206.898, -0.0118465
206.899, -0.011754
206.9, -0.0116586
206.901, -0.0115604
206.902, -0.0114596
206.903, -0.0113559
206.904, -0.0112502
206.905, -0.0111426
206.906, -0.0110355
206.907, -0.0109264
206.908, -0.0108143
206.909, -0.0106989
206.91, -0.0105799
206.911, -0.0104572
206.912, -0.0103307
206.913, -0.0102004
206.914, -0.0100662
206.915, -0.00992754
206.916, -0.00978457
206.917, -0.00963729
206.918, -0.00948579
206.919, -0.00933015
206.92, -0.00917043
206.921, -0.00900652
206.922, -0.00883849
206.923, -0.00866644
206.924, -0.00849041
206.925, -0.00831036
206.926, -0.00812635
206.927, -0.00793845
206.928, -0.00774641
206.929, -0.00755033
206.93, -0.00735031
206.931, -0.00714642
206.932, -0.00693872
206.933, -0.00672727
206.934, -0.00651211
206.935, -0.00629328
206.936, -0.0060708
206.937, -0.00584469
206.938, -0.00561499
206.939, -0.0053845
206.94, -0.00515254
206.941, -0.00491979
206.942, -0.00468586
206.943, -0.00445023
206.944, -0.0042126
206.945, -0.00397285
206.946, -0.00373084
206.947, -0.00348648
206.948, -0.00323968
206.949, -0.00299038
206.95, -0.00273853
206.951, -0.0024841
206.952, -0.00222704
206.953, -0.00196735
206.954, -0.00170484
206.955, -0.00143953
206.956, -0.00117133
206.957, -0.000900257
206.958, -0.000626347
206.959, -0.000349623
206.96, -7.0103e-05
206.961, 0.0002122
206.962, 0.000497271
206.963, 0.000785098
206.964, 0.00107567
206.965, 0.00136898
206.966, 0.00166501
206.967, 0.00196377
206.968, 0.00226524
206.969, 0.00256942
206.97, 0.00287664
206.971, 0.00318775
206.972, 0.00350254
206.973, 0.00382055
206.974, 0.00414173
206.975, 0.00446603
206.976, 0.00479342
206.977, 0.00512373
206.978, 0.00545698
206.979, 0.00579315
206.98, 0.00613224
206.981, 0.00646789
206.982, 0.0068002
206.983, 0.00712912
206.984, 0.00745452
206.985, 0.00777647
206.986, 0.00809503
206.987, 0.00841025
206.988, 0.00872218
206.989, 0.00903083
206.99, 0.00933622
206.991, 0.00963803
206.992, 0.00993635
206.993, 0.0102313
206.994, 0.0105229
206.995, 0.0108112
206.996, 0.0110959
206.997, 0.011377
206.998, 0.0116547
206.999, 0.0119288
207, 0.0121992
207.001, 0.0124662
207.002, 0.0127298
207.003, 0.0129901
207.004, 0.0132469
207.005, 0.0135002
207.006, 0.0137502
207.007, 0.0139967
207.008, 0.0142391
207.009, 0.0144777
207.01, 0.0147126
207.011, 0.0149441
207.012, 0.0151724
207.013, 0.0153974
207.014, 0.0156194
207.015, 0.0158384
207.016, 0.0160544
207.017, 0.0162672
207.018, 0.0164763
207.019, 0.0166819
207.02, 0.0168843
207.021, 0.0170835
207.022, 0.0172797
207.023, 0.0174729
207.024, 0.0176632
207.025, 0.0178507
207.026, 0.0180353
207.027, 0.0182172
207.028, 0.0183962
207.029, 0.0185705
207.03, 0.0187399
207.031, 0.0189043
207.032, 0.0190638
207.033, 0.0192185
207.034, 0.0193685
207.035, 0.019514
207.036, 0.0196549
207.037, 0.019791
207.038, 0.0199224
207.039, 0.0200491
207.04, 0.0201714
207.041, 0.0202891
207.042, 0.0204023
207.043, 0.0205136
207.044, 0.0206223
207.045, 0.0207281
207.046, 0.0208305
207.047, 0.0209291
207.048, 0.0210238
207.049, 0.0211142
207.05, 0.0212004
207.051, 0.0212822
207.052, 0.0213597
207.053, 0.0214327
207.054, 0.0215013
207.055, 0.0215653
207.056, 0.0216248
207.057, 0.02168
207.058, 0.021731
207.059, 0.0217778
207.06, 0.0218204
207.061, 0.021859
207.062, 0.0218935
207.063, 0.0219239
207.064, 0.0219502
207.065, 0.0219726
207.066, 0.021991
207.067, 0.0220054
207.068, 0.0220159
207.069, 0.0220224
207.07, 0.0220247
207.071, 0.0220229
207.072, 0.022017
207.073, 0.0220071
207.074, 0.0219933
207.075, 0.0219756
207.076, 0.021954
207.077, 0.0219285
207.078, 0.0218992
207.079, 0.021866
207.08, 0.0218289
207.081, 0.0217879
207.082, 0.0217431
207.083, 0.0216943
207.084, 0.0216418
207.085, 0.0215853
207.086, 0.0215251
207.087, 0.0214627
207.088, 0.0213982
207.089, 0.0213316
207.09, 0.0212629
207.091, 0.0211922
207.092, 0.0211195
207.093, 0.0210447
207.094, 0.0209679
207.095, 0.0208891
207.096, 0.0208082
207.097, 0.0207254
207.098, 0.0206404
207.099, 0.0205534
207.1, 0.0204644
207.101, 0.0203732
207.102, 0.02028
207.103, 0.0201846
207.104, 0.0200872
207.105, 0.0199877
207.106, 0.0198861
207.107, 0.0197825
207.108, 0.0196767
207.109, 0.019569
207.11, 0.0194591
207.111, 0.0193472
207.112, 0.0192333
207.113, 0.0191175
207.114, 0.0190001
207.115, 0.0188812
207.116, 0.0187608
207.117, 0.0186387
207.118, 0.018515
207.119, 0.0183896
207.12, 0.0182624
207.121, 0.0181333
207.122, 0.0180044
207.123, 0.0178758
207.124, 0.0177463
207.125, 0.0176165
207.126, 0.0174862
207.127, 0.0173558
207.128, 0.0172254
207.129, 0.0170949
207.13, 0.0169638
207.131, 0.0168328
207.132, 0.0167014
207.133, 0.0165697
207.134, 0.0164378
207.135, 0.0163058
207.136, 0.0161739
207.137, 0.0160428
207.138, 0.0159063
207.139, 0.0157656
207.14, 0.0156215
207.141, 0.015475
207.142, 0.0153266
207.143, 0.0151768
207.144, 0.0150292
207.145, 0.0148797
207.146, 0.0147283
207.147, 0.0145774
207.148, 0.0144226
207.149, 0.0142635
207.15, 0.0140998
207.151, 0.0139315
207.152, 0.0137589
207.153, 0.0135817
207.154, 0.0134
207.155, 0.013214
207.156, 0.0130236
207.157, 0.0128291
207.158, 0.0126304
207.159, 0.0124277
207.16, 0.0122209
207.161, 0.0120103
207.162, 0.0117958
207.163, 0.0115775
207.164, 0.0113569
207.165, 0.0111333
207.166, 0.0109071
207.167, 0.0106783
207.168, 0.0104468
207.169, 0.0102129
207.17, 0.00997621
207.171, 0.00973689
207.172, 0.00949504
207.173, 0.00925074
207.174, 0.00900388
207.175, 0.00875441
207.176, 0.00850242
207.177, 0.00824799
207.178, 0.00799119
207.179, 0.00773314
207.18, 0.00747509
207.181, 0.00721851
207.182, 0.00696316
207.183, 0.00670886
207.184, 0.00645498
207.185, 0.00620147
207.186, 0.0059483
207.187, 0.00569543
207.188, 0.00544271
207.189, 0.00518992
207.19, 0.0049371
207.191, 0.00468423
207.192, 0.00443128
207.193, 0.0041783
207.194, 0.00392522
207.195, 0.00367207
207.196, 0.00341884
207.197, 0.00316555
207.198, 0.00291308
207.199, 0.00266142
207.2, 0.0024106
207.201, 0.00216047
207.202, 0.00191109
207.203, 0.0016624
207.204, 0.00141444
207.205, 0.00116724
207.206, 0.000921336
207.207, 0.000676741
207.208, 0.000433337
207.209, 0.000190883
207.21, -5.06771e-05
207.211, -0.000291388
207.212, -0.000531296
207.213, -0.000770427
207.214, -0.00100882
207.215, -0.00124647
207.216, -0.00148341
207.217, -0.00171964
207.218, -0.00195517
207.219, -0.00219
207.22, -0.00242413
207.221, -0.00265756
207.222, -0.00289029
207.223, -0.00312231
207.224, -0.00335319
207.225, -0.00358205
207.226, -0.00380885
207.227, -0.00403363
207.228, -0.00425642
207.229, -0.00447723
207.23, -0.00469605
207.231, -0.00491292
207.232, -0.00512779
207.233, -0.00534069
207.234, -0.00555175
207.235, -0.00576003
207.236, -0.00596578
207.237, -0.00616916
207.238, -0.00637032
207.239, -0.00656937
207.24, -0.0067664
207.241, -0.00696147
207.242, -0.00715464
207.243, -0.00734596
207.244, -0.00753544
207.245, -0.00772313
207.246, -0.00790903
207.247, -0.0080926
207.248, -0.008274
207.249, -0.00845337
207.25, -0.00863071
207.251, -0.00880605
207.252, -0.00897947
207.253, -0.00915105
207.254, -0.00932085
207.255, -0.00948888
207.256, -0.0096552
207.257, -0.0098196
207.258, -0.00998204
207.259, -0.0101426
207.26, -0.0103013
207.261, -0.0104578
207.262, -0.0106118
207.263, -0.0107623
207.264, -0.0109096
207.265, -0.0110539
207.266, -0.0111954
207.267, -0.0113342
207.268, -0.01147
207.269, -0.0116029
207.27, -0.0117332
207.271, -0.011861
207.272, -0.0119864
207.273, -0.0121095
207.274, -0.0122302
207.275, -0.0123487
207.276, -0.0124649
207.277, -0.0125788
207.278, -0.0126905
207.279, -0.0127997
207.28, -0.0129065
207.281, -0.0130108
207.282, -0.0131128
207.283, -0.0132125
207.284, -0.0133094
207.285, -0.0134036
207.286, -0.0134954
207.287, -0.0135848
207.288, -0.0136719
207.289, -0.0137568
207.29, -0.0138394
207.291, -0.0139199
207.292, -0.0139983
207.293, -0.0140745
207.294, -0.0141486
207.295, -0.0142206
207.296, -0.0142905
207.297, -0.0143584
207.298, -0.0144241
207.299, -0.0144878
207.3, -0.0145489
207.301, -0.0146077
207.302, -0.0146632
207.303, -0.0147158
207.304, -0.0147653
207.305, -0.0148118
207.306, -0.0148584
207.307, -0.0149043
207.308, -0.0149491
207.309, -0.0149927
207.31, -0.0150346
207.311, -0.0150747
207.312, -0.0151129
207.313, -0.0151491
207.314, -0.0151832
207.315, -0.0152153
207.316, -0.0152452
207.317, -0.0152729
207.318, -0.0152984
207.319, -0.0153215
207.32, -0.0153422
207.321, -0.0153606
207.322, -0.0153766
207.323, -0.0153904
207.324, -0.015402
207.325, -0.0154114
207.326, -0.0154187
207.327, -0.0154238
207.328, -0.0154268
207.329, -0.0154276
207.33, -0.0154264
207.331, -0.015423
207.332, -0.0154175
207.333, -0.0154099
207.334, -0.0154
207.335, -0.0153879
207.336, -0.0153734
207.337, -0.0153568
207.338, -0.0153379
207.339, -0.0153169
207.34, -0.0152937
207.341, -0.0152683
207.342, -0.0152408
207.343, -0.0152121
207.344, -0.0151822
207.345, -0.0151514
207.346, -0.0151196
207.347, -0.0150867
207.348, -0.0150529
207.349, -0.015018
207.35, -0.0149821
207.351, -0.0149453
207.352, -0.0149074
207.353, -0.0148686
207.354, -0.0148287
207.355, -0.0147878
207.356, -0.0147463
207.357, -0.0147039
207.358, -0.014661
207.359, -0.0146176
207.36, -0.0145734
207.361, -0.0145285
207.362, -0.0144828
207.363, -0.0144362
207.364, -0.0143888
207.365, -0.0143403
207.366, -0.014291
207.367, -0.0142406
207.368, -0.0141892
207.369, -0.0141368
207.37, -0.0140834
207.371, -0.0140289
207.372, -0.0139733
207.373, -0.0139167
207.374, -0.0138592
207.375, -0.013802
207.376, -0.0137449
207.377, -0.0136883
207.378, -0.013632
207.379, -0.0135761
207.38, -0.0135206
207.381, -0.0134656
207.382, -0.0134111
207.383, -0.013357
207.384, -0.0133034
207.385, -0.0132502
207.386, -0.0131974
207.387, -0.0131451
207.388, -0.0130932
207.389, -0.0130405
207.39, -0.0129873
207.391, -0.012934
207.392, -0.0128805
207.393, -0.0128266
207.394, -0.0127722
207.395, -0.012717
207.396, -0.0126616
207.397, -0.0126058
207.398, -0.0125497
207.399, -0.0124935
207.4, -0.0124372
207.401, -0.0123807
207.402, -0.0123242
207.403, -0.0122677
207.404, -0.0122113
207.405, -0.0121548
207.406, -0.0120983
207.407, -0.0120418
207.408, -0.0119854
207.409, -0.011929
207.41, -0.0118728
207.411, -0.0118166
207.412, -0.0117607
207.413, -0.0117051
207.414, -0.0116438
207.415, -0.0115783
207.416, -0.0115086
207.417, -0.0114384
207.418, -0.0113655
207.419, -0.011292
207.42, -0.0112146
207.421, -0.0111328
207.422, -0.0110459
207.423, -0.0109542
207.424, -0.0108578
207.425, -0.0107569
207.426, -0.0106516
207.427, -0.010542
207.428, -0.0104282
207.429, -0.0103103
207.43, -0.0101884
207.431, -0.0100625
207.432, -0.00993241
207.433, -0.00979821
207.434, -0.00965991
207.435, -0.00951752
207.436, -0.00937181
207.437, -0.00922264
207.438, -0.00906994
207.439, -0.00891358
207.44, -0.00875353
207.441, -0.00858973
207.442, -0.00842218
207.443, -0.00825072
207.444, -0.00807541
207.445, -0.0078963
207.446, -0.00771343
207.447, -0.00752683
207.448, -0.00733798
207.449, -0.00714696
207.45, -0.0069538
207.451, -0.00675854
207.452, -0.00656118
207.453, -0.00636175
207.454, -0.00615985
207.455, -0.00595559
207.456, -0.00574904
207.457, -0.0055403
207.458, -0.00532937
207.459, -0.00511603
207.46, -0.00490025
207.461, -0.00468216
207.462, -0.00446203
207.463, -0.00424052
207.464, -0.00401752
207.465, -0.00379412
207.466, -0.00357
207.467, -0.00334491
207.468, -0.00311859
207.469, -0.00289091
207.47, -0.00266176
207.471, -0.00243098
207.472, -0.00219851
207.473, -0.00196431
207.474, -0.00172834
207.475, -0.00149058
207.476, -0.00125101
207.477, -0.00100961
207.478, -0.000766384
207.479, -0.000521315
207.48, -0.000274398
207.481, -2.56298e-05
207.482, 0.000225023
207.483, 0.000477568
207.484, 0.000732009
207.485, 0.000988346
207.486, 0.00124658
207.487, 0.00150586
207.488, 0.00176635
207.489, 0.00202821
207.49, 0.00229155
207.491, 0.00255648
207.492, 0.00282307
207.493, 0.00308743
207.494, 0.0033497
207.495, 0.00360986
207.496, 0.00386799
207.497, 0.00412415
207.498, 0.00437838
207.499, 0.00463072
207.5, 0.0048812
207.501, 0.00512964
207.502, 0.00537594
207.503, 0.00562018
207.504, 0.00586249
207.505, 0.00610249
207.506, 0.00634036
207.507, 0.00657624
207.508, 0.00681024
207.509, 0.00704235
207.51, 0.00727268
207.511, 0.00750115
207.512, 0.00772797
207.513, 0.0079532
207.514, 0.00817689
207.515, 0.00839908
207.516, 0.00861967
207.517, 0.00883886
207.518, 0.00905705
207.519, 0.00927419
207.52, 0.00949024
207.521, 0.00970516
207.522, 0.0099189
207.523, 0.0101314
207.524, 0.0103407
207.525, 0.0105468
207.526, 0.0107491
207.527, 0.0109478
207.528, 0.011143
207.529, 0.0113349
207.53, 0.0115231
207.531, 0.0117077
207.532, 0.011889
207.533, 0.012067
207.534, 0.0122418
207.535, 0.0124135
207.536, 0.0125821
207.537, 0.0127477
207.538, 0.0129105
207.539, 0.0130703
207.54, 0.0132272
207.541, 0.013381
207.542, 0.0135317
207.543, 0.0136794
207.544, 0.013824
207.545, 0.0139654
207.546, 0.0141038
207.547, 0.014239
207.548, 0.0143711
207.549, 0.0145001
207.55, 0.0146259
207.551, 0.0147486
207.552, 0.0148682
207.553, 0.0149846
207.554, 0.0150978
207.555, 0.0152075
207.556, 0.0153139
207.557, 0.015417
207.558, 0.0155169
207.559, 0.0156137
207.56, 0.0157075
207.561, 0.0157982
207.562, 0.0158859
207.563, 0.0159707
207.564, 0.0160524
207.565, 0.0161312
207.566, 0.0162065
207.567, 0.0162783
207.568, 0.016346
207.569, 0.0164099
207.57, 0.0164702
207.571, 0.0165269
207.572, 0.0165804
207.573, 0.0166305
207.574, 0.0166774
207.575, 0.0167212
207.576, 0.0167618
207.577, 0.0167993
207.578, 0.0168338
207.579, 0.0168653
207.58, 0.0168937
207.581, 0.0169191
207.582, 0.0169416
207.583, 0.0169611
207.584, 0.0169772
207.585, 0.0169901
207.586, 0.0169998
207.587, 0.0170065
207.588, 0.017011
207.589, 0.0170132
207.59, 0.0170128
207.591, 0.0170097
207.592, 0.0170039
207.593, 0.0169952
207.594, 0.0169837
207.595, 0.0169694
207.596, 0.0169521
207.597, 0.0169319
207.598, 0.0169087
207.599, 0.0168826
207.6, 0.0168536
207.601, 0.0168216
207.602, 0.0167867
207.603, 0.0167488
207.604, 0.016708
207.605, 0.0166643
207.606, 0.0166176
207.607, 0.0165696
207.608, 0.0165203
207.609, 0.0164698
207.61, 0.0164181
207.611, 0.0163651
207.612, 0.0163108
207.613, 0.0162559
207.614, 0.0162001
207.615, 0.0161433
207.616, 0.0160855
207.617, 0.0160264
207.618, 0.0159663
207.619, 0.0159049
207.62, 0.0158423
207.621, 0.0157783
