sim_time, big_dog?world_angular_velocity/y
208.972, 0.370523
208.973, 0.379105
208.974, 0.387594
208.975, 0.395995
208.976, 0.404308
208.977, 0.412537
208.978, 0.416544
208.979, 0.420891
208.98, 0.425369
208.981, 0.429836
208.982, 0.434261
208.983, 0.438637
208.984, 0.44296
208.985, 0.447232
208.986, 0.451453
208.987, 0.457712
208.988, 0.463734
208.989, 0.469557
208.99, 0.475288
208.991, 0.480846
208.992, 0.486245
208.993, 0.491655
208.994, 0.496961
208.995, 0.502113
208.996, 0.507126
208.997, 0.512014
208.998, 0.516786
208.999, 0.521455
209, 0.526027
209.001, 0.53051
209.002, 0.534911
209.003, 0.539296
209.004, 0.543644
209.005, 0.547908
209.006, 0.552093
209.007, 0.556208
209.008, 0.560255
209.009, 0.564435
209.01, 0.568485
209.011, 0.572456
209.012, 0.576355
209.013, 0.579814
209.014, 0.58409
209.015, 0.588333
209.016, 0.592543
209.017, 0.596715
209.018, 0.600849
209.019, 0.604945
209.02, 0.615988
209.021, 0.586459
209.022, 0.559511
209.023, 0.533891
209.024, 0.509149
209.025, 0.485036
209.026, 0.461501
209.027, 0.438487
209.028, 0.415942
209.029, 0.393828
209.03, 0.372219
209.031, 0.350803
209.032, 0.3294
209.033, 0.309301
209.034, 0.289422
209.035, 0.269621
209.036, 0.250689
209.037, 0.231874
209.038, 0.213103
209.039, 0.19529
209.04, 0.177962
209.041, 0.160763
209.042, 0.14329
209.043, 0.125319
209.044, 0.110077
209.045, 0.0947234
209.046, 0.0799498
209.047, 0.0653227
209.048, 0.0508411
209.049, 0.0365055
209.05, 0.0223161
209.051, 0.00827264
209.052, -0.00562533
209.053, -0.0193786
209.054, -0.0329883
209.055, -0.048081
209.056, -0.0608053
209.057, -0.073461
209.058, -0.0860397
209.059, -0.0987665
209.06, -0.110916
209.061, -0.123003
209.062, -0.135019
209.063, -0.146765
209.064, -0.158471
209.065, -0.170122
209.066, -0.181705
209.067, -0.193678
209.068, -0.20638
209.069, -0.218589
209.07, -0.230387
209.071, -0.241845
209.072, -0.253015
209.073, -0.26394
209.074, -0.274653
209.075, -0.285179
209.076, -0.295539
209.077, -0.298899
209.078, -0.302733
209.079, -0.306588
209.08, -0.310302
209.081, -0.313854
209.082, -0.317254
209.083, -0.319758
209.084, -0.322315
209.085, -0.324903
209.086, -0.327507
209.087, -0.330115
209.088, -0.333337
209.089, -0.336622
209.09, -0.339032
209.091, -0.341415
209.092, -0.343777
209.093, -0.346593
209.094, -0.34877
209.095, -0.350949
209.096, -0.35313
209.097, -0.35527
209.098, -0.35728
209.099, -0.359327
209.1, -0.361402
209.101, -0.363499
209.102, -0.365611
209.103, -0.367735
209.104, -0.370294
209.105, -0.37187
209.106, -0.373504
209.107, -0.375644
209.108, -0.377352
209.109, -0.379121
209.11, -0.380946
209.111, -0.382819
209.112, -0.384735
209.113, -0.386688
209.114, -0.388675
209.115, -0.39069
209.116, -0.392729
209.117, -0.39479
209.118, -0.39687
209.119, -0.398965
209.12, -0.401074
209.121, -0.403193
209.122, -0.405323
209.123, -0.407459
209.124, -0.410246
209.125, -0.412263
209.126, -0.414286
209.127, -0.416318
209.128, -0.418356
209.129, -0.420401
209.13, -0.422453
209.131, -0.424338
209.132, -0.428128
209.133, -0.431712
209.134, -0.435116
209.135, -0.438365
209.136, -0.441484
209.137, -0.444491
209.138, -0.447403
209.139, -0.430863
209.14, -0.416145
209.141, -0.402246
209.142, -0.388684
209.143, -0.37536
209.144, -0.362138
209.145, -0.349209
209.146, -0.336427
209.147, -0.323797
209.148, -0.311233
209.149, -0.298966
209.15, -0.286837
209.151, -0.274841
209.152, -0.262963
209.153, -0.2512
209.154, -0.239553
209.155, -0.228022
209.156, -0.216604
209.157, -0.205299
209.158, -0.194107
209.159, -0.183026
209.16, -0.173799
209.161, -0.165021
209.162, -0.155822
209.163, -0.146847
209.164, -0.137753
209.165, -0.128571
209.166, -0.119328
209.167, -0.110047
209.168, -0.101681
209.169, -0.0901638
209.17, -0.080288
209.171, -0.0704858
209.172, -0.0607641
209.173, -0.0511278
209.174, -0.0395844
209.175, -0.0267238
209.176, -0.0284308
209.177, -0.0291755
209.178, -0.0294898
209.179, -0.0298647
209.18, -0.0302921
209.181, -0.0306668
209.182, -0.0311989
209.183, -0.0316676
209.184, -0.0321827
209.185, -0.0326377
209.186, -0.03304
209.187, -0.0333959
209.188, -0.0483104
209.189, -0.0561931
209.19, -0.0632274
209.191, -0.0692379
209.192, -0.0765498
209.193, -0.0827438
209.194, -0.0879766
209.195, -0.0928853
209.196, -0.0971225
209.197, -0.0959281
209.198, -0.10388
209.199, -0.117958
209.2, -0.130531
209.201, -0.139891
209.202, -0.147891
209.203, -0.155192
209.204, -0.162069
209.205, -0.168846
209.206, -0.174837
209.207, -0.18075
209.208, -0.185371
209.209, -0.189726
209.21, -0.193851
209.211, -0.19778
209.212, -0.201542
209.213, -0.205164
209.214, -0.208665
209.215, -0.212063
209.216, -0.216201
209.217, -0.220158
209.218, -0.223954
209.219, -0.227605
209.22, -0.223519
209.221, -0.219849
209.222, -0.216385
209.223, -0.213576
209.224, -0.210793
209.225, -0.208029
209.226, -0.200618
209.227, -0.193916
209.228, -0.187913
209.229, -0.182469
209.23, -0.177517
209.231, -0.173093
209.232, -0.169538
209.233, -0.166267
209.234, -0.163199
209.235, -0.160316
209.236, -0.157597
209.237, -0.155026
209.238, -0.152589
209.239, -0.150272
209.24, -0.148063
209.241, -0.145954
209.242, -0.143933
209.243, -0.141994
209.244, -0.140865
209.245, -0.139702
209.246, -0.138625
209.247, -0.137564
209.248, -0.136516
209.249, -0.135474
209.25, -0.134437
209.251, -0.133405
209.252, -0.132376
209.253, -0.131482
209.254, -0.131121
209.255, -0.129918
209.256, -0.128766
209.257, -0.127716
209.258, -0.126595
209.259, -0.125419
209.26, -0.124199
209.261, -0.122944
209.262, -0.121766
209.263, -0.120548
209.264, -0.119495
209.265, -0.118952
209.266, -0.118301
209.267, -0.117614
209.268, -0.116871
209.269, -0.11606
209.27, -0.12192
209.271, -0.121832
209.272, -0.121685
209.273, -0.121545
209.274, -0.121388
209.275, -0.121224
209.276, -0.121056
209.277, -0.120886
209.278, -0.121032
209.279, -0.121098
209.28, -0.121048
209.281, -0.121058
209.282, -0.121018
209.283, -0.120967
209.284, -0.120879
209.285, -0.12084
209.286, -0.120758
209.287, -0.118992
209.288, -0.117515
209.289, -0.116358
209.29, -0.115381
209.291, -0.114605
209.292, -0.113946
209.293, -0.11339
209.294, -0.112928
209.295, -0.11255
209.296, -0.111898
209.297, -0.111166
209.298, -0.110665
209.299, -0.11022
209.3, -0.109828
209.301, -0.109213
209.302, -0.10861
209.303, -0.10782
209.304, -0.107542
209.305, -0.107326
209.306, -0.107164
209.307, -0.107049
209.308, -0.106829
209.309, -0.106477
209.31, -0.106237
209.311, -0.106103
209.312, -0.105998
209.313, -0.105929
209.314, -0.105883
209.315, -0.105866
209.316, -0.105873
209.317, -0.105908
209.318, -0.105974
209.319, -0.106033
209.32, -0.105962
209.321, -0.106104
209.322, -0.106265
209.323, -0.106447
209.324, -0.106651
209.325, -0.106875
209.326, -0.107119
209.327, -0.108474
209.328, -0.109863
209.329, -0.111223
209.33, -0.112248
209.331, -0.113501
209.332, -0.114759
209.333, -0.115997
209.334, -0.117214
209.335, -0.118408
209.336, -0.11957
209.337, -0.120702
209.338, -0.12181
209.339, -0.122899
209.34, -0.123973
209.341, -0.125033
209.342, -0.126075
209.343, -0.127102
209.344, -0.127949
209.345, -0.128928
209.346, -0.129897
209.347, -0.130859
209.348, -0.131816
209.349, -0.132743
209.35, -0.133658
209.351, -0.134565
209.352, -0.135467
209.353, -0.136369
209.354, -0.137166
209.355, -0.138365
209.356, -0.139584
209.357, -0.140784
209.358, -0.141728
209.359, -0.142916
209.36, -0.144097
209.361, -0.145265
209.362, -0.146417
209.363, -0.14739
209.364, -0.148345
209.365, -0.149287
209.366, -0.150189
209.367, -0.151081
209.368, -0.151964
209.369, -0.152838
209.37, -0.153687
209.371, -0.154529
209.372, -0.155367
209.373, -0.156208
209.374, -0.157002
209.375, -0.157795
209.376, -0.158565
209.377, -0.159338
209.378, -0.160113
209.379, -0.160876
209.38, -0.161642
209.381, -0.162411
209.382, -0.166141
209.383, -0.167292
209.384, -0.168353
209.385, -0.16935
209.386, -0.170278
209.387, -0.171176
209.388, -0.172052
209.389, -0.172912
209.39, -0.173761
209.391, -0.174601
209.392, -0.175435
209.393, -0.176265
209.394, -0.177093
209.395, -0.177918
209.396, -0.178742
209.397, -0.179565
209.398, -0.180386
209.399, -0.181206
209.4, -0.182026
209.401, -0.182844
209.402, -0.18366
209.403, -0.184319
209.404, -0.185009
209.405, -0.185726
209.406, -0.186463
209.407, -0.187215
209.408, -0.185858
209.409, -0.18461
209.41, -0.185071
209.411, -0.185435
209.412, -0.185896
209.413, -0.186587
209.414, -0.186982
209.415, -0.187228
209.416, -0.187829
209.417, -0.188459
209.418, -0.189005
209.419, -0.189597
209.42, -0.190126
209.421, -0.190709
209.422, -0.191335
209.423, -0.19195
209.424, -0.192558
209.425, -0.193205
209.426, -0.193881
209.427, -0.194579
209.428, -0.195292
209.429, -0.196017
209.43, -0.175074
209.431, -0.142946
209.432, -0.114147
209.433, -0.120071
209.434, -0.124665
209.435, -0.128707
209.436, -0.129364
209.437, -0.130003
209.438, -0.110147
209.439, -0.0905437
209.44, -0.071905
209.441, -0.0543961
209.442, -0.0378989
209.443, -0.022529
209.444, -0.0113363
209.445, 0.000661744
209.446, 0.0156474
209.447, 0.0314956
209.448, 0.0476643
209.449, 0.0639184
209.45, 0.0801787
209.451, 0.0966094
209.452, 0.11278
209.453, 0.128925
209.454, 0.145042
209.455, 0.161129
209.456, 0.177184
209.457, 0.193207
209.458, 0.209552
209.459, 0.225869
209.46, 0.24215
209.461, 0.258387
209.462, 0.274576
209.463, 0.290341
209.464, 0.306048
209.465, 0.321703
209.466, 0.337313
209.467, 0.352881
209.468, 0.36841
209.469, 0.383903
209.47, 0.399361
209.471, 0.415452
209.472, 0.430842
209.473, 0.446179
209.474, 0.461481
209.475, 0.476748
209.476, 0.491984
209.477, 0.507191
209.478, 0.522369
209.479, 0.537519
209.48, 0.552644
209.481, 0.564642
209.482, 0.576485
209.483, 0.589549
209.484, 0.604647
209.485, 0.619918
209.486, 0.633436
209.487, 0.646774
209.488, 0.660114
209.489, 0.673551
209.49, 0.687125
209.491, 0.700857
209.492, 0.714754
209.493, 0.728815
209.494, 0.743036
209.495, 0.757408
209.496, 0.771921
209.497, 0.786564
209.498, 0.801324
209.499, 0.81619
209.5, 0.830891
209.501, 0.845959
209.502, 0.861106
209.503, 0.876319
209.504, 0.891586
209.505, 0.906897
209.506, 0.922244
209.507, 0.938288
209.508, 0.953905
209.509, 0.973015
209.51, 0.991652
209.511, 1.01715
209.512, 1.02684
209.513, 1.03349
209.514, 1.03916
209.515, 1.04445
209.516, 1.0496
209.517, 1.06873
209.518, 1.0445
209.519, 1.02286
209.52, 1.00218
209.521, 0.982779
209.522, 0.96382
209.523, 0.945253
209.524, 0.927037
209.525, 0.909102
209.526, 0.891411
209.527, 0.874184
209.528, 0.857306
209.529, 0.840663
209.53, 0.82425
209.531, 0.80817
209.532, 0.792586
209.533, 0.777293
209.534, 0.762923
209.535, 0.748997
209.536, 0.735467
209.537, 0.72228
209.538, 0.709403
209.539, 0.696808
209.54, 0.685029
209.541, 0.673362
209.542, 0.661816
209.543, 0.650357
209.544, 0.639043
209.545, 0.626734
209.546, 0.615983
209.547, 0.605311
209.548, 0.594728
209.549, 0.584238
209.55, 0.571486
209.551, 0.559094
209.552, 0.547078
209.553, 0.535177
209.554, 0.524301
209.555, 0.513583
209.556, 0.502557
209.557, 0.491894
209.558, 0.48169
209.559, 0.471559
209.56, 0.461495
209.561, 0.451618
209.562, 0.441778
209.563, 0.431983
209.564, 0.422239
209.565, 0.41255
209.566, 0.402921
209.567, 0.393355
209.568, 0.383854
209.569, 0.37333
209.57, 0.362737
209.571, 0.352153
209.572, 0.341632
209.573, 0.332764
209.574, 0.32405
209.575, 0.315341
209.576, 0.306984
209.577, 0.298678
209.578, 0.28602
209.579, 0.275652
209.58, 0.265661
209.581, 0.256018
209.582, 0.246671
209.583, 0.237575
209.584, 0.228692
209.585, 0.219993
209.586, 0.211454
209.587, 0.203057
209.588, 0.194786
209.589, 0.18663
209.59, 0.178579
209.591, 0.170012
209.592, 0.162333
209.593, 0.154723
209.594, 0.147668
209.595, 0.140568
209.596, 0.133524
209.597, 0.126458
209.598, 0.119572
209.599, 0.112723
209.6, 0.105849
209.601, 0.098967
209.602, 0.0920934
209.603, 0.0860187
209.604, 0.0798865
209.605, 0.0737243
209.606, 0.0675503
209.607, 0.0613791
209.608, 0.0552226
209.609, 0.047407
209.61, 0.0394361
209.611, 0.031524
209.612, 0.0237632
209.613, 0.0161708
209.614, 0.00874394
209.615, 0.00147432
209.616, -0.00564712
209.617, -0.012629
209.618, -0.0194793
209.619, -0.0262049
209.62, -0.0328121
209.621, -0.0393067
209.622, -0.0456935
209.623, -0.0519773
209.624, -0.0592971
209.625, -0.0650687
209.626, -0.0708468
209.627, -0.0764576
209.628, -0.0820082
209.629, -0.0887933
209.63, -0.0952281
209.631, -0.101368
209.632, -0.107261
209.633, -0.112937
209.634, -0.118436
209.635, -0.123779
209.636, -0.128989
209.637, -0.134082
209.638, -0.13907
209.639, -0.143964
209.64, -0.148774
209.641, -0.153505
209.642, -0.158163
209.643, -0.162755
209.644, -0.167283
209.645, -0.171752
209.646, -0.176203
209.647, -0.17996
209.648, -0.172919
209.649, -0.166658
209.65, -0.161082
209.651, -0.155545
209.652, -0.150118
209.653, -0.144787
209.654, -0.139745
209.655, -0.134784
209.656, -0.1299
209.657, -0.125092
209.658, -0.120358
209.659, -0.115695
209.66, -0.111101
209.661, -0.106809
209.662, -0.102187
209.663, -0.0980884
209.664, -0.0940456
209.665, -0.0900141
209.666, -0.08545
209.667, -0.0816801
209.668, -0.0779086
209.669, -0.0741413
209.67, -0.0703835
209.671, -0.0666396
209.672, -0.0629133
209.673, -0.0612378
209.674, -0.0534175
209.675, -0.0544761
209.676, -0.0548772
209.677, -0.0519484
209.678, -0.0494689
209.679, -0.047275
209.68, -0.0454911
209.681, -0.0439895
209.682, -0.0426579
209.683, -0.0414783
209.684, -0.0404351
209.685, -0.0395129
209.686, -0.0386983
209.687, -0.037979
209.688, -0.0373442
209.689, -0.0371142
209.69, -0.0392879
209.691, -0.0406111
209.692, -0.0396489
209.693, -0.0423416
209.694, -0.045676
209.695, -0.0492933
209.696, -0.0529602
209.697, -0.0565571
209.698, -0.0604719
209.699, -0.0642707
209.7, -0.0679523
209.701, -0.0715482
209.702, -0.103309
209.703, -0.131798
209.704, -0.158272
209.705, -0.184032
209.706, -0.211556
209.707, -0.238063
209.708, -0.263481
209.709, -0.288598
209.71, -0.312519
209.711, -0.336075
209.712, -0.359003
209.713, -0.381512
209.714, -0.403757
209.715, -0.427116
209.716, -0.447596
209.717, -0.466727
209.718, -0.485094
209.719, -0.503319
209.72, -0.521316
209.721, -0.538835
209.722, -0.551478
209.723, -0.564508
209.724, -0.567713
209.725, -0.571987
209.726, -0.577165
209.727, -0.5827
209.728, -0.588493
209.729, -0.59478
209.73, -0.60118
209.731, -0.607983
209.732, -0.614798
209.733, -0.621808
209.734, -0.628784
209.735, -0.635724
209.736, -0.642623
209.737, -0.649481
209.738, -0.656764
209.739, -0.663928
209.74, -0.670983
209.741, -0.677937
209.742, -0.684797
209.743, -0.692502
209.744, -0.688267
209.745, -0.6848
209.746, -0.681778
209.747, -0.679077
209.748, -0.676632
209.749, -0.674402
209.75, -0.672358
209.751, -0.670475
209.752, -0.668734
209.753, -0.667117
209.754, -0.665611
209.755, -0.665052
209.756, -0.664434
209.757, -0.664012
209.758, -0.663512
209.759, -0.662949
209.76, -0.662336
209.761, -0.661685
209.762, -0.661004
209.763, -0.660538
209.764, -0.660013
209.765, -0.659566
209.766, -0.659173
209.767, -0.658709
209.768, -0.658624
209.769, -0.658416
209.77, -0.658103
209.771, -0.657707
209.772, -0.657243
209.773, -0.657344
209.774, -0.658676
209.775, -0.659723
209.776, -0.660658
209.777, -0.661494
209.778, -0.662357
209.779, -0.66338
209.78, -0.664268
209.781, -0.651772
209.782, -0.640178
209.783, -0.62905
209.784, -0.618201
209.785, -0.607389
209.786, -0.597203
209.787, -0.587132
209.788, -0.577173
209.789, -0.567325
209.79, -0.557588
209.791, -0.548318
209.792, -0.539067
209.793, -0.530108
209.794, -0.521292
209.795, -0.512743
209.796, -0.504421
209.797, -0.496295
209.798, -0.488342
209.799, -0.480544
209.8, -0.472886
209.801, -0.465355
209.802, -0.457941
209.803, -0.450634
209.804, -0.443427
209.805, -0.436316
209.806, -0.429293
209.807, -0.422356
209.808, -0.4155
209.809, -0.409347
209.81, -0.40308
209.811, -0.396943
209.812, -0.390709
209.813, -0.384425
209.814, -0.378125
209.815, -0.371885
209.816, -0.365653
209.817, -0.359446
209.818, -0.351411
209.819, -0.345731
209.82, -0.340412
209.821, -0.335394
209.822, -0.330624
209.823, -0.31745
209.824, -0.313389
209.825, -0.309237
209.826, -0.305155
209.827, -0.301249
209.828, -0.297434
209.829, -0.29371
209.83, -0.290118
209.831, -0.286592
209.832, -0.283132
209.833, -0.280058
209.834, -0.278193
209.835, -0.276349
209.836, -0.274511
209.837, -0.272667
209.838, -0.270811
209.839, -0.268937
209.84, -0.267043
209.841, -0.26513
209.842, -0.263255
209.843, -0.261335
209.844, -0.259312
209.845, -0.25733
209.846, -0.25533
209.847, -0.253316
209.848, -0.251292
209.849, -0.249279
209.85, -0.246265
209.851, -0.243176
209.852, -0.240107
209.853, -0.237103
209.854, -0.234617
209.855, -0.232292
209.856, -0.230015
209.857, -0.227786
209.858, -0.225606
209.859, -0.22347
209.86, -0.221377
209.861, -0.219324
209.862, -0.217309
209.863, -0.21533
209.864, -0.213382
209.865, -0.211464
209.866, -0.209574
209.867, -0.207431
209.868, -0.205569
209.869, -0.203743
209.87, -0.201948
209.871, -0.200181
209.872, -0.198411
209.873, -0.197664
209.874, -0.197665
209.875, -0.197623
209.876, -0.197559
209.877, -0.19749
209.878, -0.197405
209.879, -0.197319
209.88, -0.197226
209.881, -0.197086
209.882, -0.196942
209.883, -0.196781
209.884, -0.196591
209.885, -0.1964
209.886, -0.196205
209.887, -0.196006
209.888, -0.195802
209.889, -0.195592
209.89, -0.195581
209.891, -0.195525
209.892, -0.195456
209.893, -0.195388
209.894, -0.195323
209.895, -0.195261
209.896, -0.195872
209.897, -0.19627
209.898, -0.196679
209.899, -0.197095
209.9, -0.19747
209.901, -0.197853
209.902, -0.198239
209.903, -0.198508
209.904, -0.1988
209.905, -0.199107
209.906, -0.199423
209.907, -0.199666
209.908, -0.199841
209.909, -0.200047
209.91, -0.200274
209.911, -0.200516
209.912, -0.200768
209.913, -0.201026
209.914, -0.203137
209.915, -0.204911
209.916, -0.206644
209.917, -0.208319
209.918, -0.209984
209.919, -0.211633
209.92, -0.213264
209.921, -0.214872
209.922, -0.216455
209.923, -0.217773
209.924, -0.219113
209.925, -0.220467
209.926, -0.221783
209.927, -0.201835
209.928, -0.182313
209.929, -0.177136
209.93, -0.172768
209.931, -0.169084
209.932, -0.165877
209.933, -0.163162
209.934, -0.129397
209.935, -0.0974685
209.936, -0.0679881
209.937, -0.0406457
209.938, -0.0157199
209.939, 0.00709524
209.94, 0.0276975
209.941, 0.0462343
209.942, 0.0526074
209.943, 0.0752967
209.944, 0.100796
209.945, 0.126828
209.946, 0.152719
209.947, 0.178275
209.948, 0.20346
209.949, 0.228287
209.95, 0.253853
209.951, 0.278956
209.952, 0.303645
209.953, 0.327963
209.954, 0.351947
209.955, 0.37563
209.956, 0.392887
209.957, 0.409698
209.958, 0.42722
209.959, 0.445321
209.96, 0.463896
209.961, 0.48286
209.962, 0.50214
209.963, 0.525404
209.964, 0.548159
209.965, 0.571382
209.966, 0.59437
209.967, 0.617412
209.968, 0.640165
209.969, 0.662681
209.97, 0.684999
209.971, 0.707154
209.972, 0.729168
209.973, 0.751061
209.974, 0.773528
209.975, 0.795863
209.976, 0.818072
209.977, 0.839954
209.978, 0.861679
209.979, 0.883269
209.98, 0.904739
209.981, 0.9261
209.982, 0.947364
209.983, 0.968536
209.984, 0.99081
209.985, 1.01449
209.986, 1.03774
209.987, 1.06063
209.988, 1.0832
209.989, 1.10549
209.99, 1.12752
209.991, 1.14933
209.992, 1.17229
209.993, 1.19499
209.994, 1.19914
209.995, 1.18494
209.996, 1.17207
209.997, 1.16058
209.998, 1.1505
209.999, 1.14187
210, 1.13564
210.001, 1.13093
210.002, 1.12748
210.003, 1.12506
210.004, 1.12348
210.005, 1.12367
210.006, 1.13419
210.007, 1.12692
210.008, 1.11451
210.009, 1.10109
210.01, 1.08722
210.011, 1.07332
210.012, 1.05955
210.013, 1.04594
210.014, 1.02497
210.015, 1.00499
210.016, 0.985521
210.017, 0.966351
210.018, 0.947417
210.019, 0.928697
210.02, 0.910182
210.021, 0.895455
210.022, 0.881811
210.023, 0.86832
210.024, 0.854745
210.025, 0.841252
210.026, 0.827727
210.027, 0.814566
210.028, 0.801358
210.029, 0.788134
210.03, 0.775165
210.031, 0.762181
210.032, 0.749697
210.033, 0.73715
210.034, 0.724573
210.035, 0.711995
210.036, 0.699439
210.037, 0.699607
210.038, 0.682577
210.039, 0.66686
210.04, 0.648635
210.041, 0.631345
210.042, 0.614837
210.043, 0.598986
210.044, 0.583696
210.045, 0.568891
210.046, 0.554506
210.047, 0.540491
210.048, 0.527758
210.049, 0.515118
210.05, 0.502702
210.051, 0.490373
210.052, 0.478141
210.053, 0.466013
210.054, 0.453994
210.055, 0.44146
210.056, 0.43017
210.057, 0.415901
210.058, 0.403694
210.059, 0.391468
210.06, 0.380612
210.061, 0.36885
210.062, 0.357367
210.063, 0.345876
210.064, 0.334667
210.065, 0.324281
210.066, 0.314021
210.067, 0.303882
210.068, 0.293863
210.069, 0.283709
210.07, 0.27409
210.071, 0.264555
210.072, 0.255106
210.073, 0.245745
210.074, 0.23647
210.075, 0.227283
210.076, 0.218183
210.077, 0.209864
210.078, 0.201579
210.079, 0.194165
210.08, 0.183001
210.081, 0.172112
210.082, 0.161649
210.083, 0.151171
210.084, 0.141533
210.085, 0.132127
210.086, 0.12293
210.087, 0.114243
210.088, 0.105661
210.089, 0.0973348
210.09, 0.0887763
210.091, 0.0807797
210.092, 0.0729103
210.093, 0.0650909
210.094, 0.0573295
210.095, 0.0496321
210.096, 0.0418839
210.097, 0.0343098
210.098, 0.0268964
210.099, 0.0196278
210.1, 0.0124909
210.101, 0.00547454
210.102, -0.00107713
210.103, -0.00759699
210.104, -0.0140765
210.105, -0.0205093
210.106, -0.0268906
210.107, -0.0288442
210.108, -0.0308432
210.109, -0.0330337
210.11, -0.0352831
210.111, -0.0375461
210.112, -0.0398046
210.113, -0.0420503
210.114, -0.0442012
210.115, -0.0463479
210.116, -0.0491221
210.117, -0.0517021
210.118, -0.0541207
210.119, -0.0562582
210.12, -0.0583169
210.121, -0.0603098
210.122, -0.062247
210.123, -0.0591431
210.124, -0.0564528
210.125, -0.0538683
210.126, -0.0513754
210.127, -0.0489474
210.128, -0.0465736
210.129, -0.0445951
210.13, -0.0422738
210.131, -0.0399955
210.132, -0.0377591
210.133, -0.0355855
210.134, -0.0334749
210.135, -0.0313956
210.136, -0.0293475
210.137, -0.0277981
210.138, -0.026235
210.139, -0.0246155
210.14, -0.023012
210.141, -0.0214019
210.142, -0.0197587
210.143, -0.0180928
210.144, -0.0164131
210.145, -0.0145038
210.146, -0.0126232
210.147, -0.0109381
210.148, -0.00921464
210.149, -0.00745757
210.15, -0.00567618
210.151, -0.0037345
210.152, -0.00220622
210.153, -0.000635991
210.154, 0.000965931
210.155, 0.00259089
210.156, 0.00478653
210.157, 0.00639887
210.158, 0.00802655
210.159, 0.0096695
210.16, 0.0113243
210.161, 0.0130322
210.162, 0.0146242
210.163, 0.0158819
210.164, 0.0172012
210.165, 0.0185692
210.166, 0.0199745
210.167, 0.0213146
210.168, 0.0226904
210.169, 0.0231219
210.17, 0.023303
210.171, 0.0235804
210.172, 0.0239092
210.173, 0.0242676
210.174, 0.0241345
210.175, 0.0241017
210.176, 0.0241367
210.177, 0.023706
210.178, 0.0234187
210.179, 0.0229923
210.18, 0.0227072
210.181, 0.0226748
210.182, 0.0233575
210.183, 0.0240332
210.184, 0.0247041
210.185, 0.0120134
210.186, -0.000690666
210.187, -0.0115543
210.188, -0.0208519
210.189, -0.0288193
210.19, -0.0356506
210.191, -0.0352567
210.192, -0.0349478
210.193, -0.0347041
210.194, -0.0346926
210.195, -0.0346965
210.196, -0.0347103
210.197, -0.0347297
210.198, -0.0347514
210.199, -0.0351358
210.2, -0.0354691
210.201, -0.0357567
210.202, -0.0360035
210.203, -0.0362141
210.204, -0.0363922
210.205, -0.0365416
210.206, -0.0335174
210.207, -0.0308979
210.208, -0.028628
210.209, -0.0266602
210.21, -0.0249537
210.211, -0.0560495
210.212, -0.086819
210.213, -0.115332
210.214, -0.140358
210.215, -0.162255
210.216, -0.176099
210.217, -0.198757
210.218, -0.223631
210.219, -0.248823
210.22, -0.273815
210.221, -0.298503
210.222, -0.32419
210.223, -0.349452
210.224, -0.374363
210.225, -0.398985
210.226, -0.423369
210.227, -0.447556
210.228, -0.471578
210.229, -0.49546
210.23, -0.519221
210.231, -0.544864
210.232, -0.570113
210.233, -0.595534
210.234, -0.621129
210.235, -0.647668
210.236, -0.669933
210.237, -0.690319
210.238, -0.709721
210.239, -0.728466
210.24, -0.74669
210.241, -0.764484
210.242, -0.781871
210.243, -0.782828
210.244, -0.784709
210.245, -0.78695
210.246, -0.789321
210.247, -0.791745
210.248, -0.794194
210.249, -0.797602
210.25, -0.800847
210.251, -0.803951
210.252, -0.809682
210.253, -0.814185
210.254, -0.818328
210.255, -0.823422
210.256, -0.82804
210.257, -0.833208
210.258, -0.835852
210.259, -0.832268
210.26, -0.830519
210.261, -0.829821
210.262, -0.83003
210.263, -0.83206
210.264, -0.834485
210.265, -0.837315
210.266, -0.840485
210.267, -0.843937
210.268, -0.843658
210.269, -0.844183
210.27, -0.823151
210.271, -0.803681
210.272, -0.785135
210.273, -0.767275
210.274, -0.750001
210.275, -0.733249
210.276, -0.716955
210.277, -0.701072
210.278, -0.685562
210.279, -0.671032
210.28, -0.657639
210.281, -0.64425
210.282, -0.630896
210.283, -0.617598
210.284, -0.60495
210.285, -0.592272
210.286, -0.58243
210.287, -0.572354
210.288, -0.562113
210.289, -0.551755
210.29, -0.541548
210.291, -0.531452
210.292, -0.521266
210.293, -0.511428
210.294, -0.501481
210.295, -0.491753
210.296, -0.481928
210.297, -0.472046
210.298, -0.461832
210.299, -0.452562
210.3, -0.443527
210.301, -0.434691
210.302, -0.426022
210.303, -0.417497
210.304, -0.40488
210.305, -0.39253
210.306, -0.380679
210.307, -0.369014
210.308, -0.357528
210.309, -0.346211
210.31, -0.335054
210.311, -0.324048
210.312, -0.313705
210.313, -0.303365
210.314, -0.293054
210.315, -0.282793
210.316, -0.272303
210.317, -0.262303
210.318, -0.252369
210.319, -0.242508
210.32, -0.232727
210.321, -0.22303
210.322, -0.213419
210.323, -0.204218
210.324, -0.195091
210.325, -0.186038
210.326, -0.17645
210.327, -0.166841
210.328, -0.158143
210.329, -0.149669
210.33, -0.141398
210.331, -0.133308
210.332, -0.125381
210.333, -0.117599
210.334, -0.1102
210.335, -0.102851
210.336, -0.0955605
210.337, -0.0883335
210.338, -0.0811719
210.339, -0.0740763
210.34, -0.0670462
210.341, -0.0600803
210.342, -0.0531769
210.343, -0.0463341
210.344, -0.0395498
