sim_time, big_dog?world_angular_velocity/x
205.998, 0.112098
205.999, 0.112816
206, 0.11347
206.001, 0.114065
206.002, 0.114608
206.003, 0.115103
206.004, 0.115554
206.005, 0.115964
206.006, 0.11565
206.007, 0.1169
206.008, 0.118025
206.009, 0.119041
206.01, 0.120038
206.011, 0.120938
206.012, 0.121751
206.013, 0.122484
206.014, 0.123147
206.015, 0.123744
206.016, 0.124282
206.017, 0.124508
206.018, 0.123133
206.019, 0.122474
206.02, 0.121764
206.021, 0.121783
206.022, 0.121664
206.023, 0.121623
206.024, 0.121459
206.025, 0.119112
206.026, 0.116989
206.027, 0.114941
206.028, 0.112957
206.029, 0.111027
206.03, 0.109496
206.031, 0.107971
206.032, 0.106451
206.033, 0.104938
206.034, 0.103383
206.035, 0.10184
206.036, 0.100307
206.037, 0.0987827
206.038, 0.0972671
206.039, 0.0958617
206.04, 0.094233
206.041, 0.0926311
206.042, 0.0915235
206.043, 0.0901908
206.044, 0.0892659
206.045, 0.0882887
206.046, 0.0872668
206.047, 0.0862064
206.048, 0.0851126
206.049, 0.0839901
206.05, 0.0828428
206.051, 0.081674
206.052, 0.0804451
206.053, 0.0797407
206.054, 0.0790635
206.055, 0.0783377
206.056, 0.0775682
206.057, 0.0767607
206.058, 0.0767888
206.059, 0.0736414
206.06, 0.0706715
206.061, 0.0678546
206.062, 0.0651717
206.063, 0.062607
206.064, 0.0603715
206.065, 0.0581053
206.066, 0.0559289
206.067, 0.0538321
206.068, 0.0517941
206.069, 0.04981
206.07, 0.0478746
206.071, 0.0459849
206.072, 0.0441376
206.073, 0.0423296
206.074, 0.0405583
206.075, 0.0388214
206.076, 0.0371168
206.077, 0.0354426
206.078, 0.0337971
206.079, 0.0321789
206.08, 0.0305867
206.081, 0.029019
206.082, 0.027475
206.083, 0.0259534
206.084, 0.0253885
206.085, 0.0247552
206.086, 0.0241096
206.087, 0.0234728
206.088, 0.0227365
206.089, 0.0221357
206.09, 0.0215453
206.091, 0.0209639
206.092, 0.0203913
206.093, 0.0198276
206.094, 0.0184019
206.095, 0.0170747
206.096, 0.015833
206.097, 0.0146666
206.098, 0.0135648
206.099, 0.0124519
206.1, 0.0113998
206.101, 0.00986495
206.102, 0.00843284
206.103, 0.00709185
206.104, 0.00590461
206.105, 0.00461565
206.106, 0.00304912
206.107, 0.00177261
206.108, 0.000641854
206.109, -0.000389609
206.11, -0.00520374
206.111, -0.00953177
206.112, -0.013436
206.113, -0.017273
206.114, -0.0207387
206.115, -0.0238746
206.116, -0.0267159
206.117, -0.025835
206.118, -0.0322871
206.119, -0.0407346
206.12, -0.0503517
206.121, -0.0603093
206.122, -0.0704588
206.123, -0.0807746
206.124, -0.0917308
206.125, -0.102971
206.126, -0.114422
206.127, -0.121724
206.128, -0.125243
206.129, -0.128172
206.13, -0.130653
206.131, -0.133535
206.132, -0.136331
206.133, -0.139131
206.134, -0.142021
206.135, -0.144836
206.136, -0.146743
206.137, -0.148668
206.138, -0.150603
206.139, -0.152545
206.14, -0.154489
206.141, -0.157032
206.142, -0.159512
206.143, -0.161937
206.144, -0.164521
206.145, -0.167107
206.146, -0.16963
206.147, -0.172098
206.148, -0.174516
206.149, -0.176891
206.15, -0.179225
206.151, -0.181523
206.152, -0.183787
206.153, -0.183426
206.154, -0.181691
206.155, -0.180206
206.156, -0.178765
206.157, -0.177305
206.158, -0.175864
206.159, -0.174581
206.16, -0.17333
206.161, -0.174046
206.162, -0.168708
206.163, -0.163654
206.164, -0.158813
206.165, -0.154162
206.166, -0.14972
206.167, -0.145415
206.168, -0.141249
206.169, -0.137203
206.17, -0.133265
206.171, -0.129425
206.172, -0.125943
206.173, -0.122519
206.174, -0.119149
206.175, -0.115835
206.176, -0.112574
206.177, -0.109365
206.178, -0.106208
206.179, -0.102974
206.18, -0.0982071
206.181, -0.0936814
206.182, -0.0892602
206.183, -0.0847158
206.184, -0.0805654
206.185, -0.0764497
206.186, -0.0723579
206.187, -0.0680489
206.188, -0.0637511
206.189, -0.0594869
206.19, -0.0552571
206.191, -0.0510563
206.192, -0.0468924
206.193, -0.0427662
206.194, -0.038628
206.195, -0.0349015
206.196, -0.0312319
206.197, -0.027611
206.198, -0.0253784
206.199, -0.0230674
206.2, -0.0207427
206.201, -0.0184274
206.202, -0.0161271
206.203, -0.0138421
206.204, -0.0113758
206.205, -0.00893966
206.206, -0.00642241
206.207, -0.00393878
206.208, -0.00148498
206.209, 0.000881331
206.21, 0.00337481
206.211, 0.00592955
206.212, 0.00844846
206.213, 0.0110359
206.214, 0.0135848
206.215, 0.016108
206.216, 0.0186465
206.217, 0.0210203
206.218, 0.0236852
206.219, 0.0263034
206.22, 0.0289321
206.221, 0.0315312
206.222, 0.0338041
206.223, 0.0360928
206.224, 0.0375292
206.225, 0.0390185
206.226, 0.040513
206.227, 0.0424962
206.228, 0.0444122
206.229, 0.0462667
206.23, 0.0480653
206.231, 0.049813
206.232, 0.051514
206.233, 0.0531722
206.234, 0.0547909
206.235, 0.0571583
206.236, 0.0594162
206.237, 0.0614358
206.238, 0.0637026
206.239, 0.0658732
206.24, 0.0679569
206.241, 0.0701345
206.242, 0.0722239
206.243, 0.0742335
206.244, 0.0761677
206.245, 0.0780801
206.246, 0.0803148
206.247, 0.0825076
206.248, 0.0841408
206.249, 0.085763
206.25, 0.0859201
206.251, 0.0861657
206.252, 0.0864151
206.253, 0.0866382
206.254, 0.0872176
206.255, 0.0877288
206.256, 0.0882507
206.257, 0.0887062
206.258, 0.089102
206.259, 0.089444
206.26, 0.0897372
206.261, 0.0897948
206.262, 0.0902512
206.263, 0.0906462
206.264, 0.0909865
206.265, 0.0912773
206.266, 0.0917402
206.267, 0.0921412
206.268, 0.0924872
206.269, 0.0927836
206.27, 0.0930353
206.271, 0.0932465
206.272, 0.093421
206.273, 0.0935565
206.274, 0.0944558
206.275, 0.0932736
206.276, 0.092169
206.277, 0.0911468
206.278, 0.0901281
206.279, 0.0892664
206.28, 0.088386
206.281, 0.0874889
206.282, 0.0865981
206.283, 0.08587
206.284, 0.0852015
206.285, 0.0844975
206.286, 0.083763
206.287, 0.0830872
206.288, 0.0823798
206.289, 0.081645
206.29, 0.0808864
206.291, 0.080107
206.292, 0.0793096
206.293, 0.0784964
206.294, 0.0776694
206.295, 0.0768305
206.296, 0.0762374
206.297, 0.075609
206.298, 0.0749503
206.299, 0.0742655
206.3, 0.0735579
206.301, 0.0728307
206.302, 0.069662
206.303, 0.0666955
206.304, 0.0638998
206.305, 0.0615471
206.306, 0.0592868
206.307, 0.0573007
206.308, 0.0553872
206.309, 0.0535415
206.31, 0.0517582
206.311, 0.0500322
206.312, 0.04838
206.313, 0.0467744
206.314, 0.0452325
206.315, 0.0437286
206.316, 0.0422612
206.317, 0.040825
206.318, 0.0394132
206.319, 0.0380326
206.32, 0.0366656
206.321, 0.0352894
206.322, 0.033945
206.323, 0.0325896
206.324, 0.0312134
206.325, 0.0298486
206.326, 0.0292847
206.327, 0.0286579
206.328, 0.0279573
206.329, 0.0272661
206.33, 0.0265901
206.331, 0.0259313
206.332, 0.0252901
206.333, 0.0243726
206.334, 0.0235005
206.335, 0.0227923
206.336, 0.0221391
206.337, 0.0213917
206.338, 0.0206976
206.339, 0.0199443
206.34, 0.0191263
206.341, 0.0183636
206.342, 0.017588
206.343, 0.016861
206.344, 0.0161649
206.345, 0.0153806
206.346, 0.0146445
206.347, 0.0139513
206.348, 0.013902
206.349, 0.0138016
206.35, 0.0136702
206.351, 0.0135185
206.352, 0.0133532
206.353, 0.0131791
206.354, 0.0129996
206.355, 0.0128176
206.356, 0.0126352
206.357, 0.000901343
206.358, -0.00868825
206.359, -0.0080715
206.36, -0.00772745
206.361, -0.00762235
206.362, -0.00770383
206.363, -0.00768593
206.364, -0.00832781
206.365, -0.00902265
206.366, -0.0097558
206.367, -0.0105154
206.368, -0.011292
206.369, -0.0120777
206.37, -0.0130756
206.371, -0.0140505
206.372, -0.0157151
206.373, -0.0172843
206.374, -0.018769
206.375, -0.0201785
206.376, -0.0215205
206.377, -0.0228014
206.378, -0.0240263
206.379, -0.0251999
206.38, -0.026326
206.381, -0.0274077
206.382, -0.0284479
206.383, -0.031843
206.384, -0.035334
206.385, -0.0385557
206.386, -0.0415316
206.387, -0.043664
206.388, -0.0471617
206.389, -0.0503645
206.39, -0.053302
206.391, -0.0516981
206.392, -0.0598828
206.393, -0.0707404
206.394, -0.0824412
206.395, -0.0965531
206.396, -0.103415
206.397, -0.10775
206.398, -0.106368
206.399, -0.104929
206.4, -0.103596
206.401, -0.102968
206.402, -0.102497
206.403, -0.102107
206.404, -0.101744
206.405, -0.101571
206.406, -0.101455
206.407, -0.101392
206.408, -0.101377
206.409, -0.099295
206.41, -0.097731
206.411, -0.096275
206.412, -0.0948722
206.413, -0.0935053
206.414, -0.0921692
206.415, -0.0910172
206.416, -0.0900639
206.417, -0.0891091
206.418, -0.0881576
206.419, -0.0872955
206.42, -0.086537
206.421, -0.0856878
206.422, -0.0849102
206.423, -0.0841297
206.424, -0.0833511
206.425, -0.0825774
206.426, -0.0817817
206.427, -0.0809994
206.428, -0.0802945
206.429, -0.0795966
206.43, -0.0789076
206.431, -0.0782286
206.432, -0.0775611
206.433, -0.0769058
206.434, -0.0762637
206.435, -0.0756353
206.436, -0.0750213
206.437, -0.0748031
206.438, -0.0741647
206.439, -0.0735768
206.44, -0.0730296
206.441, -0.0725163
206.442, -0.0720338
206.443, -0.071579
206.444, -0.0683277
206.445, -0.0654084
206.446, -0.0625856
206.447, -0.0598059
206.448, -0.0569801
206.449, -0.0541766
206.45, -0.051392
206.451, -0.0485859
206.452, -0.0458435
206.453, -0.0429962
206.454, -0.0402126
206.455, -0.0373507
206.456, -0.0345193
206.457, -0.031646
206.458, -0.0287262
206.459, -0.025845
206.46, -0.0229995
206.461, -0.0201873
206.462, -0.0169146
206.463, -0.013713
206.464, -0.010574
206.465, -0.00749064
206.466, -0.00445831
206.467, -0.00147314
206.468, 0.00146811
206.469, 0.00436822
206.47, 0.00816978
206.471, 0.0118372
206.472, 0.0154782
206.473, 0.019086
206.474, 0.0226443
206.475, 0.0261787
206.476, 0.029685
206.477, 0.0341575
206.478, 0.038511
206.479, 0.042758
206.48, 0.047034
206.481, 0.0515345
206.482, 0.0559143
206.483, 0.0603811
206.484, 0.0647301
206.485, 0.068972
206.486, 0.073116
206.487, 0.0771702
206.488, 0.081095
206.489, 0.0850926
206.49, 0.0896769
206.491, 0.0941249
206.492, 0.0984608
206.493, 0.102769
206.494, 0.106966
206.495, 0.111063
206.496, 0.115067
206.497, 0.118985
206.498, 0.122824
206.499, 0.126589
206.5, 0.130286
206.501, 0.133918
206.502, 0.134307
206.503, 0.134951
206.504, 0.136298
206.505, 0.137846
206.506, 0.139294
206.507, 0.140646
206.508, 0.14191
206.509, 0.143092
206.51, 0.144201
206.511, 0.145243
206.512, 0.146223
206.513, 0.147147
206.514, 0.147426
206.515, 0.149162
206.516, 0.150764
206.517, 0.152247
206.518, 0.153758
206.519, 0.155184
206.52, 0.156395
206.521, 0.157798
206.522, 0.159104
206.523, 0.160321
206.524, 0.158678
206.525, 0.156932
206.526, 0.155344
206.527, 0.152363
206.528, 0.150013
206.529, 0.147792
206.53, 0.145657
206.531, 0.143597
206.532, 0.141659
206.533, 0.139767
206.534, 0.137721
206.535, 0.135744
206.536, 0.134269
206.537, 0.132799
206.538, 0.131285
206.539, 0.129887
206.54, 0.12849
206.541, 0.127094
206.542, 0.125701
206.543, 0.124313
206.544, 0.122931
206.545, 0.121555
206.546, 0.120187
206.547, 0.118825
206.548, 0.117472
206.549, 0.116128
206.55, 0.114796
206.551, 0.112784
206.552, 0.112418
206.553, 0.111963
206.554, 0.111514
206.555, 0.109616
206.556, 0.107751
206.557, 0.105912
206.558, 0.103976
206.559, 0.102073
206.56, 0.10016
206.561, 0.0983459
206.562, 0.0964978
206.563, 0.0947812
206.564, 0.0930567
206.565, 0.0913786
206.566, 0.0897196
206.567, 0.0880685
206.568, 0.0864266
206.569, 0.0847948
206.57, 0.0831736
206.571, 0.0815672
206.572, 0.0799721
206.573, 0.0783877
206.574, 0.0768188
206.575, 0.0752618
206.576, 0.0737167
206.577, 0.0721837
206.578, 0.0706557
206.579, 0.0691409
206.58, 0.0676392
206.581, 0.0662189
206.582, 0.0646264
206.583, 0.0627337
206.584, 0.060909
206.585, 0.0591421
206.586, 0.0585914
206.587, 0.0579791
206.588, 0.0571925
206.589, 0.0564421
206.59, 0.0573103
206.591, 0.0563543
206.592, 0.0547931
206.593, 0.0531784
206.594, 0.0516189
206.595, 0.0501314
206.596, 0.0486127
206.597, 0.0469896
206.598, 0.0454882
206.599, 0.0437953
206.6, 0.042252
206.601, 0.0408462
206.602, 0.0395523
206.603, 0.0384181
206.604, 0.0372911
206.605, 0.0362366
206.606, 0.0352463
206.607, 0.0330533
206.608, 0.0336277
206.609, 0.0340849
206.61, 0.035369
206.611, 0.0356014
206.612, 0.0356017
206.613, 0.0354605
206.614, 0.0356091
206.615, 0.0330016
206.616, 0.0305103
206.617, 0.0279424
206.618, 0.0254849
206.619, 0.0230225
206.62, 0.0203627
206.621, 0.0178005
206.622, 0.0153172
206.623, 0.012898
206.624, 0.0105307
206.625, 0.00811276
206.626, 0.00573884
206.627, 0.00330857
206.628, 0.000917437
206.629, -0.00144174
206.63, -0.00377487
206.631, -0.0103009
206.632, -0.0169607
206.633, -0.0241351
206.634, -0.0332026
206.635, -0.0397824
206.636, -0.0451358
206.637, -0.0486439
206.638, -0.0520651
206.639, -0.055476
206.64, -0.0593656
206.641, -0.0632203
206.642, -0.0670467
206.643, -0.0708553
206.644, -0.0747106
206.645, -0.0786836
206.646, -0.0827577
206.647, -0.0867803
206.648, -0.0907582
206.649, -0.0946966
206.65, -0.0958559
206.651, -0.0972762
206.652, -0.0987725
206.653, -0.100577
206.654, -0.10235
206.655, -0.104091
206.656, -0.105802
206.657, -0.10752
206.658, -0.109206
206.659, -0.110919
206.66, -0.112411
206.661, -0.113281
206.662, -0.114189
206.663, -0.115129
206.664, -0.116098
206.665, -0.117091
206.666, -0.118104
206.667, -0.119135
206.668, -0.119704
206.669, -0.120354
206.67, -0.121549
206.671, -0.123238
206.672, -0.124868
206.673, -0.126583
206.674, -0.128243
206.675, -0.129859
206.676, -0.131437
206.677, -0.132983
206.678, -0.134621
206.679, -0.136225
206.68, -0.137799
206.681, -0.138776
206.682, -0.139737
206.683, -0.137079
206.684, -0.134798
206.685, -0.132641
206.686, -0.130519
206.687, -0.128385
206.688, -0.126294
206.689, -0.124201
206.69, -0.122109
206.691, -0.120018
206.692, -0.117933
206.693, -0.115895
206.694, -0.113857
206.695, -0.111823
206.696, -0.109826
206.697, -0.107832
206.698, -0.105841
206.699, -0.103855
206.7, -0.101873
206.701, -0.0998869
206.702, -0.0979091
206.703, -0.0959406
206.704, -0.093982
206.705, -0.092034
206.706, -0.090097
206.707, -0.0881712
206.708, -0.0862777
206.709, -0.0842574
206.71, -0.082259
206.711, -0.0807299
206.712, -0.0777731
206.713, -0.0749347
206.714, -0.0721981
206.715, -0.0695503
206.716, -0.0669809
206.717, -0.0644817
206.718, -0.0620456
206.719, -0.0583002
206.72, -0.0547419
206.721, -0.0508616
206.722, -0.0467472
206.723, -0.042741
206.724, -0.0388291
206.725, -0.035002
206.726, -0.0311889
206.727, -0.0272483
206.728, -0.023397
206.729, -0.019627
206.73, -0.0158589
206.731, -0.0120135
206.732, -0.00825212
206.733, -0.0045679
206.734, -0.000954964
206.735, 0.00248057
206.736, 0.00573361
206.737, 0.00836769
206.738, 0.0110316
206.739, 0.013685
206.74, 0.0163127
206.741, 0.0189112
206.742, 0.0214802
206.743, 0.0240204
206.744, 0.0265329
206.745, 0.0290186
206.746, 0.0314784
206.747, 0.0339132
206.748, 0.0363239
206.749, 0.0387111
206.75, 0.041931
206.751, 0.0450468
206.752, 0.0487525
206.753, 0.0523102
206.754, 0.0559839
206.755, 0.0596782
206.756, 0.0632311
206.757, 0.0666572
206.758, 0.0701278
206.759, 0.0734793
206.76, 0.076723
206.761, 0.0798684
206.762, 0.082924
206.763, 0.0858315
206.764, 0.0888147
206.765, 0.0917467
206.766, 0.0945993
206.767, 0.0971432
206.768, 0.0993751
206.769, 0.0990298
206.77, 0.0989083
206.771, 0.0992755
206.772, 0.0996045
206.773, 0.099884
206.774, 0.100114
206.775, 0.0988324
206.776, 0.0976479
206.777, 0.096544
206.778, 0.0955092
206.779, 0.0945343
206.78, 0.093612
206.781, 0.0932324
206.782, 0.0928451
206.783, 0.0924525
206.784, 0.0921699
206.785, 0.0919287
206.786, 0.091671
206.787, 0.0913994
206.788, 0.0912751
206.789, 0.0911254
206.79, 0.0909543
206.791, 0.0907648
206.792, 0.0905596
206.793, 0.0903408
206.794, 0.0901102
206.795, 0.0894621
206.796, 0.0888029
206.797, 0.08816
206.798, 0.0861673
206.799, 0.0847318
206.8, 0.0833095
206.801, 0.0819093
206.802, 0.0804881
206.803, 0.0790478
206.804, 0.0776556
206.805, 0.0762436
206.806, 0.0748454
206.807, 0.0734309
206.808, 0.0720035
206.809, 0.0705655
206.81, 0.0691192
206.811, 0.0676665
206.812, 0.0662089
206.813, 0.0647478
206.814, 0.0632845
206.815, 0.0620031
206.816, 0.0607026
206.817, 0.0593864
206.818, 0.0580574
206.819, 0.0567178
206.82, 0.0546895
206.821, 0.0527291
206.822, 0.0508253
206.823, 0.0495936
206.824, 0.0483404
206.825, 0.0471013
206.826, 0.0459471
206.827, 0.0447995
206.828, 0.043668
206.829, 0.0425364
206.83, 0.0413948
206.831, 0.0402362
206.832, 0.0390993
206.833, 0.0379821
206.834, 0.0368998
206.835, 0.035793
206.836, 0.0346267
206.837, 0.033484
206.838, 0.0323627
206.839, 0.0312609
206.84, 0.0301771
206.841, 0.0291099
206.842, 0.0280582
206.843, 0.0270208
206.844, 0.0259969
206.845, 0.0249857
206.846, 0.0239865
206.847, 0.0229986
206.848, 0.0220215
206.849, 0.0210254
206.85, 0.0202359
206.851, 0.0190468
206.852, 0.017892
206.853, 0.0167676
206.854, 0.0156703
206.855, 0.0145975
206.856, 0.0141328
206.857, 0.0136301
206.858, 0.0122896
206.859, 0.0110321
206.86, 0.00985061
206.861, 0.00873778
206.862, 0.00768683
206.863, 0.00669172
206.864, 0.00567352
206.865, 0.00470849
206.866, 0.00379162
206.867, 0.0116703
206.868, 0.0192027
206.869, 0.0161868
206.87, 0.0140466
206.871, 0.0122436
206.872, 0.0106071
206.873, 0.00911129
206.874, 0.00809445
206.875, 0.0071215
206.876, 0.0058657
206.877, 0.00430987
206.878, 0.00287892
206.879, 0.00152604
206.88, -0.00526125
206.881, -0.0113012
206.882, -0.0166953
206.883, -0.021525
206.884, -0.0258571
206.885, -0.0297475
206.886, -0.0332439
206.887, -0.0363875
206.888, -0.0392142
206.889, -0.0417558
206.89, -0.0440407
206.891, -0.0404277
206.892, -0.0477141
206.893, -0.056562
206.894, -0.0686973
206.895, -0.0814981
206.896, -0.0945617
206.897, -0.107485
206.898, -0.120483
206.899, -0.133399
206.9, -0.146243
206.901, -0.159189
206.902, -0.172064
206.903, -0.185112
206.904, -0.194946
206.905, -0.205332
206.906, -0.219098
206.907, -0.222619
206.908, -0.223556
206.909, -0.223657
206.91, -0.223532
206.911, -0.223381
206.912, -0.223263
206.913, -0.223193
206.914, -0.223172
206.915, -0.223709
206.916, -0.224195
206.917, -0.224785
206.918, -0.225367
206.919, -0.225946
206.92, -0.226524
206.921, -0.227267
206.922, -0.227998
206.923, -0.228719
206.924, -0.229435
206.925, -0.23025
206.926, -0.231054
206.927, -0.231851
206.928, -0.232908
206.929, -0.233938
206.93, -0.234945
206.931, -0.235934
206.932, -0.236908
206.933, -0.237871
206.934, -0.238826
206.935, -0.239774
206.936, -0.240717
206.937, -0.2416
206.938, -0.242489
206.939, -0.240222
206.94, -0.238657
206.941, -0.230169
206.942, -0.222506
206.943, -0.215257
206.944, -0.208453
206.945, -0.201799
206.946, -0.195271
206.947, -0.188857
206.948, -0.182549
206.949, -0.176342
206.95, -0.170229
206.951, -0.164207
206.952, -0.158272
206.953, -0.15242
206.954, -0.146734
206.955, -0.141116
206.956, -0.135553
206.957, -0.130058
206.958, -0.124635
206.959, -0.119276
206.96, -0.113979
206.961, -0.108725
206.962, -0.103532
206.963, -0.0983987
206.964, -0.0933239
206.965, -0.0883056
206.966, -0.0833424
206.967, -0.0784326
206.968, -0.0735749
206.969, -0.0687676
206.97, -0.0639246
206.971, -0.0599376
206.972, -0.0559422
206.973, -0.0513974
206.974, -0.0469007
206.975, -0.0424483
206.976, -0.0380376
206.977, -0.0335012
206.978, -0.029018
206.979, -0.0245839
206.98, -0.020196
206.981, -0.0165805
206.982, -0.0129675
206.983, -0.00958916
206.984, -0.0056493
206.985, -0.00176406
206.986, 0.00207099
206.987, 0.00585981
206.988, 0.00960595
206.989, 0.0133125
206.99, 0.0169849
206.991, 0.0210935
206.992, 0.0251255
206.993, 0.0290884
206.994, 0.0329885
206.995, 0.0368311
206.996, 0.0415575
206.997, 0.0457656
206.998, 0.0496805
206.999, 0.0540505
207, 0.0586131
207.001, 0.0630561
207.002, 0.0673913
207.003, 0.0716286
207.004, 0.0762575
207.005, 0.0807596
207.006, 0.0848889
207.007, 0.0895796
207.008, 0.0931238
207.009, 0.0965982
207.01, 0.100012
207.011, 0.103375
207.012, 0.106694
207.013, 0.109973
207.014, 0.113217
207.015, 0.11643
207.016, 0.119614
207.017, 0.121996
207.018, 0.126195
207.019, 0.130265
207.02, 0.134221
207.021, 0.138076
207.022, 0.141841
207.023, 0.145525
207.024, 0.149135
207.025, 0.152679
207.026, 0.156162
207.027, 0.15959
207.028, 0.162968
207.029, 0.161734
207.03, 0.161517
207.031, 0.161379
207.032, 0.161219
207.033, 0.161012
207.034, 0.160753
207.035, 0.160445
207.036, 0.160092
207.037, 0.160136
207.038, 0.160101
207.039, 0.159996
207.04, 0.159829
207.041, 0.159467
207.042, 0.159385
207.043, 0.156684
207.044, 0.154197
207.045, 0.151886
207.046, 0.149727
207.047, 0.147846
207.048, 0.146064
207.049, 0.144459
207.05, 0.142922
207.051, 0.141444
207.052, 0.140018
207.053, 0.13864
207.054, 0.137303
207.055, 0.13617
207.056, 0.135054
207.057, 0.131518
207.058, 0.128241
207.059, 0.125081
207.06, 0.121934
207.061, 0.118837
207.062, 0.115772
207.063, 0.112733
207.064, 0.109718
207.065, 0.106726
207.066, 0.103757
207.067, 0.100808
207.068, 0.0979276
207.069, 0.0947083
207.07, 0.0922409
207.071, 0.0897473
207.072, 0.0872511
207.073, 0.0847377
207.074, 0.0822403
207.075, 0.0797428
207.076, 0.0772058
207.077, 0.0747284
207.078, 0.072243
207.079, 0.0687913
207.08, 0.0653637
207.081, 0.0619763
207.082, 0.058626
207.083, 0.0553111
207.084, 0.0520305
207.085, 0.0487835
207.086, 0.0455691
207.087, 0.0429632
207.088, 0.0403317
207.089, 0.0376776
207.09, 0.0350466
207.091, 0.0322716
207.092, 0.0295405
207.093, 0.0268507
207.094, 0.0241997
207.095, 0.0214377
207.096, 0.0187251
207.097, 0.016058
207.098, 0.0134331
207.099, 0.0108477
207.1, 0.00829937
207.101, 0.00578591
207.102, 0.00330547
207.103, 0.000856354
207.104, -0.00156292
207.105, -0.00395369
207.106, -0.00631717
207.107, -0.00865447
207.108, -0.0109666
207.109, -0.0132544
207.11, -0.0155189
207.111, -0.0177607
207.112, -0.0199806
207.113, -0.021333
207.114, -0.0237153
207.115, -0.0271407
207.116, -0.0304033
207.117, -0.0335248
207.118, -0.036068
207.119, -0.0389841
207.12, -0.0417677
207.121, -0.0444388
207.122, -0.0439154
207.123, -0.0436513
207.124, -0.0450804
207.125, -0.0461792
207.126, -0.0471708
207.127, -0.0481185
207.128, -0.0492227
207.129, -0.0502738
207.13, -0.0512788
207.131, -0.0519256
207.132, -0.0533827
207.133, -0.0548394
207.134, -0.056205
207.135, -0.057492
207.136, -0.0587105
207.137, -0.0601187
207.138, -0.0635106
207.139, -0.0666184
207.14, -0.0695596
207.141, -0.072256
207.142, -0.0747278
207.143, -0.0769928
207.144, -0.0743996
207.145, -0.0801651
207.146, -0.0876299
207.147, -0.0979265
207.148, -0.103168
207.149, -0.106577
207.15, -0.109294
207.151, -0.111765
207.152, -0.114139
207.153, -0.11693
207.154, -0.119429
207.155, -0.121893
207.156, -0.12433
207.157, -0.126744
207.158, -0.129137
207.159, -0.131512
207.16, -0.133871
207.161, -0.135828
207.162, -0.13774
207.163, -0.139614
207.164, -0.138309
207.165, -0.137707
207.166, -0.137149
207.167, -0.136634
207.168, -0.136077
207.169, -0.135479
207.17, -0.135085
207.171, -0.134635
207.172, -0.134137
207.173, -0.133601
207.174, -0.133145
207.175, -0.132758
207.176, -0.132328
207.177, -0.131862
207.178, -0.131366
207.179, -0.129075
207.18, -0.12669
207.181, -0.12311
207.182, -0.119688
207.183, -0.116371
207.184, -0.113443
207.185, -0.110549
207.186, -0.107684
207.187, -0.104847
207.188, -0.102111
207.189, -0.0995219
207.19, -0.0969352
207.191, -0.0943818
207.192, -0.091859
207.193, -0.0893386
207.194, -0.0868716
207.195, -0.0844054
207.196, -0.0819639
207.197, -0.0795246
207.198, -0.0767775
207.199, -0.0740644
207.2, -0.0713635
207.201, -0.0687308
207.202, -0.0660946
207.203, -0.0634777
207.204, -0.060859
207.205, -0.0582407
207.206, -0.0553754
207.207, -0.051896
207.208, -0.0484952
207.209, -0.0451731
207.21, -0.0419049
207.211, -0.0386854
207.212, -0.0355049
207.213, -0.0323659
207.214, -0.0292483
207.215, -0.0261684
207.216, -0.023124
207.217, -0.0200877
207.218, -0.0170831
207.219, -0.0140973
207.22, -0.0111439
207.221, -0.00822123
207.222, -0.00532807
207.223, -0.00246322
207.224, 6.55738e-05
207.225, 0.00133201
207.226, 0.00288174
207.227, 0.00443308
207.228, 0.00595974
207.229, 0.00747291
207.23, 0.00902173
207.231, 0.0105325
207.232, 0.012099
207.233, 0.0136245
207.234, 0.015097
207.235, 0.017258
207.236, 0.0193222
207.237, 0.0213029
207.238, 0.0232102
207.239, 0.025052
207.24, 0.0268349
207.241, 0.0285641
207.242, 0.0302444
207.243, 0.0318795
207.244, 0.0334728
207.245, 0.0350272
207.246, 0.0365452
207.247, 0.0386748
207.248, 0.0407105
207.249, 0.0426798
207.25, 0.0445783
207.251, 0.0465509
207.252, 0.0484448
207.253, 0.0502673
207.254, 0.0520248
207.255, 0.0537226
207.256, 0.0553656
207.257, 0.0570061
207.258, 0.0589119
207.259, 0.0607384
207.26, 0.0624934
207.261, 0.0637226
207.262, 0.0637176
207.263, 0.0649035
207.264, 0.0659848
207.265, 0.0669506
207.266, 0.0678061
207.267, 0.0681733
207.268, 0.0694162
207.269, 0.0705196
207.27, 0.0714992
207.271, 0.0723679
207.272, 0.072189
207.273, 0.0719816
207.274, 0.0717482
207.275, 0.0714918
207.276, 0.071215
207.277, 0.0709197
207.278, 0.0707658
207.279, 0.0705815
207.28, 0.0706012
207.281, 0.070574
207.282, 0.0705057
207.283, 0.0704011
207.284, 0.0707766
207.285, 0.0710718
207.286, 0.0712972
207.287, 0.0714609
207.288, 0.0715702
207.289, 0.071631
207.29, 0.0716486
207.291, 0.0716275
207.292, 0.0715715
207.293, 0.0714842
207.294, 0.0713685
207.295, 0.0712271
207.296, 0.0710623
207.297, 0.0708762
207.298, 0.0706708
207.299, 0.0704475
207.3, 0.0698056
207.301, 0.0691745
207.302, 0.0693483
207.303, 0.0694131
207.304, 0.0690802
207.305, 0.0686384
207.306, 0.0655616
207.307, 0.0628911
207.308, 0.0603757
207.309, 0.0579941
207.31, 0.0558626
207.311, 0.0538191
207.312, 0.0518537
207.313, 0.0499576
