sim_time, big_dog?world_angular_velocity/z
206.322, 0.0120219
206.323, 0.0141937
206.324, 0.016262
206.325, 0.0182382
206.326, 0.0192875
206.327, 0.0202932
206.328, 0.0212053
206.329, 0.0220878
206.33, 0.0229444
206.331, 0.0237785
206.332, 0.0245931
206.333, 0.0251585
206.334, 0.0257699
206.335, 0.025993
206.336, 0.0263122
206.337, 0.0265964
206.338, 0.0269724
206.339, 0.0273363
206.34, 0.0276871
206.341, 0.0281252
206.342, 0.0285824
206.343, 0.0291063
206.344, 0.0296203
206.345, 0.0301434
206.346, 0.0307215
206.347, 0.0313418
206.348, 0.0316688
206.349, 0.031924
206.35, 0.0321209
206.351, 0.0322752
206.352, 0.0323988
206.353, 0.0325011
206.354, 0.0325896
206.355, 0.03267
206.356, 0.0327467
206.357, 0.0502052
206.358, 0.0517665
206.359, 0.0486932
206.36, 0.0461452
206.361, 0.0439998
206.362, 0.0421911
206.363, 0.0406894
206.364, 0.0396331
206.365, 0.0387156
206.366, 0.0379167
206.367, 0.0372194
206.368, 0.0366093
206.369, 0.0360745
206.37, 0.0357993
206.371, 0.0355366
206.372, 0.0359573
206.373, 0.0362423
206.374, 0.036422
206.375, 0.0365204
206.376, 0.036557
206.377, 0.0365473
206.378, 0.0365036
206.379, 0.0364357
206.38, 0.0363513
206.381, 0.0362565
206.382, 0.0361559
206.383, 0.0427014
206.384, 0.0479512
206.385, 0.0520093
206.386, 0.0551188
206.387, 0.0575906
206.388, 0.0601251
206.389, 0.0620246
206.39, 0.0634261
206.391, 0.0620823
206.392, 0.0646452
206.393, 0.0676647
206.394, 0.0705273
206.395, 0.0699814
206.396, 0.0750477
206.397, 0.0808177
206.398, 0.0841871
206.399, 0.0880388
206.4, 0.0922261
206.401, 0.0972171
206.402, 0.102341
206.403, 0.107489
206.404, 0.112657
206.405, 0.117879
206.406, 0.123079
206.407, 0.128255
206.408, 0.133404
206.409, 0.13824
206.41, 0.143204
206.411, 0.148044
206.412, 0.152785
206.413, 0.157444
206.414, 0.162033
206.415, 0.166738
206.416, 0.17157
206.417, 0.176276
206.418, 0.180878
206.419, 0.185494
206.42, 0.18992
206.421, 0.193717
206.422, 0.197641
206.423, 0.201573
206.424, 0.205513
206.425, 0.209461
206.426, 0.213423
206.427, 0.217391
206.428, 0.221402
206.429, 0.225411
206.43, 0.229419
206.431, 0.233426
206.432, 0.237432
206.433, 0.241437
206.434, 0.245442
206.435, 0.249445
206.436, 0.253448
206.437, 0.25724
206.438, 0.261059
206.439, 0.264932
206.44, 0.268849
206.441, 0.272793
206.442, 0.276762
206.443, 0.28075
206.444, 0.280705
206.445, 0.280781
206.446, 0.28083
206.447, 0.28089
206.448, 0.28103
206.449, 0.281174
206.45, 0.281322
206.451, 0.281469
206.452, 0.28161
206.453, 0.281749
206.454, 0.281888
206.455, 0.282023
206.456, 0.282168
206.457, 0.28229
206.458, 0.282387
206.459, 0.282506
206.46, 0.282642
206.461, 0.282789
206.462, 0.282864
206.463, 0.282998
206.464, 0.283179
206.465, 0.283397
206.466, 0.28364
206.467, 0.283903
206.468, 0.284179
206.469, 0.284462
206.47, 0.282676
206.471, 0.280938
206.472, 0.279182
206.473, 0.277434
206.474, 0.275751
206.475, 0.274073
206.476, 0.272402
206.477, 0.27005
206.478, 0.267892
206.479, 0.265886
206.48, 0.263762
206.481, 0.261687
206.482, 0.259757
206.483, 0.257782
206.484, 0.255932
206.485, 0.254176
206.486, 0.252491
206.487, 0.250856
206.488, 0.249021
206.489, 0.247215
206.49, 0.244944
206.491, 0.242887
206.492, 0.241004
206.493, 0.239163
206.494, 0.237439
206.495, 0.235804
206.496, 0.234234
206.497, 0.232713
206.498, 0.231227
206.499, 0.229766
206.5, 0.228322
206.501, 0.226888
206.502, 0.223655
206.503, 0.220479
206.504, 0.21678
206.505, 0.213013
206.506, 0.209421
206.507, 0.205965
206.508, 0.202615
206.509, 0.199347
206.51, 0.196142
206.511, 0.192985
206.512, 0.189865
206.513, 0.186773
206.514, 0.183642
206.515, 0.179946
206.516, 0.176433
206.517, 0.173061
206.518, 0.16976
206.519, 0.166459
206.52, 0.163224
206.521, 0.159984
206.522, 0.156833
206.523, 0.15375
206.524, 0.152356
206.525, 0.15043
206.526, 0.148211
206.527, 0.145384
206.528, 0.142268
206.529, 0.139055
206.53, 0.135771
206.531, 0.132403
206.532, 0.128981
206.533, 0.125547
206.534, 0.122056
206.535, 0.118584
206.536, 0.114976
206.537, 0.11143
206.538, 0.107918
206.539, 0.104407
206.54, 0.100943
206.541, 0.0975206
206.542, 0.0941331
206.543, 0.0907761
206.544, 0.0874458
206.545, 0.0841389
206.546, 0.080853
206.547, 0.0775859
206.548, 0.0743357
206.549, 0.0711011
206.55, 0.0678698
206.551, 0.0644881
206.552, 0.0606336
206.553, 0.0569622
206.554, 0.0533617
206.555, 0.0502473
206.556, 0.0471113
206.557, 0.0439603
206.558, 0.0412463
206.559, 0.0385341
206.56, 0.0358195
206.561, 0.0330827
206.562, 0.0303478
206.563, 0.027583
206.564, 0.0248392
206.565, 0.0221013
206.566, 0.0193719
206.567, 0.0166654
206.568, 0.0139788
206.569, 0.0113096
206.57, 0.00865566
206.571, 0.00600678
206.572, 0.0033716
206.573, 0.000747886
206.574, -0.00186358
206.575, -0.00446507
206.576, -0.00705726
206.577, -0.00964072
206.578, -0.0122186
206.579, -0.0147886
206.58, -0.0173508
206.581, -0.0199215
206.582, -0.0224174
206.583, -0.0244052
206.584, -0.0265249
206.585, -0.0287484
206.586, -0.0300538
206.587, -0.0314324
206.588, -0.0327465
206.589, -0.0341303
206.59, -0.0348759
206.591, -0.0359566
206.592, -0.0371255
206.593, -0.0383941
206.594, -0.0397159
206.595, -0.0410262
206.596, -0.0423226
206.597, -0.0435102
206.598, -0.0447484
206.599, -0.0458995
206.6, -0.047126
206.601, -0.0484158
206.602, -0.04975
206.603, -0.0511062
206.604, -0.0524761
206.605, -0.0538712
206.606, -0.0552848
206.607, -0.0562105
206.608, -0.0571663
206.609, -0.0579853
206.61, -0.0582277
206.611, -0.0587143
206.612, -0.0591846
206.613, -0.0596312
206.614, -0.0579897
206.615, -0.058665
206.616, -0.0593744
206.617, -0.0600651
206.618, -0.0605107
206.619, -0.060879
206.62, -0.0614127
206.621, -0.0617475
206.622, -0.0619301
206.623, -0.061998
206.624, -0.0619815
206.625, -0.0620142
206.626, -0.0619818
206.627, -0.0620131
206.628, -0.0619912
206.629, -0.0619328
206.63, -0.0618511
206.631, -0.0680698
206.632, -0.0734154
206.633, -0.0781508
206.634, -0.0811428
206.635, -0.0869323
206.636, -0.0926811
206.637, -0.0969185
206.638, -0.101331
206.639, -0.105863
206.64, -0.11106
206.641, -0.116201
206.642, -0.121291
206.643, -0.126324
206.644, -0.131419
206.645, -0.13664
206.646, -0.141952
206.647, -0.147152
206.648, -0.152258
206.649, -0.157286
206.65, -0.161234
206.651, -0.165083
206.652, -0.168872
206.653, -0.17286
206.654, -0.176777
206.655, -0.180637
206.656, -0.184448
206.657, -0.188393
206.658, -0.192232
206.659, -0.196083
206.66, -0.199777
206.661, -0.202418
206.662, -0.205168
206.663, -0.208017
206.664, -0.210951
206.665, -0.213956
206.666, -0.217023
206.667, -0.220142
206.668, -0.223547
206.669, -0.226935
206.67, -0.230534
206.671, -0.23427
206.672, -0.237922
206.673, -0.241697
206.674, -0.245381
206.675, -0.248992
206.676, -0.252545
206.677, -0.256053
206.678, -0.259701
206.679, -0.263284
206.68, -0.266817
206.681, -0.269664
206.682, -0.272687
206.683, -0.272329
206.684, -0.271976
206.685, -0.271613
206.686, -0.271245
206.687, -0.270881
206.688, -0.270546
206.689, -0.270206
206.69, -0.269863
206.691, -0.269519
206.692, -0.269167
206.693, -0.268922
206.694, -0.26866
206.695, -0.268385
206.696, -0.268205
206.697, -0.267997
206.698, -0.267768
206.699, -0.267522
206.7, -0.267258
206.701, -0.2671
206.702, -0.266916
206.703, -0.266712
206.704, -0.266492
206.705, -0.26626
206.706, -0.26602
206.707, -0.265772
206.708, -0.265582
206.709, -0.265324
206.71, -0.26507
206.711, -0.264699
206.712, -0.26362
206.713, -0.262754
206.714, -0.26206
206.715, -0.261502
206.716, -0.26105
206.717, -0.260682
206.718, -0.260378
206.719, -0.257638
206.72, -0.254968
206.721, -0.252084
206.722, -0.249045
206.723, -0.246165
206.724, -0.243407
206.725, -0.240745
206.726, -0.238102
206.727, -0.235351
206.728, -0.2327
206.729, -0.230125
206.73, -0.227543
206.731, -0.224884
206.732, -0.222307
206.733, -0.219792
206.734, -0.217324
206.735, -0.214517
206.736, -0.212048
206.737, -0.208746
206.738, -0.205552
206.739, -0.202424
206.74, -0.199349
206.741, -0.196317
206.742, -0.193318
206.743, -0.190345
206.744, -0.187392
206.745, -0.184455
206.746, -0.181532
206.747, -0.178619
206.748, -0.175716
206.749, -0.17282
206.75, -0.169047
206.751, -0.165515
206.752, -0.161455
206.753, -0.157729
206.754, -0.154
206.755, -0.150365
206.756, -0.146978
206.757, -0.143779
206.758, -0.140555
206.759, -0.13748
206.76, -0.134519
206.761, -0.131641
206.762, -0.128825
206.763, -0.126033
206.764, -0.123216
206.765, -0.120304
206.766, -0.117426
206.767, -0.114907
206.768, -0.112443
206.769, -0.109977
206.77, -0.107538
206.771, -0.104636
206.772, -0.101855
206.773, -0.099167
206.774, -0.0965501
206.775, -0.0954143
206.776, -0.0939501
206.777, -0.092232
206.778, -0.0903159
206.779, -0.0882471
206.78, -0.0860614
206.781, -0.0832553
206.782, -0.0805203
206.783, -0.0778426
206.784, -0.0750904
206.785, -0.0723498
206.786, -0.0696818
206.787, -0.0670723
206.788, -0.0643393
206.789, -0.0616885
206.79, -0.0591029
206.791, -0.0565695
206.792, -0.0540779
206.793, -0.0516197
206.794, -0.0491884
206.795, -0.0468148
206.796, -0.0444219
206.797, -0.0420211
206.798, -0.0399657
206.799, -0.037517
206.8, -0.0352113
206.801, -0.0329815
206.802, -0.0308512
206.803, -0.0287988
206.804, -0.0267377
206.805, -0.0247427
206.806, -0.0227672
206.807, -0.0208409
206.808, -0.0189534
206.809, -0.0170964
206.81, -0.0152636
206.811, -0.0134499
206.812, -0.0116514
206.813, -0.00986502
206.814, -0.00808843
206.815, -0.00611451
206.816, -0.0041972
206.817, -0.00232451
206.818, -0.000487447
206.819, 0.00132126
206.82, 0.00231235
206.821, 0.00348295
206.822, 0.00479487
206.823, 0.00543958
206.824, 0.00617928
206.825, 0.00698514
206.826, 0.00792146
206.827, 0.0088932
206.828, 0.00987563
206.829, 0.0108651
206.83, 0.0118454
206.831, 0.0128109
206.832, 0.0137926
206.833, 0.0147855
206.834, 0.0157816
206.835, 0.0167706
206.836, 0.0177033
206.837, 0.0186556
206.838, 0.0196215
206.839, 0.0205968
206.84, 0.0215779
206.841, 0.022562
206.842, 0.023547
206.843, 0.0245312
206.844, 0.0255134
206.845, 0.0264927
206.846, 0.0274683
206.847, 0.0284397
206.848, 0.0294065
206.849, 0.0303983
206.85, 0.0313404
206.851, 0.0321305
206.852, 0.0329582
206.853, 0.0338142
206.854, 0.0346914
206.855, 0.0355843
206.856, 0.035885
206.857, 0.0362462
206.858, 0.0363024
206.859, 0.0365037
206.86, 0.036817
206.861, 0.0372166
206.862, 0.0376813
206.863, 0.0381944
206.864, 0.0386812
206.865, 0.0392079
206.866, 0.0397629
206.867, 0.039851
206.868, 0.0399961
206.869, 0.0402138
206.87, 0.0405688
206.871, 0.0409347
206.872, 0.0411927
206.873, 0.0413631
206.874, 0.0415007
206.875, 0.0415618
206.876, 0.0417526
206.877, 0.0420146
206.878, 0.0421836
206.879, 0.0414495
206.88, 0.0489403
206.881, 0.0547848
206.882, 0.0593155
206.883, 0.0627993
206.884, 0.0654532
206.885, 0.0674525
206.886, 0.0689383
206.887, 0.0700239
206.888, 0.0707998
206.889, 0.0713386
206.89, 0.0716979
206.891, 0.0680217
206.892, 0.0694274
206.893, 0.0717094
206.894, 0.0749695
206.895, 0.0784312
206.896, 0.0819186
206.897, 0.0851203
206.898, 0.0881434
206.899, 0.0909592
206.9, 0.093611
206.901, 0.0962891
206.902, 0.0988321
206.903, 0.101495
206.904, 0.103599
206.905, 0.105368
206.906, 0.104806
206.907, 0.106874
206.908, 0.109948
206.909, 0.113395
206.91, 0.117014
206.911, 0.120773
206.912, 0.124624
206.913, 0.12854
206.914, 0.132499
206.915, 0.13701
206.916, 0.141433
206.917, 0.145818
206.918, 0.150117
206.919, 0.154342
206.92, 0.158503
206.921, 0.162782
206.922, 0.166974
206.923, 0.171092
206.924, 0.175148
206.925, 0.17926
206.926, 0.183302
206.927, 0.187286
206.928, 0.191519
206.929, 0.195644
206.93, 0.199681
206.931, 0.203643
206.932, 0.207545
206.933, 0.211396
206.934, 0.215205
206.935, 0.218978
206.936, 0.222722
206.937, 0.226453
206.938, 0.230157
206.939, 0.231041
206.94, 0.232606
206.941, 0.23349
206.942, 0.234718
206.943, 0.236479
206.944, 0.238529
206.945, 0.240719
206.946, 0.243026
206.947, 0.245425
206.948, 0.247897
206.949, 0.250427
206.95, 0.253001
206.951, 0.255609
206.952, 0.258243
206.953, 0.260895
206.954, 0.263718
206.955, 0.266517
206.956, 0.269416
206.957, 0.272278
206.958, 0.275107
206.959, 0.27791
206.96, 0.280691
206.961, 0.283456
206.962, 0.286203
206.963, 0.288936
206.964, 0.291654
206.965, 0.294361
206.966, 0.297057
206.967, 0.299744
206.968, 0.302422
206.969, 0.305092
206.97, 0.308097
206.971, 0.311956
206.972, 0.315599
206.973, 0.318773
206.974, 0.321898
206.975, 0.324977
206.976, 0.328014
206.977, 0.330895
206.978, 0.333774
206.979, 0.336648
206.98, 0.339512
206.981, 0.336031
206.982, 0.332648
206.983, 0.329209
206.984, 0.325635
206.985, 0.322138
206.986, 0.318701
206.987, 0.315312
206.988, 0.311961
206.989, 0.308639
206.99, 0.305334
206.991, 0.301682
206.992, 0.298145
206.993, 0.294698
206.994, 0.291321
206.995, 0.287997
206.996, 0.284285
206.997, 0.280669
206.998, 0.277121
206.999, 0.273512
207, 0.269797
207.001, 0.266251
207.002, 0.262835
207.003, 0.259518
207.004, 0.255881
207.005, 0.252406
207.006, 0.24898
207.007, 0.245445
207.008, 0.241273
207.009, 0.237394
207.01, 0.23375
207.011, 0.230289
207.012, 0.226968
207.013, 0.223758
207.014, 0.220632
207.015, 0.217571
207.016, 0.214559
207.017, 0.21135
207.018, 0.207611
207.019, 0.204111
207.02, 0.200792
207.021, 0.197613
207.022, 0.19454
207.023, 0.191548
207.024, 0.188616
207.025, 0.185729
207.026, 0.182875
207.027, 0.180044
207.028, 0.177229
207.029, 0.172501
207.03, 0.16767
207.031, 0.162625
207.032, 0.157752
207.033, 0.153014
207.034, 0.148381
207.035, 0.143829
207.036, 0.139341
207.037, 0.134497
207.038, 0.129794
207.039, 0.125201
207.04, 0.120695
207.041, 0.116216
207.042, 0.111691
207.043, 0.109821
207.044, 0.107343
207.045, 0.10439
207.046, 0.101065
207.047, 0.0973153
207.048, 0.0933759
207.049, 0.0892088
207.05, 0.0849554
207.051, 0.0806398
207.052, 0.0762814
207.053, 0.0718954
207.054, 0.0674936
207.055, 0.0629338
207.056, 0.058413
207.057, 0.0541706
207.058, 0.0499898
207.059, 0.045844
207.06, 0.0417342
207.061, 0.0376549
207.062, 0.0336037
207.063, 0.0295787
207.064, 0.0255786
207.065, 0.0216017
207.066, 0.017647
207.067, 0.0137134
207.068, 0.0098394
207.069, 0.00586493
207.07, 0.00167885
207.071, -0.00242181
207.072, -0.00644862
207.073, -0.0104074
207.074, -0.0143391
207.075, -0.0182297
207.076, -0.022086
207.077, -0.0259262
207.078, -0.0297265
207.079, -0.0336209
207.08, -0.037487
207.081, -0.0413435
207.082, -0.0451897
207.083, -0.0490253
207.084, -0.05285
207.085, -0.0566635
207.086, -0.0604658
207.087, -0.0625659
207.088, -0.0646788
207.089, -0.0667667
207.09, -0.068857
207.091, -0.07083
207.092, -0.072835
207.093, -0.0748638
207.094, -0.07691
207.095, -0.0788617
207.096, -0.0808502
207.097, -0.082866
207.098, -0.0849017
207.099, -0.0869512
207.1, -0.0890098
207.101, -0.0910737
207.102, -0.0931399
207.103, -0.095206
207.104, -0.0972702
207.105, -0.0993313
207.106, -0.101388
207.107, -0.10344
207.108, -0.105486
207.109, -0.107526
207.11, -0.10956
207.111, -0.111587
207.112, -0.113608
207.113, -0.115441
207.114, -0.117096
207.115, -0.118457
207.116, -0.11999
207.117, -0.121655
207.118, -0.123233
207.119, -0.124868
207.12, -0.126635
207.121, -0.128503
207.122, -0.128325
207.123, -0.128057
207.124, -0.128875
207.125, -0.129298
207.126, -0.129772
207.127, -0.130029
207.128, -0.130348
207.129, -0.130486
207.13, -0.130486
207.131, -0.130431
207.132, -0.130802
207.133, -0.131114
207.134, -0.131269
207.135, -0.131305
207.136, -0.13125
207.137, -0.130443
207.138, -0.135805
207.139, -0.139944
207.14, -0.143219
207.141, -0.145695
207.142, -0.147538
207.143, -0.148884
207.144, -0.147076
207.145, -0.148779
207.146, -0.150759
207.147, -0.150014
207.148, -0.153918
207.149, -0.158363
207.15, -0.162832
207.151, -0.167253
207.152, -0.171605
207.153, -0.176168
207.154, -0.180653
207.155, -0.18502
207.156, -0.189295
207.157, -0.193492
207.158, -0.197623
207.159, -0.201699
207.16, -0.205746
207.161, -0.209631
207.162, -0.213493
207.163, -0.217334
207.164, -0.219755
207.165, -0.222632
207.166, -0.225367
207.167, -0.228078
207.168, -0.230688
207.169, -0.233216
207.17, -0.236002
207.171, -0.238669
207.172, -0.24124
207.173, -0.243734
207.174, -0.246318
207.175, -0.248968
207.176, -0.251522
207.177, -0.253999
207.178, -0.256412
207.179, -0.257693
207.18, -0.257732
207.181, -0.256313
207.182, -0.255116
207.183, -0.254114
207.184, -0.253726
207.185, -0.253383
207.186, -0.253081
207.187, -0.252814
207.188, -0.252693
207.189, -0.252786
207.19, -0.252843
207.191, -0.252919
207.192, -0.253011
207.193, -0.253071
207.194, -0.253193
207.195, -0.253278
207.196, -0.253376
207.197, -0.253443
207.198, -0.252648
207.199, -0.251844
207.2, -0.251023
207.201, -0.250332
207.202, -0.249606
207.203, -0.248913
207.204, -0.248188
207.205, -0.247439
207.206, -0.246134
207.207, -0.244822
207.208, -0.243633
207.209, -0.242683
207.21, -0.24179
207.211, -0.240941
207.212, -0.240138
207.213, -0.23936
207.214, -0.238616
207.215, -0.237884
207.216, -0.23716
207.217, -0.236449
207.218, -0.235743
207.219, -0.235038
207.22, -0.234334
207.221, -0.233631
207.222, -0.232926
207.223, -0.232219
207.224, -0.231064
207.225, -0.229052
207.226, -0.226987
207.227, -0.224963
207.228, -0.222975
207.229, -0.220985
207.23, -0.218996
207.231, -0.217037
207.232, -0.215037
207.233, -0.213072
207.234, -0.211212
207.235, -0.208441
207.236, -0.205893
207.237, -0.203524
207.238, -0.201297
207.239, -0.199182
207.24, -0.197155
207.241, -0.195196
207.242, -0.19329
207.243, -0.191426
207.244, -0.189594
207.245, -0.187786
207.246, -0.185997
207.247, -0.183662
207.248, -0.181487
207.249, -0.179454
207.25, -0.17741
207.251, -0.175404
207.252, -0.173487
207.253, -0.171638
207.254, -0.169841
207.255, -0.168083
207.256, -0.166353
207.257, -0.164439
207.258, -0.162465
207.259, -0.160576
207.26, -0.158753
207.261, -0.156519
207.262, -0.154004
207.263, -0.15049
207.264, -0.147282
207.265, -0.144309
207.266, -0.141518
207.267, -0.138767
207.268, -0.135757
207.269, -0.132951
207.27, -0.1303
207.271, -0.127767
207.272, -0.12536
207.273, -0.123008
207.274, -0.120701
207.275, -0.118426
207.276, -0.116176
207.277, -0.113945
207.278, -0.111567
207.279, -0.10924
207.28, -0.106717
207.281, -0.104287
207.282, -0.101928
207.283, -0.0996236
207.284, -0.0968361
207.285, -0.0942169
207.286, -0.0917277
207.287, -0.0893394
207.288, -0.087029
207.289, -0.0847783
207.29, -0.0825729
207.291, -0.080402
207.292, -0.0782569
207.293, -0.0761311
207.294, -0.0740194
207.295, -0.0719182
207.296, -0.0698244
207.297, -0.0677361
207.298, -0.0656517
207.299, -0.06357
207.3, -0.0610283
207.301, -0.0586017
207.302, -0.0554078
207.303, -0.0524857
207.304, -0.0493626
207.305, -0.0463739
207.306, -0.0464251
207.307, -0.0457613
207.308, -0.0447432
207.309, -0.0434433
207.31, -0.0417858
207.311, -0.0399892
207.312, -0.038085
207.313, -0.0360989
207.314, -0.0340511
207.315, -0.0319579
207.316, -0.0298319
207.317, -0.0276835
207.318, -0.0253581
207.319, -0.0230327
207.32, -0.0206368
207.321, -0.0182982
207.322, -0.0160074
207.323, -0.013757
207.324, -0.0115407
207.325, -0.00935361
207.326, -0.00719141
207.327, -0.00505069
207.328, -0.0029286
207.329, -0.000823495
207.33, 0.00126733
207.331, 0.00340787
207.332, 0.00552203
207.333, 0.00761408
207.334, 0.00990775
207.335, 0.0121744
207.336, 0.0144165
207.337, 0.016636
207.338, 0.0188345
207.339, 0.0210132
207.34, 0.0231736
207.341, 0.0253167
207.342, 0.0274437
207.343, 0.0286808
207.344, 0.0298003
207.345, 0.0307853
207.346, 0.0317851
207.347, 0.0327877
207.348, 0.0337915
207.349, 0.034795
207.35, 0.0357972
207.351, 0.0367976
207.352, 0.0377958
207.353, 0.0387912
207.354, 0.0397838
207.355, 0.0407734
207.356, 0.041486
207.357, 0.042274
207.358, 0.0427948
207.359, 0.0433604
207.36, 0.0440451
207.361, 0.0448235
207.362, 0.0455879
207.363, 0.046432
207.364, 0.0473375
207.365, 0.0482898
207.366, 0.0492305
207.367, 0.0502091
207.368, 0.0512154
207.369, 0.0522416
207.37, 0.0532812
207.371, 0.0543293
207.372, 0.0553819
207.373, 0.056436
207.374, 0.0572833
207.375, 0.0570927
207.376, 0.0568305
207.377, 0.0565018
207.378, 0.0561265
207.379, 0.0557182
207.38, 0.0552876
207.381, 0.0548434
207.382, 0.0543919
207.383, 0.0539382
207.384, 0.0534861
207.385, 0.0530383
207.386, 0.0526138
207.387, 0.0522013
207.388, 0.0517992
207.389, 0.0525114
207.39, 0.0528946
207.391, 0.053279
207.392, 0.0535134
207.393, 0.0542263
207.394, 0.0547172
207.395, 0.0550375
207.396, 0.0552604
207.397, 0.0556039
207.398, 0.0558081
207.399, 0.0559287
207.4, 0.0561157
207.401, 0.0562018
207.402, 0.0562114
207.403, 0.0561639
207.404, 0.0560745
207.405, 0.0561374
207.406, 0.0561389
207.407, 0.0560948
207.408, 0.0560177
207.409, 0.055901
207.41, 0.0557853
207.411, 0.0557888
207.412, 0.0554397
207.413, 0.055155
207.414, 0.0607727
207.415, 0.0649955
207.416, 0.0690492
207.417, 0.0697152
207.418, 0.0725463
207.419, 0.0729808
207.42, 0.0769845
207.421, 0.0813313
207.422, 0.086268
207.423, 0.091121
207.424, 0.095761
207.425, 0.100254
207.426, 0.104618
207.427, 0.108876
207.428, 0.113045
207.429, 0.117139
207.43, 0.121172
207.431, 0.125153
207.432, 0.129317
207.433, 0.133435
207.434, 0.137538
207.435, 0.141627
207.436, 0.144981
207.437, 0.148447
207.438, 0.15201
207.439, 0.15569
207.44, 0.159397
207.441, 0.16316
207.442, 0.166943
207.443, 0.170863
207.444, 0.174732
207.445, 0.178557
207.446, 0.182342
207.447, 0.186091
207.448, 0.188378
207.449, 0.190594
207.45, 0.192769
207.451, 0.194914
207.452, 0.197035
207.453, 0.199136
207.454, 0.201642
207.455, 0.204037
207.456, 0.206341
207.457, 0.208571
207.458, 0.210782
207.459, 0.213219
207.46, 0.215679
207.461, 0.21802
207.462, 0.220086
207.463, 0.22148
207.464, 0.222997
207.465, 0.22343
207.466, 0.224163
207.467, 0.225168
207.468, 0.226421
207.469, 0.227803
207.47, 0.229294
207.471, 0.230937
207.472, 0.23265
207.473, 0.234402
207.474, 0.236185
207.475, 0.237991
207.476, 0.239815
207.477, 0.241652
207.478, 0.2435
207.479, 0.245354
207.48, 0.247213
207.481, 0.249075
207.482, 0.250971
207.483, 0.252873
207.484, 0.254778
207.485, 0.256683
207.486, 0.258588
207.487, 0.259635
207.488, 0.260859
207.489, 0.262232
207.49, 0.263724
207.491, 0.265311
207.492, 0.266973
207.493, 0.26474
207.494, 0.262622
207.495, 0.260503
207.496, 0.258458
207.497, 0.256471
207.498, 0.254531
207.499, 0.252629
207.5, 0.250747
207.501, 0.248698
207.502, 0.246532
207.503, 0.244482
207.504, 0.242524
207.505, 0.240192
207.506, 0.238039
207.507, 0.236021
207.508, 0.234108
207.509, 0.232207
207.51, 0.230384
207.511, 0.228518
207.512, 0.226833
207.513, 0.225222
207.514, 0.223653
207.515, 0.222136
207.516, 0.220507
207.517, 0.219076
207.518, 0.218061
207.519, 0.216991
207.52, 0.215876
207.521, 0.214721
207.522, 0.21353
207.523, 0.212309
207.524, 0.209024
207.525, 0.205816
207.526, 0.202004
207.527, 0.198383
207.528, 0.194909
207.529, 0.191546
207.53, 0.187819
207.531, 0.184278
207.532, 0.180879
207.533, 0.177588
207.534, 0.174379
207.535, 0.17123
207.536, 0.168126
207.537, 0.165166
207.538, 0.162285
207.539, 0.159331
207.54, 0.156325
207.541, 0.15328
207.542, 0.150206
207.543, 0.147111
207.544, 0.144004
207.545, 0.140888
207.546, 0.137768
207.547, 0.134647
207.548, 0.131528
207.549, 0.128357
207.55, 0.12521
207.551, 0.122084
207.552, 0.118978
207.553, 0.115736
207.554, 0.112546
207.555, 0.109065
207.556, 0.105707
207.557, 0.102444
207.558, 0.0992565
207.559, 0.0961287
207.56, 0.0930478
207.561, 0.0900039
207.562, 0.086989
207.563, 0.0839972
207.564, 0.0810235
207.565, 0.0780882
207.566, 0.0745342
207.567, 0.0710628
207.568, 0.0670012
207.569, 0.0631812
207.57, 0.0595521
207.571, 0.0560737
207.572, 0.0527137
207.573, 0.0494463
207.574, 0.0462511
207.575, 0.0430716
207.576, 0.0399462
207.577, 0.0368628
207.578, 0.0338119
207.579, 0.030786
207.58, 0.0277796
207.581, 0.0247882
207.582, 0.0218084
207.583, 0.0188378
207.584, 0.0154859
207.585, 0.012239
207.586, 0.0090743
207.587, 0.00607327
207.588, 0.00394502
207.589, 0.00152749
207.59, -0.00100916
207.591, -0.00365382
207.592, -0.00641423
207.593, -0.0092201
207.594, -0.0120611
207.595, -0.0149286
207.596, -0.017836
207.597, -0.020753
207.598, -0.0236764
207.599, -0.0266204
207.6, -0.0295637
207.601, -0.0325048
207.602, -0.0354426
207.603, -0.0383762
207.604, -0.041305
207.605, -0.0442283
207.606, -0.0471459
207.607, -0.0484573
207.608, -0.0497534
207.609, -0.0509494
207.61, -0.0521704
207.611, -0.053411
207.612, -0.0546661
207.613, -0.0553107
207.614, -0.0561504
207.615, -0.0571222
207.616, -0.0581613
207.617, -0.0593093
207.618, -0.0604109
207.619, -0.0616083
207.62, -0.062877
207.621, -0.0641979
207.622, -0.0655557
207.623, -0.0669383
207.624, -0.0683364
207.625, -0.0697425
207.626, -0.071151
207.627, -0.0725578
207.628, -0.0739594
207.629, -0.0753536
207.63, -0.0767388
207.631, -0.0781137
207.632, -0.0790267
207.633, -0.080049
207.634, -0.0807185
207.635, -0.0815393
207.636, -0.0825284
207.637, -0.0836428
207.638, -0.0848546
207.639, -0.0861387
207.64, -0.0868557
207.641, -0.0873423
207.642, -0.087935
207.643, -0.0880088
207.644, -0.0877213
207.645, -0.0873114
207.646, -0.0868126
207.647, -0.0873759
207.648, -0.0877241
207.649, -0.0879074
207.65, -0.0879642
207.651, -0.0879256
207.652, -0.0878163
207.653, -0.0878066
207.654, -0.0880713
207.655, -0.0882002
207.656, -0.0882256
207.657, -0.0881733
207.658, -0.0880637
207.659, -0.0879131
207.66, -0.0885337
207.661, -0.0889587
207.662, -0.0892309
207.663, -0.0893846
