sim_time, big_dog?world_pose/orientation/roll
208.346, 0.00396489
208.347, 0.00413831
208.348, 0.00431044
208.349, 0.0044813
208.35, 0.00465092
208.351, 0.00481957
208.352, 0.00498724
208.353, 0.00515393
208.354, 0.00531965
208.355, 0.0054844
208.356, 0.00564819
208.357, 0.00581101
208.358, 0.00597288
208.359, 0.00613379
208.36, 0.00629377
208.361, 0.0064528
208.362, 0.00661091
208.363, 0.00676809
208.364, 0.00692451
208.365, 0.00708017
208.366, 0.00723505
208.367, 0.00738915
208.368, 0.00754246
208.369, 0.00769499
208.37, 0.00784673
208.371, 0.00799768
208.372, 0.00814784
208.373, 0.00829392
208.374, 0.00843668
208.375, 0.00857515
208.376, 0.00870938
208.377, 0.00883944
208.378, 0.00896536
208.379, 0.00908715
208.38, 0.00920494
208.381, 0.00931875
208.382, 0.00942863
208.383, 0.0095346
208.384, 0.00963671
208.385, 0.00973498
208.386, 0.00982946
208.387, 0.00992017
208.388, 0.0100071
208.389, 0.0100902
208.39, 0.0101695
208.391, 0.0102452
208.392, 0.0103167
208.393, 0.0103834
208.394, 0.0104454
208.395, 0.0105029
208.396, 0.0105563
208.397, 0.010605
208.398, 0.010649
208.399, 0.0106881
208.4, 0.0107226
208.401, 0.0107526
208.402, 0.0107781
208.403, 0.0107993
208.404, 0.0108163
208.405, 0.0108291
208.406, 0.0108378
208.407, 0.0108425
208.408, 0.010842
208.409, 0.0108404
208.41, 0.0108374
208.411, 0.010833
208.412, 0.0108269
208.413, 0.0108192
208.414, 0.0108098
208.415, 0.0107985
208.416, 0.0107855
208.417, 0.0107707
208.418, 0.010754
208.419, 0.0107352
208.42, 0.0107143
208.421, 0.010691
208.422, 0.0106658
208.423, 0.010639
208.424, 0.0106106
208.425, 0.0105805
208.426, 0.010549
208.427, 0.0105161
208.428, 0.0104824
208.429, 0.0104465
208.43, 0.0104086
208.431, 0.0103688
208.432, 0.0103276
208.433, 0.0102842
208.434, 0.0102389
208.435, 0.0101918
208.436, 0.0101429
208.437, 0.0100924
208.438, 0.0100426
208.439, 0.00999321
208.44, 0.00994356
208.441, 0.00989362
208.442, 0.0098434
208.443, 0.00979289
208.444, 0.00974211
208.445, 0.00969071
208.446, 0.00963875
208.447, 0.00958624
208.448, 0.00953323
208.449, 0.00947972
208.45, 0.00942576
208.451, 0.00937135
208.452, 0.00931651
208.453, 0.009261
208.454, 0.00920088
208.455, 0.0091339
208.456, 0.00905878
208.457, 0.00897491
208.458, 0.00887847
208.459, 0.00877506
208.46, 0.00866742
208.461, 0.00855628
208.462, 0.00844376
208.463, 0.00832972
208.464, 0.00821418
208.465, 0.00809705
208.466, 0.00797819
208.467, 0.00785753
208.468, 0.00773504
208.469, 0.00761073
208.47, 0.00748606
208.471, 0.0073608
208.472, 0.00723487
208.473, 0.00710825
208.474, 0.00698071
208.475, 0.00685261
208.476, 0.00672398
208.477, 0.0065947
208.478, 0.00646474
208.479, 0.00633406
208.48, 0.00620265
208.481, 0.0060705
208.482, 0.00593758
208.483, 0.0058039
208.484, 0.00566943
208.485, 0.00553417
208.486, 0.00539819
208.487, 0.00526148
208.488, 0.00512402
208.489, 0.00498576
208.49, 0.0048465
208.491, 0.00470625
208.492, 0.00456498
208.493, 0.0044227
208.494, 0.0042794
208.495, 0.00413523
208.496, 0.00399025
208.497, 0.00384443
208.498, 0.00369774
208.499, 0.00355016
208.5, 0.00340165
208.501, 0.0032522
208.502, 0.00310179
208.503, 0.00295041
208.504, 0.00279802
208.505, 0.00264462
208.506, 0.0024902
208.507, 0.00233474
208.508, 0.00217822
208.509, 0.00202064
208.51, 0.00186199
208.511, 0.00170225
208.512, 0.00154142
208.513, 0.00137949
208.514, 0.00122032
208.515, 0.00106335
208.516, 0.000909096
208.517, 0.000757509
208.518, 0.000608563
208.519, 0.000462429
208.52, 0.000319354
208.521, 0.000179278
208.522, 4.23646e-05
208.523, -9.14874e-05
208.524, -0.000222368
208.525, -0.00035036
208.526, -0.000475539
208.527, -0.000597972
208.528, -0.000717725
208.529, -0.000834856
208.53, -0.000949421
208.531, -0.00106183
208.532, -0.00117125
208.533, -0.00127777
208.534, -0.00137787
208.535, -0.00147213
208.536, -0.00156072
208.537, -0.00164295
208.538, -0.00171897
208.539, -0.00178891
208.54, -0.00185332
208.541, -0.0019121
208.542, -0.00196515
208.543, -0.00201248
208.544, -0.00205418
208.545, -0.00209036
208.546, -0.0021211
208.547, -0.00214662
208.548, -0.00216666
208.549, -0.00218132
208.55, -0.00219067
208.551, -0.00219582
208.552, -0.0021967
208.553, -0.00219335
208.554, -0.00218585
208.555, -0.00217426
208.556, -0.00215867
208.557, -0.00214051
208.558, -0.00211889
208.559, -0.00209383
208.56, -0.00206534
208.561, -0.00203329
208.562, -0.00199771
208.563, -0.00195847
208.564, -0.00191563
208.565, -0.00186924
208.566, -0.00181932
208.567, -0.00176593
208.568, -0.00170909
208.569, -0.00164884
208.57, -0.00158522
208.571, -0.00151837
208.572, -0.00144831
208.573, -0.00137477
208.574, -0.00129745
208.575, -0.00121641
208.576, -0.00113439
208.577, -0.0010519
208.578, -0.000968847
208.579, -0.000885243
208.58, -0.000801098
208.581, -0.000716355
208.582, -0.000631024
208.583, -0.000545115
208.584, -0.000458634
208.585, -0.000371585
208.586, -0.000283974
208.587, -0.000195804
208.588, -0.000107077
208.589, -1.77978e-05
208.59, 7.20324e-05
208.591, 0.000162411
208.592, 0.000252528
208.593, 0.000344283
208.594, 0.00043756
208.595, 0.000532261
208.596, 0.000628383
208.597, 0.000725384
208.598, 0.000823234
208.599, 0.000921965
208.6, 0.00102154
208.601, 0.00112196
208.602, 0.0012232
208.603, 0.00132522
208.604, 0.001428
208.605, 0.00153152
208.606, 0.00163576
208.607, 0.00173836
208.608, 0.00183964
208.609, 0.00193977
208.61, 0.00203871
208.611, 0.00213646
208.612, 0.00223301
208.613, 0.00232833
208.614, 0.00242242
208.615, 0.00251423
208.616, 0.00260386
208.617, 0.00269139
208.618, 0.00277689
208.619, 0.00286039
208.62, 0.00294194
208.621, 0.0030216
208.622, 0.00309939
208.623, 0.00317536
208.624, 0.00324892
208.625, 0.00332018
208.626, 0.00338914
208.627, 0.00345579
208.628, 0.00352016
208.629, 0.00358227
208.63, 0.00364214
208.631, 0.00369979
208.632, 0.00375511
208.633, 0.00380807
208.634, 0.0038587
208.635, 0.00390703
208.636, 0.00395308
208.637, 0.00399689
208.638, 0.00403846
208.639, 0.00407828
208.64, 0.00411631
208.641, 0.0041525
208.642, 0.00418673
208.643, 0.00421906
208.644, 0.00424953
208.645, 0.004278
208.646, 0.00430451
208.647, 0.00432899
208.648, 0.0043515
208.649, 0.00437209
208.65, 0.00439082
208.651, 0.0044075
208.652, 0.00442219
208.653, 0.00443495
208.654, 0.00444558
208.655, 0.00445401
208.656, 0.00446098
208.657, 0.00446651
208.658, 0.00447062
208.659, 0.00447332
208.66, 0.00447563
208.661, 0.00447742
208.662, 0.00447862
208.663, 0.00447919
208.664, 0.00447912
208.665, 0.00447837
208.666, 0.00447692
208.667, 0.00447414
208.668, 0.00446983
208.669, 0.00446437
208.67, 0.00445787
208.671, 0.00444947
208.672, 0.00443959
208.673, 0.00442868
208.674, 0.00441619
208.675, 0.00440224
208.676, 0.00438692
208.677, 0.0043703
208.678, 0.00435247
208.679, 0.00433394
208.68, 0.00431471
208.681, 0.00429454
208.682, 0.00427349
208.683, 0.00425159
208.684, 0.0042289
208.685, 0.00420507
208.686, 0.00418019
208.687, 0.00415431
208.688, 0.00412749
208.689, 0.00408847
208.69, 0.00405043
208.691, 0.00400829
208.692, 0.00395815
208.693, 0.00390579
208.694, 0.00385206
208.695, 0.00379662
208.696, 0.00373952
208.697, 0.0036808
208.698, 0.00362038
208.699, 0.00355829
208.7, 0.00349448
208.701, 0.00342897
208.702, 0.00336169
208.703, 0.00329253
208.704, 0.00322143
208.705, 0.00314843
208.706, 0.00307369
208.707, 0.00299696
208.708, 0.00291828
208.709, 0.00283769
208.71, 0.00275521
208.711, 0.00267088
208.712, 0.0025844
208.713, 0.00249578
208.714, 0.00240507
208.715, 0.0023123
208.716, 0.00221817
208.717, 0.00212262
208.718, 0.00202564
208.719, 0.00192904
208.72, 0.00183253
208.721, 0.00173606
208.722, 0.00163944
208.723, 0.0015427
208.724, 0.00144584
208.725, 0.00134888
208.726, 0.00125184
208.727, 0.00115459
208.728, 0.00105715
208.729, 0.000959543
208.73, 0.000861782
208.731, 0.000763877
208.732, 0.00066584
208.733, 0.000567678
208.734, 0.000469399
208.735, 0.000371008
208.736, 0.000272512
208.737, 0.000174679
208.738, 7.74565e-05
208.739, -1.91976e-05
208.74, -0.00011572
208.741, -0.000212104
208.742, -0.000308343
208.743, -0.000404437
208.744, -0.000500387
208.745, -0.000596195
208.746, -0.000691867
208.747, -0.000787407
208.748, -0.000882821
208.749, -0.000978117
208.75, -0.0010733
208.751, -0.00116838
208.752, -0.00126337
208.753, -0.00135826
208.754, -0.00145024
208.755, -0.00153884
208.756, -0.00162437
208.757, -0.00170694
208.758, -0.00178654
208.759, -0.00186316
208.76, -0.00193683
208.761, -0.00200749
208.762, -0.00207471
208.763, -0.00213848
208.764, -0.00219887
208.765, -0.00225592
208.766, -0.00230968
208.767, -0.00236019
208.768, -0.00240747
208.769, -0.00245153
208.77, -0.00249233
208.771, -0.00252992
208.772, -0.00256433
208.773, -0.00259544
208.774, -0.0026233
208.775, -0.00264796
208.776, -0.00266946
208.777, -0.0026878
208.778, -0.00270299
208.779, -0.00271501
208.78, -0.0027239
208.781, -0.0027297
